ac_no,district,ac_name,candidate,candidate_votes_total,booth_count,is_placeholder_candidate,party,allowed_parties,is_non_candidate_header,needs_review,notes,prefill_source,prefill_score
31,Uttar Dinajpur,Chakulia,Ali lmran,1953,25,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,True,,,
31,Uttar Dinajpur,Chakulia,Kamkshya,184,55,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
32,Uttar Dinajpur,,SUBHAS,22466,99,False,BJP,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
32,Uttar Dinajpur,,SUBHAS MD. GOUTAM PAUL,13144,47,False,TMC,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
32,Uttar Dinajpur,,SINGHA,12189,21,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,True,,,
32,Uttar Dinajpur,,BISHWAJIT SINGHA,11886,73,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
32,Uttar Dinajpur,,SUBHAS MD. GOUTAM,11190,48,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,True,,,
32,Uttar Dinajpur,,SUBHASH,8819,53,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
32,Uttar Dinajpur,,MD. SUBHASH CHANDRA,8641,27,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
32,Uttar Dinajpur,,SUBHAS CHANDRA,8474,22,False,BJP,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
32,Uttar Dinajpur,,SUBHASH HARUN,7711,24,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,True,,,
32,Uttar Dinajpur,,MD. CHANDRA,7312,26,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,True,,,
32,Uttar Dinajpur,,MD. GOUTAM,6627,43,False,TMC,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
32,Uttar Dinajpur,,DINESH SINGHA,5740,23,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
32,Uttar Dinajpur,,SUBHAS MD. SINHA,5518,23,False,BJP,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
32,Uttar Dinajpur,,ABDULLAH,5215,51,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
32,Uttar Dinajpur,,MD. HAFIZUL,3013,28,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
32,Uttar Dinajpur,,HARUN SINHA,2687,48,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,True,,,
32,Uttar Dinajpur,,CHANDRA HARUN,630,26,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,True,,,
32,Uttar Dinajpur,,HAFIZUL SINHA S/O:,466,27,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,True,,,
32,Uttar Dinajpur,,GOUTAM,450,54,False,TMC,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
32,Uttar Dinajpur,,CHANDRA SINHA,325,23,False,BJP,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
32,Uttar Dinajpur,,SUBHAS GOUTAM,291,6,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,True,,,
32,Uttar Dinajpur,,MD. CHANDRA PAUL,236,5,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,True,,,
32,Uttar Dinajpur,,HARUN,193,69,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
32,Uttar Dinajpur,,SHANTILAL HASDAK,165,48,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,eci_candidate:SANTHAPAN HASDAK,0.75
32,Uttar Dinajpur,,BENOY SINHA,139,22,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,True,,,
32,Uttar Dinajpur,,No. Of Valid Votes,132,25,False,,TMC|BJP|INC|CPM|ISF|OTHER,True,True,,,
32,Uttar Dinajpur,,SANTHAPAN,127,69,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
32,Uttar Dinajpur,,BISHWAJIT,116,73,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
32,Uttar Dinajpur,,Valid Votes,111,21,False,,TMC|BJP|INC|CPM|ISF|OTHER,True,True,,,
32,Uttar Dinajpur,,SHANTILAL,106,119,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
32,Uttar Dinajpur,,BENOYCHANDRA HASDAK,92,23,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,True,,,
32,Uttar Dinajpur,,S/O: RASHID SINHA,77,21,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,True,,,
32,Uttar Dinajpur,,DINESH,76,43,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
32,Uttar Dinajpur,,HAFIZUL SINHA,74,27,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,True,,,
32,Uttar Dinajpur,,SHANTILAL ABDULLAH,67,26,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,True,,,
32,Uttar Dinajpur,,candidate_col_8,51,22,True,,TMC|BJP|INC|CPM|ISF|OTHER,False,True,,,
32,Uttar Dinajpur,,ABDULLAHCHANDRAKUMAR,37,21,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,True,,,
32,Uttar Dinajpur,,BENOYCHANDRA,34,21,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,True,,,
32,Uttar Dinajpur,,CHANDRA KUMAR SINHA,29,28,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,True,,,
32,Uttar Dinajpur,,SANTHAPAN ABDULLAH,24,28,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,eci_candidate:SANTHAPAN HASDAK,0.765
32,Uttar Dinajpur,,CHANDRAKUMAR SINHA,23,25,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,True,,,
32,Uttar Dinajpur,,SANTHA,22,30,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
32,Uttar Dinajpur,,CHANDRA,18,28,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,True,,,
32,Uttar Dinajpur,,RASHID PAUL,17,23,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,True,,,
32,Uttar Dinajpur,,BENOY SINGHA,16,20,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,True,,,
32,Uttar Dinajpur,,HARANARAYAN,16,23,False,BJP,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
32,Uttar Dinajpur,,SINHA,16,28,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,True,,,
32,Uttar Dinajpur,,ABULLAH SINGHA,15,23,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,True,,,
32,Uttar Dinajpur,,SANTHAPAN SINGHA,15,20,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,eci_candidate:SANTHAPAN HASDAK,0.75
32,Uttar Dinajpur,,DINESHBENOY,12,28,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,True,,,
32,Uttar Dinajpur,,CHANDRAKUMAR,8,5,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,True,,,
32,Uttar Dinajpur,,DINESH DAS,7,20,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,True,,,
32,Uttar Dinajpur,,S/O: DINESHBENOYCHANDRA SINHA,6,5,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,eci_candidate:DINESH CHANDRA SINGHA,0.792
32,Uttar Dinajpur,,S/O: HARUN,4,5,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
32,Uttar Dinajpur,,PANABDULLAH,2,5,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
32,Uttar Dinajpur,,HASDAK,0,21,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
33,Uttar Dinajpur,,candidate_col_2,39934,168,True,,TMC|BJP|INC|CPM|ISF|OTHER,False,True,,,
33,Uttar Dinajpur,,BINAY ROY,19206,156,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
33,Uttar Dinajpur,,candidate_col_5,15086,48,True,,TMC|BJP|INC|CPM|ISF|OTHER,False,True,,,
33,Uttar Dinajpur,,candidate_col_4,3553,168,True,,TMC|BJP|INC|CPM|ISF|OTHER,False,True,,,
33,Uttar Dinajpur,,candidate_col_3,630,168,True,,TMC|BJP|INC|CPM|ISF|OTHER,False,True,,,
33,Uttar Dinajpur,,candidate_col_6,133,24,True,,TMC|BJP|INC|CPM|ISF|OTHER,False,True,,,
33,Uttar Dinajpur,,candidate_col_7,71,24,True,,TMC|BJP|INC|CPM|ISF|OTHER,False,True,,,
33,Uttar Dinajpur,,candidate_col_8,42,24,True,,TMC|BJP|INC|CPM|ISF|OTHER,False,True,,,
34,Uttar Dinajpur,,candidate_col_9,3055,22,True,,TMC|BJP|INC|CPM|ISF|OTHER,False,True,,,
34,Uttar Dinajpur,,candidate_col_8,1316,22,True,,TMC|BJP|INC|CPM|ISF|OTHER,False,True,,,
34,Uttar Dinajpur,,candidate_col_3,287,22,True,,TMC|BJP|INC|CPM|ISF|OTHER,False,True,,,
34,Uttar Dinajpur,,candidate_col_7,101,22,True,,TMC|BJP|INC|CPM|ISF|OTHER,False,True,,,
34,Uttar Dinajpur,,candidate_col_6,40,22,True,,TMC|BJP|INC|CPM|ISF|OTHER,False,True,,,
34,Uttar Dinajpur,,candidate_col_4,29,22,True,,TMC|BJP|INC|CPM|ISF|OTHER,False,True,,,
34,Uttar Dinajpur,,candidate_col_5,21,22,True,,TMC|BJP|INC|CPM|ISF|OTHER,False,True,,,
35,Uttar Dinajpur,,RAJU,13990,55,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
35,Uttar Dinajpur,,AGARWAI,8270,29,False,TMC,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
35,Uttar Dinajpur,,KRISHNA,7771,31,False,BJP,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
35,Uttar Dinajpur,,KANAIAKRISHNA,2641,29,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,True,,,
35,Uttar Dinajpur,,MOHIT,2551,56,False,INC,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
35,Uttar Dinajpur,,MINAKSHI,1220,55,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
35,Uttar Dinajpur,,DAS,51,28,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,True,,,
35,Uttar Dinajpur,,MANJU,26,31,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
35,Uttar Dinajpur,,GOUTAM,23,56,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
35,Uttar Dinajpur,,BAHAMONI,21,56,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
35,Uttar Dinajpur,,BHABATOSH,21,56,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
35,Uttar Dinajpur,,DIPENDU,19,29,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
35,Uttar Dinajpur,,JYOTI,12,29,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
35,Uttar Dinajpur,,SANATAN,4,26,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
36,Uttar Dinajpur,ITAHAR,No. Of MOSARAF HUSSEN,14427,31,False,TMC,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
36,Uttar Dinajpur,ITAHAR,SRIKUMAR,13095,30,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
36,Uttar Dinajpur,ITAHAR,HUSSEN,8336,60,False,TMC,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
36,Uttar Dinajpur,ITAHAR,SRIKUMAR MOFAKKER,7693,30,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,eci_candidate:SRIKUMAR MUKHERJEE,0.743
36,Uttar Dinajpur,ITAHAR,MOFAKKER,3582,30,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
36,Uttar Dinajpur,ITAHAR,No. Of AMIT KUMAR,3051,31,False,BJP,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
36,Uttar Dinajpur,ITAHAR,TUFAN,435,30,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
36,Uttar Dinajpur,ITAHAR,No. Of SRIKUMAR MUKHERJE UL ISLAM,416,31,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,True,,,
36,Uttar Dinajpur,ITAHAR,MUKHERJE UL ISLAM,93,30,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,True,,,
36,Uttar Dinajpur,ITAHAR,No. Of TUFAN ALAM,83,31,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,True,,,
36,Uttar Dinajpur,ITAHAR,DILIPKUMA,70,60,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,True,,,
36,Uttar Dinajpur,ITAHAR,MOJAMMEL,33,60,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
36,Uttar Dinajpur,ITAHAR,FIROJ,21,60,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
36,Uttar Dinajpur,ITAHAR,No. Of DILIPKUMA HAQUE,14,31,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,True,,,
36,Uttar Dinajpur,ITAHAR,No. Of FIROJ MOJAMMEL,6,31,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,True,,,
37,Dakshin Dinajpur,Kushmandi (SC) AC,"REKHA SARKAR, IND",17161,50,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
37,Dakshin Dinajpur,Kushmandi (SC) AC,BISWANATH KUMAR,15716,48,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,eci_candidate:BISWANATH SARKAR,0.774
37,Dakshin Dinajpur,Kushmandi (SC) AC,RANJIT ROYSTIC,13854,48,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,True,,,
37,Dakshin Dinajpur,Kushmandi (SC) AC,"RANJIT KUMAR ROY, BJP",12698,50,False,BJP,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
37,Dakshin Dinajpur,Kushmandi (SC) AC,NARMADA ROY,5399,101,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
37,Dakshin Dinajpur,Kushmandi (SC) AC,NARMADA RSP,2387,31,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
37,Dakshin Dinajpur,Kushmandi (SC) AC,"NARMADA ROY, RSP",1809,50,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
37,Dakshin Dinajpur,Kushmandi (SC) AC,REKITA BHIMNAI,1503,49,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,True,,,
37,Dakshin Dinajpur,Kushmandi (SC) AC,CHANDRA BSP,1456,48,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
37,Dakshin Dinajpur,Kushmandi (SC) AC,"CHANDRA SARKAR, BSP",913,49,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
37,Dakshin Dinajpur,Kushmandi (SC) AC,BISWANATH RSP,864,3,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
37,Dakshin Dinajpur,Kushmandi (SC) AC,No. of valid votes cast in favor of,733,52,False,,TMC|BJP|INC|CPM|ISF|OTHER,True,True,,,
37,Dakshin Dinajpur,Kushmandi (SC) AC,"REKHI BHIMNAL SARKAR, AITC",704,3,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
37,Dakshin Dinajpur,Kushmandi (SC) AC,RAJIT KUMAR,621,3,False,BJP,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,eci_candidate:RANJIT KUMAR ROY,0.815
37,Dakshin Dinajpur,Kushmandi (SC) AC,"BISWANATH SARKAR, BSP",570,50,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
37,Dakshin Dinajpur,Kushmandi (SC) AC,BHIMNAL,173,50,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
38,Dakshin Dinajpur,Kumarganj AC,TORAF,17256,53,False,TMC,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
38,Dakshin Dinajpur,Kumarganj AC,MANAS,10609,53,False,BJP,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
38,Dakshin Dinajpur,Kumarganj AC,No. of valid votes cast in favor of,7554,111,False,,TMC|BJP|INC|CPM|ISF|OTHER,True,True,,,
38,Dakshin Dinajpur,Kumarganj AC,CHAUDHURI,5318,51,False,INC,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
38,Dakshin Dinajpur,Kumarganj AC,of,3679,14,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,True,,,
38,Dakshin Dinajpur,Kumarganj AC,RITBEL SARKAR,673,52,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,eci_candidate:RUBEL SARKAR,0.88
38,Dakshin Dinajpur,Kumarganj AC,candidate_col_5,673,52,True,,TMC|BJP|INC|CPM|ISF|OTHER,False,True,,,
38,Dakshin Dinajpur,Kumarganj AC,RANJIT,266,52,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
39,Dakshin Dinajpur,BALURGHAT,"ASI-IOK LArilRl, BJP",20942,69,False,BJP,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
39,Dakshin Dinajpur,BALURGHAT,"ASHOKKUMAR LAHLRI, BSP",18413,66,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
39,Dakshin Dinajpur,BALURGHAT,"SEKHAR BISWAS, RSP",16542,69,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
39,Dakshin Dinajpur,BALURGHAT,"SEKLIAR BISWAS, BMP",12812,66,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,True,,,
39,Dakshin Dinajpur,BALURGHAT,No. of valid votes cast in favor of ASHOK KIJMAR,7658,27,False,,TMC|BJP|INC|CPM|ISF|OTHER,True,True,,,
39,Dakshin Dinajpur,BALURGHAT,sucnsrx,6780,27,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,True,,,
39,Dakshin Dinajpur,BALURGHAT,"SUCHETA BARMAN, KPP (U)",4570,66,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,True,,,
39,Dakshin Dinajpur,BALURGHAT,"SUCIIETA BARMAN, BSP",4346,69,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
39,Dakshin Dinajpur,BALURGHAT,ANU1',1279,27,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,True,,,
39,Dakshin Dinajpur,BALURGHAT,"JOGESH CHANDRA DASGUPTA, AITC",383,69,False,TMC,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
39,Dakshin Dinajpur,BALURGHAT,"NAROITAM MAHANl""A",260,68,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,eci_candidate:Narottam Saha,0.759
39,Dakshin Dinajpur,BALURGHAT,BIREN AB,232,69,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,True,,,
39,Dakshin Dinajpur,BALURGHAT,"JOGESH CHANDRA DASGUPTA, RSP",204,66,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
39,Dakshin Dinajpur,BALURGHAT,BIREN BARMAN,161,66,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,True,,,
39,Dakshin Dinajpur,BALURGHAT,"DULAL SAHA, BMP",138,69,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,True,,,
39,Dakshin Dinajpur,BALURGHAT,"ANUP BARMAN, KPP(UID)",112,69,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
39,Dakshin Dinajpur,BALURGHAT,CJOOES1! SE!CHAR,112,27,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,True,,,
39,Dakshin Dinajpur,BALURGHAT,"ANUP SAHA, AB",85,66,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,True,,,
39,Dakshin Dinajpur,BALURGHAT,"NAROTAM MURMU, SUCI (C)",72,66,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
39,Dakshin Dinajpur,BALURGHAT,DULAL,31,27,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
39,Dakshin Dinajpur,BALURGHAT,NAROTIAM,24,27,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
40,Dakshin Dinajpur,Tapan (ST),"No. of KALICHARA NEKA, K PP(UTD)",18431,56,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
40,Dakshin Dinajpur,Tapan (ST),No. of valid votes cast in favor of,15895,66,False,,TMC|BJP|INC|CPM|ISF|OTHER,True,True,,,
40,Dakshin Dinajpur,Tapan (ST),"No. of BABLU KISKU, BSP",15294,57,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
40,Dakshin Dinajpur,Tapan (ST),KISKU,12889,43,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,True,,,
40,Dakshin Dinajpur,Tapan (ST),KALPANA,10582,44,False,TMC,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
40,Dakshin Dinajpur,Tapan (ST),APP,4928,44,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,True,,,
40,Dakshin Dinajpur,Tapan (ST),No. of Electors in Assembly Constituency,3305,65,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,True,,,
40,Dakshin Dinajpur,Tapan (ST),RAGHU,2478,44,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
40,Dakshin Dinajpur,Tapan (ST),"No. of ALARS KALPANA KISU, AITC",2306,57,False,TMC,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
40,Dakshin Dinajpur,Tapan (ST),"No. of BUDHRAI TTUDU., BJP",997,57,False,BJP,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
40,Dakshin Dinajpur,Tapan (ST),BABLU,625,44,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
40,Dakshin Dinajpur,Tapan (ST),BUD.RAP,193,44,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,True,,,
41,Dakshin Dinajpur,Gangarampur (SC),No. of valid votes cast in favor of SUDHRA TA,14290,41,False,,TMC|BJP|INC|CPM|ISF|OTHER,True,True,,,
41,Dakshin Dinajpur,Gangarampur (SC),SA'IYENDR,13441,39,False,BJP,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
41,Dakshin Dinajpur,Gangarampur (SC),No. of valid votes cast in favor of AMAN NANDI,10456,40,False,,TMC|BJP|INC|CPM|ISF|OTHER,True,True,,,
41,Dakshin Dinajpur,Gangarampur (SC),GOUl'AM,10169,13,False,TMC,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
41,Dakshin Dinajpur,Gangarampur (SC),GOLITAM,9720,39,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,True,,,
41,Dakshin Dinajpur,Gangarampur (SC),SAI'YI\it)R,7653,13,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,True,,,
41,Dakshin Dinajpur,Gangarampur (SC),No. of valid votes cast in favor of,5737,60,False,,TMC|BJP|INC|CPM|ISF|OTHER,True,True,,,
41,Dakshin Dinajpur,Gangarampur (SC),BALA. BSP,4113,18,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
41,Dakshin Dinajpur,Gangarampur (SC),DAS.AI'I(',3078,18,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,True,,,
41,Dakshin Dinajpur,Gangarampur (SC),NANDA I,2329,39,False,CPM,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
41,Dakshin Dinajpur,Gangarampur (SC),NANDA L 'L,2321,13,False,CPM,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
41,Dakshin Dinajpur,Gangarampur (SC),ARUN KANTI GOUTAM,2319,18,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
41,Dakshin Dinajpur,Gangarampur (SC),No. of valid votes cast in favor of SAIYANDER,1576,40,False,,TMC|BJP|INC|CPM|ISF|OTHER,True,True,,,
41,Dakshin Dinajpur,Gangarampur (SC),AKSI.]AY,1144,12,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,True,,,
41,Dakshin Dinajpur,Gangarampur (SC),No. of valid votes cast in favor of ARTUN KANTI,129,41,False,,TMC|BJP|INC|CPM|ISF|OTHER,True,True,,,
41,Dakshin Dinajpur,Gangarampur (SC),AKSHAY,116,39,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
41,Dakshin Dinajpur,Gangarampur (SC),No. of valid votes cast in favor of ARUN KANTI,97,37,False,,TMC|BJP|INC|CPM|ISF|OTHER,True,True,,,
42,Dakshin Dinajpur,Harihampur Assembly,No. of valid votes cast in favor of,48565,186,False,,TMC|BJP|INC|CPM|ISF|OTHER,True,True,,,
42,Dakshin Dinajpur,Harihampur Assembly,"NILANJAN ROY, BJP",25502,89,False,BJP,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
42,Dakshin Dinajpur,Harihampur Assembly,"BIJAN MUKA AHMED, IND",25248,43,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
42,Dakshin Dinajpur,Harihampur Assembly,"PRADIP ROY, BJP",23081,113,False,BJP,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
42,Dakshin Dinajpur,Harihampur Assembly,"BIPLAB MITRA, AITC",18260,175,False,TMC,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
42,Dakshin Dinajpur,Harihampur Assembly,"SHANKAR MAHISHA, NIRMALAMP",13527,45,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,True,,,
42,Dakshin Dinajpur,Harihampur Assembly,No. of valid votes Cast in favor of,8517,43,False,,TMC|BJP|INC|CPM|ISF|OTHER,True,True,,,
42,Dakshin Dinajpur,Harihampur Assembly,PRADIP CHAKRA,6425,89,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,True,,,
42,Dakshin Dinajpur,Harihampur Assembly,KUMAR BORTY,3752,37,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,True,,,
42,Dakshin Dinajpur,Harihampur Assembly,"JALALUDDIN KUMAR, UC(C)",1147,45,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,True,,,
42,Dakshin Dinajpur,Harihampur Assembly,"SHANKAR MARDI, IND",1102,37,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
42,Dakshin Dinajpur,Harihampur Assembly,"MAHATO, S N RAJAK",940,37,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,True,,,
42,Dakshin Dinajpur,Harihampur Assembly,JALALUDDIN N KUMAR,622,46,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,True,,,
