ac_no,district,ac_name,candidate,candidate_votes_total,booth_count,is_placeholder_candidate,party,allowed_parties,is_non_candidate_header,needs_review,notes,prefill_source,prefill_score
21,Jalpaiguri,,BENAM ORAON,150,26,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
22,Kalimpong,Kalimpong (in the case of election from a Parliamentary Constituency),UJJWAL RAI,6661,51,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
22,Kalimpong,Kalimpong (in the case of election from a Parliamentary Constituency),SONGDEN,4263,33,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
22,Kalimpong,Kalimpong (in the case of election from a Parliamentary Constituency),PRADHAN,3067,38,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,True,,,
22,Kalimpong,Kalimpong (in the case of election from a Parliamentary Constituency),BHUPENDRA,2873,33,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
22,Kalimpong,Kalimpong (in the case of election from a Parliamentary Constituency),SoNCDEN,2853,12,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
22,Kalimpong,Kalimpong (in the case of election from a Parliamentary Constituency),candidate_col_4,2014,16,True,,TMC|BJP|INC|CPM|ISF|OTHER,False,True,,,
22,Kalimpong,Kalimpong (in the case of election from a Parliamentary Constituency),"UJ.lW,\L RAI",1908,12,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,eci_candidate:UJJWAL RAI,0.8
22,Kalimpong,Kalimpong (in the case of election from a Parliamentary Constituency),SUVA PRADHAN,1761,49,False,BJP,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
22,Kalimpong,Kalimpong (in the case of election from a Parliamentary Constituency),DIL-II PRADHAN,1029,14,False,INC,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
22,Kalimpong,Kalimpong (in the case of election from a Parliamentary Constituency),DR R R BHIJEI,552,33,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,eci_candidate:DR. R.B. BHUJEL,0.769
22,Kalimpong,Kalimpong (in the case of election from a Parliamentary Constituency),BHUPENI)RA,465,12,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
22,Kalimpong,Kalimpong (in the case of election from a Parliamentary Constituency),PENJO GOMPI,418,33,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,eci_candidate:PENJO GOMPU BHUTIA,0.759
22,Kalimpong,Kalimpong (in the case of election from a Parliamentary Constituency),PRADH,353,3,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,True,,,
22,Kalimpong,Kalimpong (in the case of election from a Parliamentary Constituency),RIDEN SADA,348,33,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,True,,,
22,Kalimpong,Kalimpong (in the case of election from a Parliamentary Constituency),DR n A ri.rltL,337,12,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,True,,,
22,Kalimpong,Kalimpong (in the case of election from a Parliamentary Constituency),PENJO,288,3,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
22,Kalimpong,Kalimpong (in the case of election from a Parliamentary Constituency),candidate_col_1,253,2,True,,TMC|BJP|INC|CPM|ISF|OTHER,False,True,,,
22,Kalimpong,Kalimpong (in the case of election from a Parliamentary Constituency),PENJo GOMPU,205,12,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
22,Kalimpong,Kalimpong (in the case of election from a Parliamentary Constituency),RUDI]N SAI,132,12,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,True,,,
22,Kalimpong,Kalimpong (in the case of election from a Parliamentary Constituency),PENJO COMPI,124,16,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,True,,,
22,Kalimpong,Kalimpong (in the case of election from a Parliamentary Constituency),SONGDEN LEPCHA,71,17,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
22,Kalimpong,Kalimpong (in the case of election from a Parliamentary Constituency),PENJOGOMPI,57,17,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,True,,,
22,Kalimpong,Kalimpong (in the case of election from a Parliamentary Constituency),JIJUPENDRA RIDDEN SADA,45,17,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,True,,,
22,Kalimpong,Kalimpong (in the case of election from a Parliamentary Constituency),PRAI)IIAN,16,3,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,True,,,
22,Kalimpong,Kalimpong (in the case of election from a Parliamentary Constituency),COMPU,13,3,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
22,Kalimpong,Kalimpong (in the case of election from a Parliamentary Constituency),DII-IP,7,3,False,INC,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
23,Darjeeling,,TAMANG,22027,134,False,BJP,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
23,Darjeeling,,KESHAV RAJ,12148,96,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
23,Darjeeling,,NEERAJ,11405,92,False,BJP,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
23,Darjeeling,,PEMBA,8569,91,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
23,Darjeeling,,KESHAV RAJ SHARMA,8328,84,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
23,Darjeeling,,NEERAJ RAI,8234,64,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,True,,,
23,Darjeeling,,NIMA GYAMTSHO,8230,84,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
23,Darjeeling,,candidate_col_3,8183,42,True,,TMC|BJP|INC|CPM|ISF|OTHER,False,True,,,
23,Darjeeling,,ANJANI SHARMA,8034,126,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
23,Darjeeling,,NEERAJ RAJ,5502,21,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,True,,,
23,Darjeeling,,Rai,5377,19,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,True,,,
23,Darjeeling,,GAUTAM ZIMBA,5257,88,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,True,,,
23,Darjeeling,,KESHAV RAJ GYAMTSHO,5067,42,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
23,Darjeeling,,NEERAJ RAJ TAMANG,5061,21,False,BJP,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
23,Darjeeling,,Tamang,4914,20,False,BJP,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
23,Darjeeling,,PEMBA TSHERING,4871,83,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
23,Darjeeling,,PEMBA PRAKASH RAI,4724,21,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
23,Darjeeling,,GAUTAM RAJ TAMANG,4530,15,False,CPM,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
23,Darjeeling,,BHARAT PRAKASH RAI,4408,105,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
23,Darjeeling,,TAMANG SHARMA,3870,21,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,True,,,
23,Darjeeling,,Keshav Raj,3183,20,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
23,Darjeeling,,PEMBA SHERPA,3013,21,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,eci_candidate:PEMBA TSHERING,0.769
23,Darjeeling,,NEERAJ TAMANG,2875,19,False,BJP,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
23,Darjeeling,,KESHAV TSHERING,2806,20,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,eci_candidate:PEMBA TSHERING,0.759
23,Darjeeling,,Pemba,2441,20,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
23,Darjeeling,,PEMBA MILAN,1262,20,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,True,,,
23,Darjeeling,,GAUTAM RAJ,1217,92,False,CPM,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
23,Darjeeling,,NIMA,907,85,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
23,Darjeeling,,SURAJ,843,96,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
23,Darjeeling,,BHARAT,671,97,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
23,Darjeeling,,SURAJ GURUNG,444,65,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
23,Darjeeling,,ANJANI,427,84,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
23,Darjeeling,,MILAN THOKAR,414,86,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
23,Darjeeling,,MILAN,366,97,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
23,Darjeeling,,NIMA TSHERING,355,42,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,eci_candidate:PEMBA TSHERING,0.815
23,Darjeeling,,Suraj,212,20,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
23,Darjeeling,,Nima,134,20,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
23,Darjeeling,,Anjani,110,20,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
23,Darjeeling,,Milan,110,20,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
23,Darjeeling,,Zimba,102,20,False,BJP,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
23,Darjeeling,,NIMA BHARAT,101,20,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,True,,,
23,Darjeeling,,GAUTAM RAI,100,19,False,CPM,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
23,Darjeeling,,GAUTAM,95,21,False,CPM,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
23,Darjeeling,,MILAN GURUNG,93,21,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,True,,,
23,Darjeeling,,NEERAJ ZIMBA,91,19,False,BJP,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
23,Darjeeling,,ANJANI GYAMTSHO,90,20,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,True,,,
23,Darjeeling,,BHARAT THOKAR,87,21,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,True,,,
23,Darjeeling,,MILAN THOKAR GURUNG,81,19,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
23,Darjeeling,,candidate_col_7,78,16,True,,TMC|BJP|INC|CPM|ISF|OTHER,False,True,,,
23,Darjeeling,,Bharat,75,20,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
24,Darjeeling,,Bishnu Uttam Brahman,50861,21,False,CPM,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
24,Darjeeling,,Narb u Pranav,11284,62,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,True,,,
24,Darjeeling,,Uttam Prasad,7598,56,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,True,,,
24,Darjeeling,,Ugam Lama,4607,22,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
24,Darjeeling,,Bishnu,4478,28,False,BJP,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
24,Darjeeling,,Ugam Tshering Lama,4467,17,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
24,Darjeeling,,candidate_col_3,4425,17,True,,TMC|BJP|INC|CPM|ISF|OTHER,False,True,,,
24,Darjeeling,,Bishnu Uttam Prasad,4192,36,False,BJP,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
24,Darjeeling,,Ugam,4051,22,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
24,Darjeeling,,Uttitm Prasad,3646,16,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,True,,,
24,Darjeeling,,Utkrm Brahman,3393,18,False,CPM,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,eci_candidate:Uttam Brahman,0.846
24,Darjeeling,,candidate_col_5,3088,18,True,,TMC|BJP|INC|CPM|ISF|OTHER,False,True,,,
24,Darjeeling,,Pranav Ellkram,2944,22,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,True,,,
24,Darjeeling,,Valid Votes,2839,20,False,,TMC|BJP|INC|CPM|ISF|OTHER,True,True,,,
24,Darjeeling,,Pranav Pradhan,2775,18,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
24,Darjeeling,,Elikram Bhuprlndra Rai,2757,20,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,True,,,
24,Darjeeling,,Bishnu Uttitm Prasad,2037,14,False,BJP,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
24,Darjeeling,,Narbu,2030,13,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
24,Darjeeling,,Ugam Tshering,1927,73,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,True,,,
24,Darjeeling,,Rejected Votes,1889,21,False,,TMC|BJP|INC|CPM|ISF|OTHER,True,True,,,
24,Darjeeling,,Bishnu Brahman (alias B.P.),1838,20,False,BJP,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
24,Darjeeling,,Bhuptrndra Rai,1635,22,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,True,,,
24,Darjeeling,,Narb u,1611,22,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
24,Darjeeling,,Bhuprrndra Rai,1473,22,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,True,,,
24,Darjeeling,,Bhupendra Rai,1456,18,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,eci_candidate:Bhupendra Lepcha,0.759
24,Darjeeling,,Serial No. Of,903,17,False,,TMC|BJP|INC|CPM|ISF|OTHER,True,True,,,
24,Darjeeling,,Pranav,692,22,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
24,Darjeeling,,Narbu Pranav,570,21,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,True,,,
24,Darjeeling,,No. Of Valid Votes,460,3,False,,TMC|BJP|INC|CPM|ISF|OTHER,True,True,,,
24,Darjeeling,,Uttirm Prasad Sharma,314,17,False,BJP,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
24,Darjeeling,,Elikram Bhupondra,231,18,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,True,,,
24,Darjeeling,,Hikram Bhupr:ndra,195,3,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,True,,,
24,Darjeeling,,Narb u Lama,150,18,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
24,Darjeeling,,candidate_col_8,134,42,True,,TMC|BJP|INC|CPM|ISF|OTHER,False,True,,,
24,Darjeeling,,candidate_col_4,131,18,True,,TMC|BJP|INC|CPM|ISF|OTHER,False,True,,,
24,Darjeeling,,Lep cha,124,43,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,True,,,
24,Darjeeling,,Bishnu Sharma,98,22,False,BJP,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
24,Darjeeling,,Tshering Narb u,98,21,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,True,,,
24,Darjeeling,,Tshering Lama,96,22,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
24,Darjeeling,,candidate_col_7,88,22,True,,TMC|BJP|INC|CPM|ISF|OTHER,False,True,,,
24,Darjeeling,,candidate_col_9,65,19,True,,TMC|BJP|INC|CPM|ISF|OTHER,False,True,,,
24,Darjeeling,,Bishnu Prasad,58,1,False,BJP,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
24,Darjeeling,,Elikram,0,1,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,True,,,
25,Darjeeling,,Sankar Barman,36684,135,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,True,,,
25,Darjeeling,,Rakesh Mondal,21251,100,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
25,Darjeeling,,Sudip Mandal,17845,166,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
25,Darjeeling,,Column 1,17614,71,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,True,,,
25,Darjeeling,,Anandamay,14523,35,False,BJP,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
25,Darjeeling,,Harish Chandra Barman,14407,36,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
25,Darjeeling,,No. of Rajen,11836,35,False,TMC,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
25,Darjeeling,,Column 2,9669,68,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,True,,,
25,Darjeeling,,No. of Votes,7615,23,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,True,,,
25,Darjeeling,,Rajen Sundas Malakar,6168,36,False,TMC,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
25,Darjeeling,,Harish Chandra,6039,94,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
25,Darjeeling,,No. of Sundas,5134,35,False,TMC,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
25,Darjeeling,,Sankar,4515,34,False,INC,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
25,Darjeeling,,Column 3,2145,68,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,True,,,
25,Darjeeling,,Harish Chandra MMalakar,1906,31,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
25,Darjeeling,,337,1826,5,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,True,,,
25,Darjeeling,,No. of Sankar,1614,34,False,INC,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
25,Darjeeling,,No. of Rakesh Mondal,1429,34,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
25,Darjeeling,,141,1063,5,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,True,,,
25,Darjeeling,,46,298,4,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,True,,,
25,Darjeeling,,Column 6,287,35,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,True,,,
25,Darjeeling,,Column 5,212,68,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,True,,,
25,Darjeeling,,Column 4,185,66,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,True,,,
25,Darjeeling,,Malakar,167,29,False,INC,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
25,Darjeeling,,No. of Harish Chandra,133,32,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
25,Darjeeling,,No. of dip Man,114,32,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,True,,,
25,Darjeeling,,Barman,111,25,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,True,,,
25,Darjeeling,,4,39,5,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,True,,,
25,Darjeeling,,2,20,4,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,True,,,
26,Darjeeling,,eence,5338,23,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,True,,,
26,Darjeeling,,be,4959,22,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,True,,,
26,Darjeeling,,of,2722,23,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,True,,,
26,Darjeeling,,No of Votes in favour of Dr. Omprakash Ghosh,332,2,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,True,,,
26,Darjeeling,,No.,95,22,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,True,,,
26,Darjeeling,,Nintu Dutta,55,22,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
26,Darjeeling,,pices,33,21,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,True,,,
26,Darjeeling,,Chayan Guha,29,22,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
26,Darjeeling,,Sankar Ghosh,26,21,False,BJP,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
26,Darjeeling,,pipti Roy,17,22,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,eci_candidate:Dipti Roy,0.889
26,Darjeeling,,majumdor,15,21,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
27,Darjeeling,,Female,5534,24,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,True,,,
27,Darjeeling,,Male,200,24,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,True,,,
28,Uttar Dinajpur,Chopra,Hamidul Rahaman,63158,275,False,TMC,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
28,Uttar Dinajpur,Chopra,Ajov Sinha,45298,116,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,True,,,
28,Uttar Dinajpur,Chopra,Md. Shahin Akhter,20345,173,False,BJP,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
28,Uttar Dinajpur,Chopra,Ajoy Sinha,16497,43,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
28,Uttar Dinajpur,Chopra,Anwarul Haque,13627,209,False,CPM,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
28,Uttar Dinajpur,Chopra,Md. Akhler Shahin,12409,40,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,True,,,
28,Uttar Dinajpur,Chopra,No. of valid votes,9601,58,False,,TMC|BJP|INC|CPM|ISF|OTHER,True,True,,,
28,Uttar Dinajpur,Chopra,Md. Akhter,5599,70,False,BJP,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
28,Uttar Dinajpur,Chopra,Surojit Kisku,1096,89,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
28,Uttar Dinajpur,Chopra,Ajov Kumar Sinha,680,44,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
28,Uttar Dinajpur,Chopra,Surolit Kumar Kisku,405,43,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,eci_candidate:SUROJIT KISKU,0.75
28,Uttar Dinajpur,Chopra,Surojit Kumar Kisku,376,41,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
28,Uttar Dinajpur,Chopra,Ajov Kumar,318,40,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,True,,,
28,Uttar Dinajpur,Chopra,Surqit Kisku,257,40,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,eci_candidate:SUROJIT KISKU,0.88
28,Uttar Dinajpur,Chopra,Aiov Kumar Sinha,251,43,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
29,Uttar Dinajpur,Islampur,ABDUL KARIM,11798,35,False,TMC,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
29,Uttar Dinajpur,Islampur,SAUMYAR,6163,35,False,BJP,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
29,Uttar Dinajpur,Islampur,ISLAM,522,34,False,INC,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
29,Uttar Dinajpur,Islampur,BIRENDRA NATH,125,35,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
29,Uttar Dinajpur,Islampur,"MD, NAIYAR",58,35,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
30,Uttar Dinajpur,Goalpokhar,MD. SARWAR,13308,39,False,BJP,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
30,Uttar Dinajpur,Goalpokhar,MD. GHULAM RABBANI,6487,34,False,TMC,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
30,Uttar Dinajpur,Goalpokhar,GHULAM,5134,16,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,True,,,
30,Uttar Dinajpur,Goalpokhar,MD. MASOOD,3607,27,False,INC,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
30,Uttar Dinajpur,Goalpokhar,BISWAS SUNIL,2469,35,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
30,Uttar Dinajpur,Goalpokhar,MD. GHULAM,2282,29,False,TMC,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
30,Uttar Dinajpur,Goalpokhar,MASOOD NASEEM,1546,35,False,INC,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
30,Uttar Dinajpur,Goalpokhar,SHAMBHU AHSEN,1245,27,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,True,,,
30,Uttar Dinajpur,Goalpokhar,CHANDRA SINGHA,760,39,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
30,Uttar Dinajpur,Goalpokhar,MD. MASOOD AHSEN,725,3,False,INC,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
30,Uttar Dinajpur,Goalpokhar,MD.,511,12,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,True,,,
30,Uttar Dinajpur,Goalpokhar,RAGHU SINGHA,247,3,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
30,Uttar Dinajpur,Goalpokhar,RAGHU,75,43,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
30,Uttar Dinajpur,Goalpokhar,SHAMBHU LAL ROY,55,39,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
30,Uttar Dinajpur,Goalpokhar,CHANDRA NATH,39,29,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,True,,,
30,Uttar Dinajpur,Goalpokhar,MD. SUNIL,30,30,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
30,Uttar Dinajpur,Goalpokhar,NATH SINGHA,30,38,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
30,Uttar Dinajpur,Goalpokhar,NABIN SUNIL CHANDRA BISWAS,29,4,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
30,Uttar Dinajpur,Goalpokhar,MASOOD,22,14,False,INC,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
30,Uttar Dinajpur,Goalpokhar,NABIN,9,13,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
31,Uttar Dinajpur,Chakulia,Mazhar,19037,63,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
31,Uttar Dinajpur,Chakulia,Ali Imran,8493,32,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
31,Uttar Dinajpur,Chakulia,Azad,6614,61,False,TMC,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
31,Uttar Dinajpur,Chakulia,Goutam,6078,60,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
31,Uttar Dinajpur,Chakulia,Sachin,5486,58,False,BJP,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
