ac_no,candidate,party,source,notes
51,DU,BJP,manual_form20_header_repair,"AC 51 Form 20 OCR split SREERUPA MITRA CHAUDHURY (NIRBHOY DIDI); DU is truncated DIDI/DIDI column fragment"
