ac_no,ac_name,total_electors,polling_station,candidate,votes,total_valid_votes,rejected_votes,nota_votes,total_votes_cast,source_pdf
104,NAIHATI,193930,51A,KANAI DAS MUKHERJEE,263,487.0,0.0,6.0,493.0,104_Form20.pdf
104,NAIHATI,193930,51A,candidate_col_6,2,487.0,0.0,6.0,493.0,104_Form20.pdf
104,NAIHATI,193930,52,INDRANI KUNDU,30,630.0,0.0,2.0,632.0,104_Form20.pdf
104,NAIHATI,193930,52,PARTHA BHOWMICK,6,630.0,0.0,2.0,632.0,104_Form20.pdf
104,NAIHATI,193930,52,PHALGUNI PATRA,229,630.0,0.0,2.0,632.0,104_Form20.pdf
104,NAIHATI,193930,52,KANAI DAS MUKHERJEE,357,630.0,0.0,2.0,632.0,104_Form20.pdf
104,NAIHATI,193930,52,candidate_col_6,8,630.0,0.0,2.0,632.0,104_Form20.pdf
104,NAIHATI,193930,53,INDRANI KUNDU,10,613.0,0.0,3.0,616.0,104_Form20.pdf
104,NAIHATI,193930,53,PABITRA ROY,5,613.0,0.0,3.0,616.0,104_Form20.pdf
104,NAIHATI,193930,53,PHALGUNI PATRA,215,613.0,0.0,3.0,616.0,104_Form20.pdf
104,NAIHATI,193930,53,KANAI DAS MUKHERJEE,374,613.0,0.0,3.0,616.0,104_Form20.pdf
104,NAIHATI,193930,53,candidate_col_6,9,613.0,0.0,3.0,616.0,104_Form20.pdf
104,NAIHATI,193930,61,INDRANI KUNDU,41,481.0,0.0,5.0,486.0,104_Form20.pdf
104,NAIHATI,193930,61,PABITRA ROY,3,481.0,0.0,5.0,486.0,104_Form20.pdf
104,NAIHATI,193930,61,PARTHA BHOWMICK,189,481.0,0.0,5.0,486.0,104_Form20.pdf
104,NAIHATI,193930,61,PHALGUNI PATRA,243,481.0,0.0,5.0,486.0,104_Form20.pdf
104,NAIHATI,193930,61,KANAI DAS MUKHERJEE,5,481.0,0.0,5.0,486.0,104_Form20.pdf
104,NAIHATI,193930,61A,INDRANI KUNDU,86,477.0,0.0,4.0,481.0,104_Form20.pdf
104,NAIHATI,193930,61A,PABITRA ROY,2,477.0,0.0,4.0,481.0,104_Form20.pdf
104,NAIHATI,193930,61A,PARTHA BHOWMICK,151,477.0,0.0,4.0,481.0,104_Form20.pdf
104,NAIHATI,193930,61A,PHALGUNI PATRA,237,477.0,0.0,4.0,481.0,104_Form20.pdf
104,NAIHATI,193930,61A,KANAI DAS MUKHERJEE,1,477.0,0.0,4.0,481.0,104_Form20.pdf
104,NAIHATI,193930,62,INDRANI KUNDU,31,546.0,0.0,6.0,552.0,104_Form20.pdf
104,NAIHATI,193930,62,PABITRA ROY,4,546.0,0.0,6.0,552.0,104_Form20.pdf
104,NAIHATI,193930,62,PARTHA BHOWMICK,243,546.0,0.0,6.0,552.0,104_Form20.pdf
104,NAIHATI,193930,62,PHALGUNI PATRA,264,546.0,0.0,6.0,552.0,104_Form20.pdf
104,NAIHATI,193930,62,KANAI DAS MUKHERJEE,4,546.0,0.0,6.0,552.0,104_Form20.pdf
104,NAIHATI,193930,62A,INDRANI KUNDU,22,578.0,0.0,3.0,581.0,104_Form20.pdf
104,NAIHATI,193930,62A,PABITRA ROY,3,578.0,0.0,3.0,581.0,104_Form20.pdf
104,NAIHATI,193930,62A,PARTHA BHOWMICK,296,578.0,0.0,3.0,581.0,104_Form20.pdf
104,NAIHATI,193930,62A,PHALGUNI PATRA,249,578.0,0.0,3.0,581.0,104_Form20.pdf
104,NAIHATI,193930,62A,KANAI DAS MUKHERJEE,8,578.0,0.0,3.0,581.0,104_Form20.pdf
104,NAIHATI,193930,63,INDRANI KUNDU,80,635.0,0.0,10.0,645.0,104_Form20.pdf
104,NAIHATI,193930,63,PABITRA ROY,3,635.0,0.0,10.0,645.0,104_Form20.pdf
104,NAIHATI,193930,63,PARTHA BHOWMICK,333,635.0,0.0,10.0,645.0,104_Form20.pdf
104,NAIHATI,193930,63,PHALGUNI PATRA,215,635.0,0.0,10.0,645.0,104_Form20.pdf
104,NAIHATI,193930,63,KANAI DAS MUKHERJEE,4,635.0,0.0,10.0,645.0,104_Form20.pdf
104,NAIHATI,193930,64,INDRANI KUNDU,54,644.0,0.0,11.0,655.0,104_Form20.pdf
104,NAIHATI,193930,64,PABITRA ROY,3,644.0,0.0,11.0,655.0,104_Form20.pdf
104,NAIHATI,193930,64,PARTHA BHOWMICK,359,644.0,0.0,11.0,655.0,104_Form20.pdf
104,NAIHATI,193930,64,PHALGUNI PATRA,222,644.0,0.0,11.0,655.0,104_Form20.pdf
104,NAIHATI,193930,64,KANAI DAS MUKHERJEE,6,644.0,0.0,11.0,655.0,104_Form20.pdf
104,NAIHATI,193930,65,INDRANI KUNDU,57,571.0,0.0,3.0,574.0,104_Form20.pdf
104,NAIHATI,193930,65,PABITRA ROY,3,571.0,0.0,3.0,574.0,104_Form20.pdf
104,NAIHATI,193930,65,PARTHA BHOWMICK,240,571.0,0.0,3.0,574.0,104_Form20.pdf
104,NAIHATI,193930,65,PHALGUNI PATRA,260,571.0,0.0,3.0,574.0,104_Form20.pdf
104,NAIHATI,193930,65,KANAI DAS MUKHERJEE,11,571.0,0.0,3.0,574.0,104_Form20.pdf
104,NAIHATI,193930,66,INDRANI KUNDU,87,689.0,0.0,6.0,695.0,104_Form20.pdf
104,NAIHATI,193930,66,PABITRA ROY,3,689.0,0.0,6.0,695.0,104_Form20.pdf
104,NAIHATI,193930,66,PARTHA BHOWMICK,318,689.0,0.0,6.0,695.0,104_Form20.pdf
104,NAIHATI,193930,66,PHALGUNI PATRA,278,689.0,0.0,6.0,695.0,104_Form20.pdf
104,NAIHATI,193930,66,KANAI DAS MUKHERJEE,3,689.0,0.0,6.0,695.0,104_Form20.pdf
104,NAIHATI,193930,67,INDRANI KUNDU,123,706.0,0.0,6.0,712.0,104_Form20.pdf
104,NAIHATI,193930,67,PABITRA ROY,2,706.0,0.0,6.0,712.0,104_Form20.pdf
104,NAIHATI,193930,67,PARTHA BHOWMICK,321,706.0,0.0,6.0,712.0,104_Form20.pdf
104,NAIHATI,193930,67,PHALGUNI PATRA,256,706.0,0.0,6.0,712.0,104_Form20.pdf
104,NAIHATI,193930,67,KANAI DAS MUKHERJEE,4,706.0,0.0,6.0,712.0,104_Form20.pdf
104,NAIHATI,193930,68,INDRANI KUNDU,50,479.0,0.0,4.0,483.0,104_Form20.pdf
104,NAIHATI,193930,68,PABITRA ROY,2,479.0,0.0,4.0,483.0,104_Form20.pdf
104,NAIHATI,193930,68,PARTHA BHOWMICK,252,479.0,0.0,4.0,483.0,104_Form20.pdf
104,NAIHATI,193930,68,PHALGUNI PATRA,174,479.0,0.0,4.0,483.0,104_Form20.pdf
104,NAIHATI,193930,68,KANAI DAS MUKHERJEE,1,479.0,0.0,4.0,483.0,104_Form20.pdf
104,NAIHATI,193930,69,INDRANI KUNDU,130,694.0,0.0,12.0,706.0,104_Form20.pdf
104,NAIHATI,193930,69,PABITRA ROY,4,694.0,0.0,12.0,706.0,104_Form20.pdf
104,NAIHATI,193930,69,PARTHA BHOWMICK,311,694.0,0.0,12.0,706.0,104_Form20.pdf
104,NAIHATI,193930,69,PHALGUNI PATRA,239,694.0,0.0,12.0,706.0,104_Form20.pdf
104,NAIHATI,193930,69,KANAI DAS MUKHERJEE,10,694.0,0.0,12.0,706.0,104_Form20.pdf
104,NAIHATI,193930,70,INDRANI KUNDU,128,594.0,0.0,4.0,598.0,104_Form20.pdf
104,NAIHATI,193930,70,PABITRA ROY,7,594.0,0.0,4.0,598.0,104_Form20.pdf
104,NAIHATI,193930,70,PARTHA BHOWMICK,281,594.0,0.0,4.0,598.0,104_Form20.pdf
104,NAIHATI,193930,70,PHALGUNI PATRA,168,594.0,0.0,4.0,598.0,104_Form20.pdf
104,NAIHATI,193930,70,KANAI DAS MUKHERJEE,10,594.0,0.0,4.0,598.0,104_Form20.pdf
104,NAIHATI,193930,71,INDRANI KUNDU,76,490.0,0.0,5.0,495.0,104_Form20.pdf
104,NAIHATI,193930,71,PABITRA ROY,3,490.0,0.0,5.0,495.0,104_Form20.pdf
104,NAIHATI,193930,71,PARTHA BHOWMICK,249,490.0,0.0,5.0,495.0,104_Form20.pdf
104,NAIHATI,193930,71,PHALGUNI PATRA,160,490.0,0.0,5.0,495.0,104_Form20.pdf
104,NAIHATI,193930,71,KANAI DAS MUKHERJEE,2,490.0,0.0,5.0,495.0,104_Form20.pdf
104,NAIHATI,193930,71A,INDRANI KUNDU,70,513.0,0.0,10.0,523.0,104_Form20.pdf
104,NAIHATI,193930,71A,PABITRA ROY,2,513.0,0.0,10.0,523.0,104_Form20.pdf
104,NAIHATI,193930,71A,PARTHA BHOWMICK,220,513.0,0.0,10.0,523.0,104_Form20.pdf
104,NAIHATI,193930,71A,PHALGUNI PATRA,216,513.0,0.0,10.0,523.0,104_Form20.pdf
104,NAIHATI,193930,71A,KANAI DAS MUKHERJEE,5,513.0,0.0,10.0,523.0,104_Form20.pdf
104,NAIHATI,193930,72,INDRANI KUNDU,62,588.0,0.0,12.0,600.0,104_Form20.pdf
104,NAIHATI,193930,72,PABITRA ROY,8,588.0,0.0,12.0,600.0,104_Form20.pdf
104,NAIHATI,193930,72,PARTHA BHOWMICK,242,588.0,0.0,12.0,600.0,104_Form20.pdf
104,NAIHATI,193930,72,PHALGUNI PATRA,267,588.0,0.0,12.0,600.0,104_Form20.pdf
104,NAIHATI,193930,72,KANAI DAS MUKHERJEE,9,588.0,0.0,12.0,600.0,104_Form20.pdf
104,NAIHATI,193930,72A,INDRANI KUNDU,92,518.0,0.0,9.0,527.0,104_Form20.pdf
104,NAIHATI,193930,72A,PABITRA ROY,5,518.0,0.0,9.0,527.0,104_Form20.pdf
104,NAIHATI,193930,72A,PARTHA BHOWMICK,248,518.0,0.0,9.0,527.0,104_Form20.pdf
104,NAIHATI,193930,72A,PHALGUNI PATRA,164,518.0,0.0,9.0,527.0,104_Form20.pdf
104,NAIHATI,193930,72A,KANAI DAS MUKHERJEE,9,518.0,0.0,9.0,527.0,104_Form20.pdf
104,NAIHATI,193930,73,INDRANI KUNDU,98,483.0,0.0,0.0,483.0,104_Form20.pdf
104,NAIHATI,193930,73,PABITRA ROY,3,483.0,0.0,0.0,483.0,104_Form20.pdf
104,NAIHATI,193930,73,PARTHA BHOWMICK,245,483.0,0.0,0.0,483.0,104_Form20.pdf
104,NAIHATI,193930,73,PHALGUNI PATRA,135,483.0,0.0,0.0,483.0,104_Form20.pdf
104,NAIHATI,193930,73,KANAI DAS MUKHERJEE,2,483.0,0.0,0.0,483.0,104_Form20.pdf
104,NAIHATI,193930,73A,INDRANI KUNDU,70,480.0,0.0,5.0,485.0,104_Form20.pdf
104,NAIHATI,193930,73A,PABITRA ROY,4,480.0,0.0,5.0,485.0,104_Form20.pdf
104,NAIHATI,193930,73A,PARTHA BHOWMICK,235,480.0,0.0,5.0,485.0,104_Form20.pdf
104,NAIHATI,193930,73A,PHALGUNI PATRA,170,480.0,0.0,5.0,485.0,104_Form20.pdf
104,NAIHATI,193930,73A,KANAI DAS MUKHERJEE,1,480.0,0.0,5.0,485.0,104_Form20.pdf
104,NAIHATI,193930,74,INDRANI KUNDU,87,457.0,0.0,6.0,463.0,104_Form20.pdf
104,NAIHATI,193930,74,PABITRA ROY,1,457.0,0.0,6.0,463.0,104_Form20.pdf
104,NAIHATI,193930,74,PARTHA BHOWMICK,228,457.0,0.0,6.0,463.0,104_Form20.pdf
104,NAIHATI,193930,74,PHALGUNI PATRA,136,457.0,0.0,6.0,463.0,104_Form20.pdf
104,NAIHATI,193930,74,KANAI DAS MUKHERJEE,5,457.0,0.0,6.0,463.0,104_Form20.pdf
104,NAIHATI,193930,74A,INDRANI KUNDU,78,434.0,0.0,7.0,441.0,104_Form20.pdf
104,NAIHATI,193930,74A,PABITRA ROY,5,434.0,0.0,7.0,441.0,104_Form20.pdf
104,NAIHATI,193930,74A,PARTHA BHOWMICK,180,434.0,0.0,7.0,441.0,104_Form20.pdf
104,NAIHATI,193930,74A,PHALGUNI PATRA,168,434.0,0.0,7.0,441.0,104_Form20.pdf
104,NAIHATI,193930,74A,KANAI DAS MUKHERJEE,3,434.0,0.0,7.0,441.0,104_Form20.pdf
104,NAIHATI,193930,75,INDRANI KUNDU,98,728.0,0.0,17.0,745.0,104_Form20.pdf
104,NAIHATI,193930,75,PABITRA ROY,2,728.0,0.0,17.0,745.0,104_Form20.pdf
104,NAIHATI,193930,75,PARTHA BHOWMICK,389,728.0,0.0,17.0,745.0,104_Form20.pdf
104,NAIHATI,193930,75,PHALGUNI PATRA,237,728.0,0.0,17.0,745.0,104_Form20.pdf
104,NAIHATI,193930,75,KANAI DAS MUKHERJEE,2,728.0,0.0,17.0,745.0,104_Form20.pdf
104,NAIHATI,193930,76,INDRANI KUNDU,68,461.0,0.0,3.0,464.0,104_Form20.pdf
104,NAIHATI,193930,76,PABITRA ROY,0,461.0,0.0,3.0,464.0,104_Form20.pdf
104,NAIHATI,193930,76,PARTHA BHOWMICK,225,461.0,0.0,3.0,464.0,104_Form20.pdf
104,NAIHATI,193930,76,PHALGUNI PATRA,164,461.0,0.0,3.0,464.0,104_Form20.pdf
104,NAIHATI,193930,76,KANAI DAS MUKHERJEE,4,461.0,0.0,3.0,464.0,104_Form20.pdf
104,NAIHATI,193930,76A,INDRANI KUNDU,63,490.0,0.0,5.0,495.0,104_Form20.pdf
104,NAIHATI,193930,76A,PABITRA ROY,4,490.0,0.0,5.0,495.0,104_Form20.pdf
104,NAIHATI,193930,76A,PARTHA BHOWMICK,237,490.0,0.0,5.0,495.0,104_Form20.pdf
104,NAIHATI,193930,76A,PHALGUNI PATRA,184,490.0,0.0,5.0,495.0,104_Form20.pdf
104,NAIHATI,193930,76A,KANAI DAS MUKHERJEE,2,490.0,0.0,5.0,495.0,104_Form20.pdf
104,NAIHATI,193930,77,INDRANI KUNDU,44,791.0,0.0,13.0,804.0,104_Form20.pdf
104,NAIHATI,193930,77,PABITRA ROY,2,791.0,0.0,13.0,804.0,104_Form20.pdf
104,NAIHATI,193930,77,PARTHA BHOWMICK,442,791.0,0.0,13.0,804.0,104_Form20.pdf
104,NAIHATI,193930,77,PHALGUNI PATRA,297,791.0,0.0,13.0,804.0,104_Form20.pdf
104,NAIHATI,193930,77,KANAI DAS MUKHERJEE,6,791.0,0.0,13.0,804.0,104_Form20.pdf
104,NAIHATI,193930,78,INDRANI KUNDU,59,519.0,0.0,6.0,525.0,104_Form20.pdf
104,NAIHATI,193930,78,PABITRA ROY,3,519.0,0.0,6.0,525.0,104_Form20.pdf
104,NAIHATI,193930,78,PARTHA BHOWMICK,249,519.0,0.0,6.0,525.0,104_Form20.pdf
104,NAIHATI,193930,78,PHALGUNI PATRA,200,519.0,0.0,6.0,525.0,104_Form20.pdf
104,NAIHATI,193930,78,KANAI DAS MUKHERJEE,8,519.0,0.0,6.0,525.0,104_Form20.pdf
104,NAIHATI,193930,79,INDRANI KUNDU,18,844.0,0.0,3.0,847.0,104_Form20.pdf
104,NAIHATI,193930,79,PABITRA ROY,3,844.0,0.0,3.0,847.0,104_Form20.pdf
104,NAIHATI,193930,79,PARTHA BHOWMICK,796,844.0,0.0,3.0,847.0,104_Form20.pdf
104,NAIHATI,193930,79,PHALGUNI PATRA,24,844.0,0.0,3.0,847.0,104_Form20.pdf
104,NAIHATI,193930,79,KANAI DAS MUKHERJEE,3,844.0,0.0,3.0,847.0,104_Form20.pdf
104,NAIHATI,193930,80,INDRANI KUNDU,12,831.0,0.0,7.0,838.0,104_Form20.pdf
104,NAIHATI,193930,80,PABITRA ROY,2,831.0,0.0,7.0,838.0,104_Form20.pdf
104,NAIHATI,193930,80,PARTHA BHOWMICK,776,831.0,0.0,7.0,838.0,104_Form20.pdf
104,NAIHATI,193930,80,PHALGUNI PATRA,35,831.0,0.0,7.0,838.0,104_Form20.pdf
104,NAIHATI,193930,80,KANAI DAS MUKHERJEE,6,831.0,0.0,7.0,838.0,104_Form20.pdf
104,NAIHATI,193930,81,INDRANI KUNDU,16,701.0,0.0,5.0,706.0,104_Form20.pdf
104,NAIHATI,193930,81,PABITRA ROY,4,701.0,0.0,5.0,706.0,104_Form20.pdf
104,NAIHATI,193930,81,PARTHA BHOWMICK,517,701.0,0.0,5.0,706.0,104_Form20.pdf
104,NAIHATI,193930,81,PHALGUNI PATRA,156,701.0,0.0,5.0,706.0,104_Form20.pdf
104,NAIHATI,193930,81,KANAI DAS MUKHERJEE,8,701.0,0.0,5.0,706.0,104_Form20.pdf
104,NAIHATI,193930,82,INDRANI KUNDU,15,624.0,0.0,3.0,627.0,104_Form20.pdf
104,NAIHATI,193930,82,PABITRA ROY,2,624.0,0.0,3.0,627.0,104_Form20.pdf
104,NAIHATI,193930,82,PARTHA BHOWMICK,578,624.0,0.0,3.0,627.0,104_Form20.pdf
104,NAIHATI,193930,82,PHALGUNI PATRA,26,624.0,0.0,3.0,627.0,104_Form20.pdf
104,NAIHATI,193930,82,KANAI DAS MUKHERJEE,3,624.0,0.0,3.0,627.0,104_Form20.pdf
104,NAIHATI,193930,83,INDRANI KUNDU,8,709.0,0.0,4.0,713.0,104_Form20.pdf
104,NAIHATI,193930,83,PABITRA ROY,4,709.0,0.0,4.0,713.0,104_Form20.pdf
104,NAIHATI,193930,83,PARTHA BHOWMICK,453,709.0,0.0,4.0,713.0,104_Form20.pdf
104,NAIHATI,193930,83,PHALGUNI PATRA,238,709.0,0.0,4.0,713.0,104_Form20.pdf
104,NAIHATI,193930,83,KANAI DAS MUKHERJEE,6,709.0,0.0,4.0,713.0,104_Form20.pdf
104,NAIHATI,193930,84,INDRANI KUNDU,9,651.0,0.0,0.0,651.0,104_Form20.pdf
104,NAIHATI,193930,84,PABITRA ROY,4,651.0,0.0,0.0,651.0,104_Form20.pdf
104,NAIHATI,193930,84,PARTHA BHOWMICK,470,651.0,0.0,0.0,651.0,104_Form20.pdf
104,NAIHATI,193930,84,PHALGUNI PATRA,164,651.0,0.0,0.0,651.0,104_Form20.pdf
104,NAIHATI,193930,84,KANAI DAS MUKHERJEE,4,651.0,0.0,0.0,651.0,104_Form20.pdf
104,NAIHATI,193930,85,INDRANI KUNDU,8,451.0,0.0,5.0,456.0,104_Form20.pdf
104,NAIHATI,193930,85,PABITRA ROY,6,451.0,0.0,5.0,456.0,104_Form20.pdf
104,NAIHATI,193930,85,PARTHA BHOWMICK,94,451.0,0.0,5.0,456.0,104_Form20.pdf
104,NAIHATI,193930,85,PHALGUNI PATRA,336,451.0,0.0,5.0,456.0,104_Form20.pdf
104,NAIHATI,193930,85,KANAI DAS MUKHERJEE,7,451.0,0.0,5.0,456.0,104_Form20.pdf
104,NAIHATI,193930,86,INDRANI KUNDU,10,758.0,0.0,13.0,771.0,104_Form20.pdf
104,NAIHATI,193930,86,PABITRA ROY,13,758.0,0.0,13.0,771.0,104_Form20.pdf
104,NAIHATI,193930,86,PARTHA BHOWMICK,225,758.0,0.0,13.0,771.0,104_Form20.pdf
104,NAIHATI,193930,86,PHALGUNI PATRA,502,758.0,0.0,13.0,771.0,104_Form20.pdf
104,NAIHATI,193930,86,KANAI DAS MUKHERJEE,8,758.0,0.0,13.0,771.0,104_Form20.pdf
104,NAIHATI,193930,87,INDRANI KUNDU,45,683.0,0.0,6.0,689.0,104_Form20.pdf
104,NAIHATI,193930,87,PABITRA ROY,3,683.0,0.0,6.0,689.0,104_Form20.pdf
104,NAIHATI,193930,87,PARTHA BHOWMICK,365,683.0,0.0,6.0,689.0,104_Form20.pdf
104,NAIHATI,193930,87,PHALGUNI PATRA,264,683.0,0.0,6.0,689.0,104_Form20.pdf
104,NAIHATI,193930,87,KANAI DAS MUKHERJEE,6,683.0,0.0,6.0,689.0,104_Form20.pdf
104,NAIHATI,193930,88,INDRANI KUNDU,41,753.0,0.0,4.0,757.0,104_Form20.pdf
104,NAIHATI,193930,88,PABITRA ROY,5,753.0,0.0,4.0,757.0,104_Form20.pdf
104,NAIHATI,193930,88,PARTHA BHOWMICK,388,753.0,0.0,4.0,757.0,104_Form20.pdf
104,NAIHATI,193930,88,PHALGUNI PATRA,312,753.0,0.0,4.0,757.0,104_Form20.pdf
104,NAIHATI,193930,88,KANAI DAS MUKHERJEE,7,753.0,0.0,4.0,757.0,104_Form20.pdf
104,NAIHATI,193930,89,INDRANI KUNDU,70,677.0,0.0,10.0,687.0,104_Form20.pdf
104,NAIHATI,193930,89,PABITRA ROY,4,677.0,0.0,10.0,687.0,104_Form20.pdf
104,NAIHATI,193930,89,PARTHA BHOWMICK,250,677.0,0.0,10.0,687.0,104_Form20.pdf
104,NAIHATI,193930,89,PHALGUNI PATRA,346,677.0,0.0,10.0,687.0,104_Form20.pdf
104,NAIHATI,193930,89,KANAI DAS MUKHERJEE,7,677.0,0.0,10.0,687.0,104_Form20.pdf
104,NAIHATI,193930,90,INDRANI KUNDU,38,494.0,0.0,3.0,497.0,104_Form20.pdf
104,NAIHATI,193930,90,PABITRA ROY,2,494.0,0.0,3.0,497.0,104_Form20.pdf
104,NAIHATI,193930,90,PARTHA BHOWMICK,240,494.0,0.0,3.0,497.0,104_Form20.pdf
104,NAIHATI,193930,90,PHALGUNI PATRA,212,494.0,0.0,3.0,497.0,104_Form20.pdf
104,NAIHATI,193930,90,KANAI DAS MUKHERJEE,2,494.0,0.0,3.0,497.0,104_Form20.pdf
104,NAIHATI,193930,91,INDRANI KUNDU,12,507.0,0.0,1.0,508.0,104_Form20.pdf
104,NAIHATI,193930,91,PABITRA ROY,5,507.0,0.0,1.0,508.0,104_Form20.pdf
104,NAIHATI,193930,91,PARTHA BHOWMICK,298,507.0,0.0,1.0,508.0,104_Form20.pdf
104,NAIHATI,193930,91,PHALGUNI PATRA,190,507.0,0.0,1.0,508.0,104_Form20.pdf
104,NAIHATI,193930,91,KANAI DAS MUKHERJEE,2,507.0,0.0,1.0,508.0,104_Form20.pdf
104,NAIHATI,193930,92,INDRANI KUNDU,12,445.0,0.0,6.0,451.0,104_Form20.pdf
104,NAIHATI,193930,92,PABITRA ROY,4,445.0,0.0,6.0,451.0,104_Form20.pdf
104,NAIHATI,193930,92,PARTHA BHOWMICK,395,445.0,0.0,6.0,451.0,104_Form20.pdf
104,NAIHATI,193930,92,PHALGUNI PATRA,30,445.0,0.0,6.0,451.0,104_Form20.pdf
104,NAIHATI,193930,92,KANAI DAS MUKHERJEE,4,445.0,0.0,6.0,451.0,104_Form20.pdf
104,NAIHATI,193930,92A,INDRANI KUNDU,13,451.0,0.0,2.0,453.0,104_Form20.pdf
104,NAIHATI,193930,92A,PABITRA ROY,1,451.0,0.0,2.0,453.0,104_Form20.pdf
104,NAIHATI,193930,92A,PARTHA BHOWMICK,290,451.0,0.0,2.0,453.0,104_Form20.pdf
104,NAIHATI,193930,92A,PHALGUNI PATRA,146,451.0,0.0,2.0,453.0,104_Form20.pdf
104,NAIHATI,193930,92A,KANAI DAS MUKHERJEE,1,451.0,0.0,2.0,453.0,104_Form20.pdf
104,NAIHATI,193930,93,INDRANI KUNDU,55,776.0,0.0,10.0,786.0,104_Form20.pdf
104,NAIHATI,193930,93,PABITRA ROY,8,776.0,0.0,10.0,786.0,104_Form20.pdf
104,NAIHATI,193930,93,PARTHA BHOWMICK,394,776.0,0.0,10.0,786.0,104_Form20.pdf
104,NAIHATI,193930,93,PHALGUNI PATRA,309,776.0,0.0,10.0,786.0,104_Form20.pdf
104,NAIHATI,193930,93,KANAI DAS MUKHERJEE,10,776.0,0.0,10.0,786.0,104_Form20.pdf
104,NAIHATI,193930,94,INDRANI KUNDU,40,760.0,0.0,4.0,764.0,104_Form20.pdf
104,NAIHATI,193930,94,PABITRA ROY,4,760.0,0.0,4.0,764.0,104_Form20.pdf
104,NAIHATI,193930,94,PARTHA BHOWMICK,312,760.0,0.0,4.0,764.0,104_Form20.pdf
104,NAIHATI,193930,94,PHALGUNI PATRA,400,760.0,0.0,4.0,764.0,104_Form20.pdf
104,NAIHATI,193930,94,KANAI DAS MUKHERJEE,4,760.0,0.0,4.0,764.0,104_Form20.pdf
104,NAIHATI,193930,95,INDRANI KUNDU,22,469.0,0.0,6.0,475.0,104_Form20.pdf
104,NAIHATI,193930,95,PABITRA ROY,4,469.0,0.0,6.0,475.0,104_Form20.pdf
104,NAIHATI,193930,95,PARTHA BHOWMICK,171,469.0,0.0,6.0,475.0,104_Form20.pdf
104,NAIHATI,193930,95,PHALGUNI PATRA,270,469.0,0.0,6.0,475.0,104_Form20.pdf
104,NAIHATI,193930,95,KANAI DAS MUKHERJEE,2,469.0,0.0,6.0,475.0,104_Form20.pdf
104,NAIHATI,193930,95A,INDRANI KUNDU,17,482.0,0.0,2.0,484.0,104_Form20.pdf
104,NAIHATI,193930,95A,PABITRA ROY,0,482.0,0.0,2.0,484.0,104_Form20.pdf
104,NAIHATI,193930,95A,PARTHA BHOWMICK,178,482.0,0.0,2.0,484.0,104_Form20.pdf
104,NAIHATI,193930,95A,PHALGUNI PATRA,284,482.0,0.0,2.0,484.0,104_Form20.pdf
104,NAIHATI,193930,95A,KANAI DAS MUKHERJEE,3,482.0,0.0,2.0,484.0,104_Form20.pdf
104,NAIHATI,193930,96,INDRANI KUNDU,48,891.0,0.0,6.0,897.0,104_Form20.pdf
104,NAIHATI,193930,96,PABITRA ROY,2,891.0,0.0,6.0,897.0,104_Form20.pdf
104,NAIHATI,193930,96,PARTHA BHOWMICK,392,891.0,0.0,6.0,897.0,104_Form20.pdf
104,NAIHATI,193930,96,PHALGUNI PATRA,441,891.0,0.0,6.0,897.0,104_Form20.pdf
104,NAIHATI,193930,96,KANAI DAS MUKHERJEE,8,891.0,0.0,6.0,897.0,104_Form20.pdf
104,NAIHATI,193930,97,INDRANI KUNDU,73,651.0,0.0,1.0,652.0,104_Form20.pdf
104,NAIHATI,193930,97,PABITRA ROY,1,651.0,0.0,1.0,652.0,104_Form20.pdf
104,NAIHATI,193930,97,PARTHA BHOWMICK,323,651.0,0.0,1.0,652.0,104_Form20.pdf
104,NAIHATI,193930,97,PHALGUNI PATRA,252,651.0,0.0,1.0,652.0,104_Form20.pdf
104,NAIHATI,193930,97,KANAI DAS MUKHERJEE,2,651.0,0.0,1.0,652.0,104_Form20.pdf
104,NAIHATI,193930,98,INDRANI KUNDU,70,708.0,0.0,5.0,713.0,104_Form20.pdf
104,NAIHATI,193930,98,PABITRA ROY,2,708.0,0.0,5.0,713.0,104_Form20.pdf
104,NAIHATI,193930,98,PARTHA BHOWMICK,386,708.0,0.0,5.0,713.0,104_Form20.pdf
104,NAIHATI,193930,98,PHALGUNI PATRA,246,708.0,0.0,5.0,713.0,104_Form20.pdf
104,NAIHATI,193930,98,KANAI DAS MUKHERJEE,4,708.0,0.0,5.0,713.0,104_Form20.pdf
104,NAIHATI,193930,99,PABITRA ROY,82,,,,,104_Form20.pdf
104,NAIHATI,193930,99,PARTHA BHOWMICK,3,,,,,104_Form20.pdf
104,NAIHATI,193930,99,PHALGUNI PATRA,247,,,,,104_Form20.pdf
104,NAIHATI,193930,99,KANAI DAS MUKHERJEE,141,,,,,104_Form20.pdf
104,NAIHATI,193930,100,INDRANI KUNDU,126,697.0,0.0,7.0,704.0,104_Form20.pdf
104,NAIHATI,193930,100,PABITRA ROY,2,697.0,0.0,7.0,704.0,104_Form20.pdf
104,NAIHATI,193930,100,PARTHA BHOWMICK,363,697.0,0.0,7.0,704.0,104_Form20.pdf
104,NAIHATI,193930,100,PHALGUNI PATRA,204,697.0,0.0,7.0,704.0,104_Form20.pdf
104,NAIHATI,193930,100,KANAI DAS MUKHERJEE,2,697.0,0.0,7.0,704.0,104_Form20.pdf
104,NAIHATI,193930,101,INDRANI KUNDU,43,455.0,0.0,6.0,461.0,104_Form20.pdf
