ac_no,ac_name,total_electors,polling_station,candidate,votes,total_valid_votes,rejected_votes,nota_votes,total_votes_cast,source_pdf
100,HABRA,242425,239,YOTI PRIYA MALLI,191,,,,,100_Form20.pdf
100,HABRA,242425,239,SANTOSH BISWAJIT SINHA,215,,,,,100_Form20.pdf
100,HABRA,242425,239,KISHOR BISWAS,2,,,,,100_Form20.pdf
100,HABRA,242425,239,PROBODH BISWASKUMAR SARKAR,1,,,,,100_Form20.pdf
100,HABRA,242425,239,AMAR KRISHNA MANDAL,0,,,,,100_Form20.pdf
100,HABRA,242425,448,YOTI PRIYA MALLI,448,,,,,100_Form20.pdf
100,HABRA,242425,448,SANTOSH BISWAJIT SINHA,8,,,,,100_Form20.pdf
100,HABRA,242425,448,KISHOR BISWAS,4,,,,,100_Form20.pdf
100,HABRA,242425,448,PROBODH BISWASKUMAR SARKAR,1,,,,,100_Form20.pdf
100,HABRA,242425,448,AMAR KRISHNA MANDAL,0,,,,,100_Form20.pdf
100,HABRA,242425,34,YOTI PRIYA MALLI,289,,,,,100_Form20.pdf
100,HABRA,242425,34,SANTOSH BISWAJIT SINHA,254,,,,,100_Form20.pdf
100,HABRA,242425,34,KISHOR BISWAS,2,,,,,100_Form20.pdf
100,HABRA,242425,34,PROBODH BISWASKUMAR SARKAR,0,,,,,100_Form20.pdf
100,HABRA,242425,34,AMAR KRISHNA MANDAL,2,,,,,100_Form20.pdf
100,HABRA,242425,32,YOTI PRIYA MALLI,316,,,,,100_Form20.pdf
100,HABRA,242425,32,SANTOSH BISWAJIT SINHA,339,,,,,100_Form20.pdf
100,HABRA,242425,32,KISHOR BISWAS,8,,,,,100_Form20.pdf
100,HABRA,242425,32,PROBODH BISWASKUMAR SARKAR,2,,,,,100_Form20.pdf
100,HABRA,242425,32,AMAR KRISHNA MANDAL,7,,,,,100_Form20.pdf
100,HABRA,242425,306,YOTI PRIYA MALLI,263,,,,,100_Form20.pdf
100,HABRA,242425,306,SANTOSH BISWAJIT SINHA,27,,,,,100_Form20.pdf
100,HABRA,242425,306,KISHOR BISWAS,7,,,,,100_Form20.pdf
100,HABRA,242425,306,PROBODH BISWASKUMAR SARKAR,2,,,,,100_Form20.pdf
100,HABRA,242425,306,AMAR KRISHNA MANDAL,0,,,,,100_Form20.pdf
100,HABRA,242425,215,YOTI PRIYA MALLI,156,,,,,100_Form20.pdf
100,HABRA,242425,215,SANTOSH BISWAJIT SINHA,107,,,,,100_Form20.pdf
100,HABRA,242425,215,KISHOR BISWAS,1,,,,,100_Form20.pdf
100,HABRA,242425,215,PROBODH BISWASKUMAR SARKAR,1,,,,,100_Form20.pdf
100,HABRA,242425,215,AMAR KRISHNA MANDAL,1,,,,,100_Form20.pdf
100,HABRA,242425,123,YOTI PRIYA MALLI,296,,,,,100_Form20.pdf
100,HABRA,242425,123,SANTOSH BISWAJIT SINHA,283,,,,,100_Form20.pdf
100,HABRA,242425,123,KISHOR BISWAS,5,,,,,100_Form20.pdf
100,HABRA,242425,123,PROBODH BISWASKUMAR SARKAR,4,,,,,100_Form20.pdf
100,HABRA,242425,123,AMAR KRISHNA MANDAL,5,,,,,100_Form20.pdf
100,HABRA,242425,33,YOTI PRIYA MALLI,221,,,,,100_Form20.pdf
100,HABRA,242425,33,SANTOSH BISWAJIT SINHA,414,,,,,100_Form20.pdf
100,HABRA,242425,33,KISHOR BISWAS,4,,,,,100_Form20.pdf
100,HABRA,242425,33,PROBODH BISWASKUMAR SARKAR,0,,,,,100_Form20.pdf
100,HABRA,242425,33,AMAR KRISHNA MANDAL,11,,,,,100_Form20.pdf
100,HABRA,242425,110,YOTI PRIYA MALLI,238,,,,,100_Form20.pdf
100,HABRA,242425,110,SANTOSH BISWAJIT SINHA,234,,,,,100_Form20.pdf
100,HABRA,242425,110,KISHOR BISWAS,2,,,,,100_Form20.pdf
100,HABRA,242425,110,PROBODH BISWASKUMAR SARKAR,0,,,,,100_Form20.pdf
100,HABRA,242425,110,AMAR KRISHNA MANDAL,6,,,,,100_Form20.pdf
100,HABRA,242425,25,YOTI PRIYA MALLI,120,,,,,100_Form20.pdf
100,HABRA,242425,25,SANTOSH BISWAJIT SINHA,350,,,,,100_Form20.pdf
100,HABRA,242425,25,KISHOR BISWAS,2,,,,,100_Form20.pdf
100,HABRA,242425,25,PROBODH BISWASKUMAR SARKAR,2,,,,,100_Form20.pdf
100,HABRA,242425,25,AMAR KRISHNA MANDAL,5,,,,,100_Form20.pdf
100,HABRA,242425,245,YOTI PRIYA MALLI,270,,,,,100_Form20.pdf
100,HABRA,242425,245,SANTOSH BISWAJIT SINHA,38,,,,,100_Form20.pdf
100,HABRA,242425,245,KISHOR BISWAS,2,,,,,100_Form20.pdf
100,HABRA,242425,245,PROBODH BISWASKUMAR SARKAR,0,,,,,100_Form20.pdf
100,HABRA,242425,245,AMAR KRISHNA MANDAL,1,,,,,100_Form20.pdf
100,HABRA,242425,313,YOTI PRIYA MALLI,449,,,,,100_Form20.pdf
100,HABRA,242425,313,SANTOSH BISWAJIT SINHA,9,,,,,100_Form20.pdf
100,HABRA,242425,313,KISHOR BISWAS,2,,,,,100_Form20.pdf
100,HABRA,242425,313,PROBODH BISWASKUMAR SARKAR,0,,,,,100_Form20.pdf
100,HABRA,242425,313,AMAR KRISHNA MANDAL,0,,,,,100_Form20.pdf
100,HABRA,242425,48,YOTI PRIYA MALLI,274,,,,,100_Form20.pdf
100,HABRA,242425,48,SANTOSH BISWAJIT SINHA,309,,,,,100_Form20.pdf
100,HABRA,242425,48,KISHOR BISWAS,4,,,,,100_Form20.pdf
100,HABRA,242425,48,PROBODH BISWASKUMAR SARKAR,0,,,,,100_Form20.pdf
100,HABRA,242425,48,AMAR KRISHNA MANDAL,6,,,,,100_Form20.pdf
100,HABRA,242425,37,YOTI PRIYA MALLI,286,,,,,100_Form20.pdf
100,HABRA,242425,37,SANTOSH BISWAJIT SINHA,319,,,,,100_Form20.pdf
100,HABRA,242425,37,KISHOR BISWAS,2,,,,,100_Form20.pdf
100,HABRA,242425,37,PROBODH BISWASKUMAR SARKAR,1,,,,,100_Form20.pdf
100,HABRA,242425,37,AMAR KRISHNA MANDAL,6,,,,,100_Form20.pdf
100,HABRA,242425,33,YOTI PRIYA MALLI,268,,,,,100_Form20.pdf
100,HABRA,242425,33,SANTOSH BISWAJIT SINHA,356,,,,,100_Form20.pdf
100,HABRA,242425,33,KISHOR BISWAS,4,,,,,100_Form20.pdf
100,HABRA,242425,33,PROBODH BISWASKUMAR SARKAR,0,,,,,100_Form20.pdf
100,HABRA,242425,33,AMAR KRISHNA MANDAL,4,,,,,100_Form20.pdf
100,HABRA,242425,359,YOTI PRIYA MALLI,404,,,,,100_Form20.pdf
100,HABRA,242425,359,SANTOSH BISWAJIT SINHA,67,,,,,100_Form20.pdf
100,HABRA,242425,359,KISHOR BISWAS,0,,,,,100_Form20.pdf
100,HABRA,242425,359,PROBODH BISWASKUMAR SARKAR,1,,,,,100_Form20.pdf
100,HABRA,242425,359,AMAR KRISHNA MANDAL,1,,,,,100_Form20.pdf
100,HABRA,242425,267,YOTI PRIYA MALLI,425,,,,,100_Form20.pdf
100,HABRA,242425,267,SANTOSH BISWAJIT SINHA,32,,,,,100_Form20.pdf
100,HABRA,242425,267,KISHOR BISWAS,1,,,,,100_Form20.pdf
100,HABRA,242425,267,PROBODH BISWASKUMAR SARKAR,1,,,,,100_Form20.pdf
100,HABRA,242425,267,AMAR KRISHNA MANDAL,2,,,,,100_Form20.pdf
100,HABRA,242425,228,119,163,,,,,100_Form20.pdf
100,HABRA,242425,228,120,25,,,,,100_Form20.pdf
100,HABRA,242425,228,121,7747,,,,,100_Form20.pdf
100,HABRA,242425,228,122,60,,,,,100_Form20.pdf
100,HABRA,242425,228,123,3233,,,,,100_Form20.pdf
100,HABRA,242425,228,124,20,,,,,100_Form20.pdf
100,HABRA,242425,228,125,2234,,,,,100_Form20.pdf
100,HABRA,242425,228,126,21,,,,,100_Form20.pdf
100,HABRA,242425,228,127,7,,,,,100_Form20.pdf
100,HABRA,242425,228,128,6,,,,,100_Form20.pdf
100,HABRA,242425,238,119,332,450.0,,,,100_Form20.pdf
100,HABRA,242425,238,120,309,450.0,,,,100_Form20.pdf
100,HABRA,242425,238,121,252,450.0,,,,100_Form20.pdf
100,HABRA,242425,238,122,223,450.0,,,,100_Form20.pdf
100,HABRA,242425,238,123,281,450.0,,,,100_Form20.pdf
100,HABRA,242425,238,124,386,450.0,,,,100_Form20.pdf
100,HABRA,242425,238,125,386,450.0,,,,100_Form20.pdf
100,HABRA,242425,238,126,113,450.0,,,,100_Form20.pdf
100,HABRA,242425,238,127,162,450.0,,,,100_Form20.pdf
100,HABRA,242425,238,128,250,450.0,,,,100_Form20.pdf
100,HABRA,242425,445,119,440,,,,,100_Form20.pdf
100,HABRA,242425,445,120,496,,,,,100_Form20.pdf
100,HABRA,242425,445,121,349,,,,,100_Form20.pdf
100,HABRA,242425,445,122,297,,,,,100_Form20.pdf
100,HABRA,242425,445,123,390,,,,,100_Form20.pdf
100,HABRA,242425,445,124,291,,,,,100_Form20.pdf
100,HABRA,242425,445,125,435,,,,,100_Form20.pdf
100,HABRA,242425,445,126,270,,,,,100_Form20.pdf
100,HABRA,242425,445,127,123,,,,,100_Form20.pdf
100,HABRA,242425,445,128,197,,,,,100_Form20.pdf
100,HABRA,242425,2,119,3,,,,,100_Form20.pdf
100,HABRA,242425,2,120,4,,,,,100_Form20.pdf
100,HABRA,242425,2,121,1,,,,,100_Form20.pdf
100,HABRA,242425,2,122,0,,,,,100_Form20.pdf
100,HABRA,242425,2,123,3,,,,,100_Form20.pdf
100,HABRA,242425,2,124,2,,,,,100_Form20.pdf
100,HABRA,242425,2,125,5,,,,,100_Form20.pdf
100,HABRA,242425,2,126,2,,,,,100_Form20.pdf
100,HABRA,242425,2,127,2,,,,,100_Form20.pdf
100,HABRA,242425,2,128,5,,,,,100_Form20.pdf
100,HABRA,242425,0,119,2,,,,,100_Form20.pdf
100,HABRA,242425,0,120,1,,,,,100_Form20.pdf
100,HABRA,242425,0,121,2,,,,,100_Form20.pdf
100,HABRA,242425,0,122,3,,,,,100_Form20.pdf
100,HABRA,242425,0,123,0,,,,,100_Form20.pdf
100,HABRA,242425,0,124,1,,,,,100_Form20.pdf
100,HABRA,242425,0,125,2,,,,,100_Form20.pdf
100,HABRA,242425,0,126,2,,,,,100_Form20.pdf
100,HABRA,242425,0,127,1,,,,,100_Form20.pdf
100,HABRA,242425,0,128,1,,,,,100_Form20.pdf
100,HABRA,242425,4,119,3,,,,,100_Form20.pdf
100,HABRA,242425,4,120,2,,,,,100_Form20.pdf
100,HABRA,242425,4,121,2,,,,,100_Form20.pdf
100,HABRA,242425,4,122,8,,,,,100_Form20.pdf
100,HABRA,242425,4,123,2,,,,,100_Form20.pdf
100,HABRA,242425,4,124,134,,,,,100_Form20.pdf
100,HABRA,242425,4,125,3,,,,,100_Form20.pdf
100,HABRA,242425,4,126,1,,,,,100_Form20.pdf
100,HABRA,242425,4,127,4,,,,,100_Form20.pdf
100,HABRA,242425,4,128,5,,,,,100_Form20.pdf
100,HABRA,242425,4,119,3,,,,,100_Form20.pdf
100,HABRA,242425,4,121,3,,,,,100_Form20.pdf
100,HABRA,242425,4,123,2,,,,,100_Form20.pdf
100,HABRA,242425,4,124,3,,,,,100_Form20.pdf
100,HABRA,242425,4,125,5,,,,,100_Form20.pdf
100,HABRA,242425,4,126,5,,,,,100_Form20.pdf
100,HABRA,242425,4,127,3,,,,,100_Form20.pdf
100,HABRA,242425,4,128,5,,,,,100_Form20.pdf
100,HABRA,242425,191,Votes for RIUINANDAN BISWAS,51,,,,,100_Form20.pdf
100,HABRA,242425,191,Votes for JYOTI PRIYA MALLI,392,,,,,100_Form20.pdf
100,HABRA,242425,191,Votes for BISWAJIT SINHA KUMAR SARKAR,356,,,,,100_Form20.pdf
100,HABRA,242425,191,Votes for NTOSH MANDAL,3,,,,,100_Form20.pdf
100,HABRA,242425,191,Votes for KISHOR BISWAS,0,,,,,100_Form20.pdf
100,HABRA,242425,191,Votes for PROBODH AMAR KRISHNA,3,,,,,100_Form20.pdf
100,HABRA,242425,191,No. of valid votes,4,,,,,100_Form20.pdf
100,HABRA,242425,192,Votes for RIUINANDAN BISWAS,58,,,,,100_Form20.pdf
100,HABRA,242425,192,Votes for JYOTI PRIYA MALLI,378,,,,,100_Form20.pdf
100,HABRA,242425,192,Votes for BISWAJIT SINHA KUMAR SARKAR,434,,,,,100_Form20.pdf
100,HABRA,242425,192,Votes for NTOSH MANDAL,4,,,,,100_Form20.pdf
100,HABRA,242425,192,Votes for KISHOR BISWAS,2,,,,,100_Form20.pdf
100,HABRA,242425,192,Votes for PROBODH AMAR KRISHNA,6,,,,,100_Form20.pdf
100,HABRA,242425,192,No. of valid votes,1,,,,,100_Form20.pdf
100,HABRA,242425,193,Votes for RIUINANDAN BISWAS,55,,,,,100_Form20.pdf
100,HABRA,242425,193,Votes for JYOTI PRIYA MALLI,364,,,,,100_Form20.pdf
100,HABRA,242425,193,Votes for BISWAJIT SINHA KUMAR SARKAR,428,,,,,100_Form20.pdf
100,HABRA,242425,193,Votes for NTOSH MANDAL,13,,,,,100_Form20.pdf
100,HABRA,242425,193,Votes for KISHOR BISWAS,2,,,,,100_Form20.pdf
100,HABRA,242425,193,Votes for PROBODH AMAR KRISHNA,5,,,,,100_Form20.pdf
100,HABRA,242425,193,No. of valid votes,10,,,,,100_Form20.pdf
100,HABRA,242425,194,Votes for RIUINANDAN BISWAS,48,,,,,100_Form20.pdf
100,HABRA,242425,194,Votes for JYOTI PRIYA MALLI,334,,,,,100_Form20.pdf
100,HABRA,242425,194,Votes for BISWAJIT SINHA KUMAR SARKAR,276,,,,,100_Form20.pdf
100,HABRA,242425,194,Votes for NTOSH MANDAL,0,,,,,100_Form20.pdf
100,HABRA,242425,194,Votes for KISHOR BISWAS,0,,,,,100_Form20.pdf
100,HABRA,242425,194,Votes for PROBODH AMAR KRISHNA,3,,,,,100_Form20.pdf
100,HABRA,242425,194,No. of valid votes,2,,,,,100_Form20.pdf
100,HABRA,242425,195,Votes for RIUINANDAN BISWAS,58,,,,,100_Form20.pdf
100,HABRA,242425,195,Votes for JYOTI PRIYA MALLI,344,,,,,100_Form20.pdf
100,HABRA,242425,195,Votes for BISWAJIT SINHA KUMAR SARKAR,288,,,,,100_Form20.pdf
100,HABRA,242425,195,Votes for NTOSH MANDAL,4,,,,,100_Form20.pdf
100,HABRA,242425,195,Votes for KISHOR BISWAS,1,,,,,100_Form20.pdf
100,HABRA,242425,195,Votes for PROBODH AMAR KRISHNA,2,,,,,100_Form20.pdf
100,HABRA,242425,195,No. of valid votes,3,,,,,100_Form20.pdf
100,HABRA,242425,196,Votes for RIUINANDAN BISWAS,15,,,,,100_Form20.pdf
100,HABRA,242425,196,Votes for JYOTI PRIYA MALLI,179,,,,,100_Form20.pdf
100,HABRA,242425,196,Votes for BISWAJIT SINHA KUMAR SARKAR,194,,,,,100_Form20.pdf
100,HABRA,242425,196,Votes for NTOSH MANDAL,0,,,,,100_Form20.pdf
100,HABRA,242425,196,Votes for KISHOR BISWAS,1,,,,,100_Form20.pdf
100,HABRA,242425,196,Votes for PROBODH AMAR KRISHNA,1,,,,,100_Form20.pdf
100,HABRA,242425,196,No. of valid votes,0,,,,,100_Form20.pdf
100,HABRA,242425,196A,Votes for RIUINANDAN BISWAS,68,,,,,100_Form20.pdf
100,HABRA,242425,196A,Votes for JYOTI PRIYA MALLI,163,,,,,100_Form20.pdf
100,HABRA,242425,196A,Votes for BISWAJIT SINHA KUMAR SARKAR,270,,,,,100_Form20.pdf
100,HABRA,242425,196A,Votes for NTOSH MANDAL,2,,,,,100_Form20.pdf
100,HABRA,242425,196A,Votes for KISHOR BISWAS,0,,,,,100_Form20.pdf
100,HABRA,242425,196A,Votes for PROBODH AMAR KRISHNA,3,,,,,100_Form20.pdf
100,HABRA,242425,196A,No. of valid votes,0,,,,,100_Form20.pdf
100,HABRA,242425,197,Votes for RIUINANDAN BISWAS,36,,,,,100_Form20.pdf
100,HABRA,242425,197,Votes for JYOTI PRIYA MALLI,312,,,,,100_Form20.pdf
100,HABRA,242425,197,Votes for BISWAJIT SINHA KUMAR SARKAR,235,,,,,100_Form20.pdf
100,HABRA,242425,197,Votes for NTOSH MANDAL,3,,,,,100_Form20.pdf
100,HABRA,242425,197,Votes for KISHOR BISWAS,0,,,,,100_Form20.pdf
100,HABRA,242425,197,Votes for PROBODH AMAR KRISHNA,1,,,,,100_Form20.pdf
100,HABRA,242425,197,No. of valid votes,3,,,,,100_Form20.pdf
100,HABRA,242425,197A,Votes for RIUINANDAN BISWAS,59,,,,,100_Form20.pdf
100,HABRA,242425,197A,Votes for JYOTI PRIYA MALLI,250,,,,,100_Form20.pdf
100,HABRA,242425,197A,Votes for BISWAJIT SINHA KUMAR SARKAR,261,,,,,100_Form20.pdf
100,HABRA,242425,197A,Votes for NTOSH MANDAL,5,,,,,100_Form20.pdf
100,HABRA,242425,197A,Votes for KISHOR BISWAS,2,,,,,100_Form20.pdf
100,HABRA,242425,197A,Votes for PROBODH AMAR KRISHNA,0,,,,,100_Form20.pdf
100,HABRA,242425,197A,No. of valid votes,1,,,,,100_Form20.pdf
100,HABRA,242425,198,Votes for RIUINANDAN BISWAS,38,,,,,100_Form20.pdf
100,HABRA,242425,198,Votes for JYOTI PRIYA MALLI,440,,,,,100_Form20.pdf
100,HABRA,242425,198,Votes for BISWAJIT SINHA KUMAR SARKAR,434,,,,,100_Form20.pdf
100,HABRA,242425,198,Votes for NTOSH MANDAL,1,,,,,100_Form20.pdf
100,HABRA,242425,198,Votes for KISHOR BISWAS,1,,,,,100_Form20.pdf
100,HABRA,242425,198,Votes for PROBODH AMAR KRISHNA,2,,,,,100_Form20.pdf
100,HABRA,242425,198,No. of valid votes,5,,,,,100_Form20.pdf
100,HABRA,242425,199,Votes for RIUINANDAN BISWAS,46,,,,,100_Form20.pdf
100,HABRA,242425,199,Votes for JYOTI PRIYA MALLI,240,,,,,100_Form20.pdf
100,HABRA,242425,199,Votes for BISWAJIT SINHA KUMAR SARKAR,214,,,,,100_Form20.pdf
100,HABRA,242425,199,Votes for NTOSH MANDAL,0,,,,,100_Form20.pdf
100,HABRA,242425,199,Votes for KISHOR BISWAS,0,,,,,100_Form20.pdf
100,HABRA,242425,199,Votes for PROBODH AMAR KRISHNA,1,,,,,100_Form20.pdf
100,HABRA,242425,199,No. of valid votes,1,,,,,100_Form20.pdf
100,HABRA,242425,199A,Votes for RIUINANDAN BISWAS,17,,,,,100_Form20.pdf
100,HABRA,242425,199A,Votes for JYOTI PRIYA MALLI,195,,,,,100_Form20.pdf
100,HABRA,242425,199A,Votes for BISWAJIT SINHA KUMAR SARKAR,215,,,,,100_Form20.pdf
100,HABRA,242425,199A,Votes for NTOSH MANDAL,2,,,,,100_Form20.pdf
100,HABRA,242425,199A,Votes for KISHOR BISWAS,0,,,,,100_Form20.pdf
100,HABRA,242425,199A,Votes for PROBODH AMAR KRISHNA,0,,,,,100_Form20.pdf
100,HABRA,242425,199A,No. of valid votes,7,,,,,100_Form20.pdf
100,HABRA,242425,200,Votes for RIUINANDAN BISWAS,29,,,,,100_Form20.pdf
100,HABRA,242425,200,Votes for JYOTI PRIYA MALLI,163,,,,,100_Form20.pdf
100,HABRA,242425,200,Votes for BISWAJIT SINHA KUMAR SARKAR,353,,,,,100_Form20.pdf
100,HABRA,242425,200,Votes for NTOSH MANDAL,0,,,,,100_Form20.pdf
100,HABRA,242425,200,Votes for KISHOR BISWAS,0,,,,,100_Form20.pdf
100,HABRA,242425,200,Votes for PROBODH AMAR KRISHNA,0,,,,,100_Form20.pdf
100,HABRA,242425,200,No. of valid votes,3,,,,,100_Form20.pdf
100,HABRA,242425,201,Votes for RIUINANDAN BISWAS,12,,,,,100_Form20.pdf
100,HABRA,242425,201,Votes for JYOTI PRIYA MALLI,209,,,,,100_Form20.pdf
100,HABRA,242425,201,Votes for BISWAJIT SINHA KUMAR SARKAR,374,,,,,100_Form20.pdf
100,HABRA,242425,201,Votes for NTOSH MANDAL,3,,,,,100_Form20.pdf
100,HABRA,242425,201,Votes for KISHOR BISWAS,3,,,,,100_Form20.pdf
100,HABRA,242425,201,Votes for PROBODH AMAR KRISHNA,9,,,,,100_Form20.pdf
100,HABRA,242425,201,No. of valid votes,7,,,,,100_Form20.pdf
100,HABRA,242425,201A,Votes for RIUINANDAN BISWAS,22,,,,,100_Form20.pdf
100,HABRA,242425,201A,Votes for JYOTI PRIYA MALLI,144,,,,,100_Form20.pdf
100,HABRA,242425,201A,Votes for BISWAJIT SINHA KUMAR SARKAR,160,,,,,100_Form20.pdf
100,HABRA,242425,201A,Votes for NTOSH MANDAL,3,,,,,100_Form20.pdf
100,HABRA,242425,201A,Votes for KISHOR BISWAS,0,,,,,100_Form20.pdf
100,HABRA,242425,201A,Votes for PROBODH AMAR KRISHNA,0,,,,,100_Form20.pdf
100,HABRA,242425,201A,No. of valid votes,3,,,,,100_Form20.pdf
100,HABRA,242425,202,Votes for RIUINANDAN BISWAS,35,,,,,100_Form20.pdf
100,HABRA,242425,202,Votes for JYOTI PRIYA MALLI,289,,,,,100_Form20.pdf
100,HABRA,242425,202,Votes for BISWAJIT SINHA KUMAR SARKAR,182,,,,,100_Form20.pdf
100,HABRA,242425,202,Votes for NTOSH MANDAL,1,,,,,100_Form20.pdf
100,HABRA,242425,202,Votes for KISHOR BISWAS,1,,,,,100_Form20.pdf
100,HABRA,242425,202,Votes for PROBODH AMAR KRISHNA,3,,,,,100_Form20.pdf
100,HABRA,242425,202,No. of valid votes,1,,,,,100_Form20.pdf
100,HABRA,242425,257,RUINAN DAN,28,,,,,100_Form20.pdf
101,ASHOKNAGAR,,2,candidate_col_1,125,,,,,101_Form20.pdf
101,ASHOKNAGAR,,2,candidate_col_2,357,,,,,101_Form20.pdf
101,ASHOKNAGAR,,2,candidate_col_3,7,,,,,101_Form20.pdf
101,ASHOKNAGAR,,2,candidate_col_5,9,,,,,101_Form20.pdf
101,ASHOKNAGAR,,2,candidate_col_6,10,,,,,101_Form20.pdf
101,ASHOKNAGAR,,2,candidate_col_7,6,,,,,101_Form20.pdf
101,ASHOKNAGAR,,2,candidate_col_8,667,,,,,101_Form20.pdf
101,ASHOKNAGAR,,2,candidate_col_9,0,,,,,101_Form20.pdf
101,ASHOKNAGAR,,3,candidate_col_1,34,,,,,101_Form20.pdf
101,ASHOKNAGAR,,3,candidate_col_2,210,,,,,101_Form20.pdf
101,ASHOKNAGAR,,3,candidate_col_3,5,,,,,101_Form20.pdf
101,ASHOKNAGAR,,3,candidate_col_5,0,,,,,101_Form20.pdf
101,ASHOKNAGAR,,3,candidate_col_6,7,,,,,101_Form20.pdf
101,ASHOKNAGAR,,3,candidate_col_7,3,,,,,101_Form20.pdf
101,ASHOKNAGAR,,3,candidate_col_8,576,,,,,101_Form20.pdf
101,ASHOKNAGAR,,3,candidate_col_9,0,,,,,101_Form20.pdf
101,ASHOKNAGAR,,3,candidate_col_1,158,,,,,101_Form20.pdf
101,ASHOKNAGAR,,3,candidate_col_2,154,,,,,101_Form20.pdf
101,ASHOKNAGAR,,3,candidate_col_3,3,,,,,101_Form20.pdf
101,ASHOKNAGAR,,3,candidate_col_5,0,,,,,101_Form20.pdf
101,ASHOKNAGAR,,3,candidate_col_6,3,,,,,101_Form20.pdf
101,ASHOKNAGAR,,3,candidate_col_7,1,,,,,101_Form20.pdf
101,ASHOKNAGAR,,3,candidate_col_8,472,,,,,101_Form20.pdf
101,ASHOKNAGAR,,3,candidate_col_9,0,,,,,101_Form20.pdf
101,ASHOKNAGAR,,1,candidate_col_1,41,,,,,101_Form20.pdf
101,ASHOKNAGAR,,1,candidate_col_2,218,,,,,101_Form20.pdf
101,ASHOKNAGAR,,1,candidate_col_3,2,,,,,101_Form20.pdf
101,ASHOKNAGAR,,1,candidate_col_5,1,,,,,101_Form20.pdf
101,ASHOKNAGAR,,1,candidate_col_6,2,,,,,101_Form20.pdf
101,ASHOKNAGAR,,1,candidate_col_7,1,,,,,101_Form20.pdf
101,ASHOKNAGAR,,1,candidate_col_8,648,,,,,101_Form20.pdf
101,ASHOKNAGAR,,1,candidate_col_9,0,,,,,101_Form20.pdf
101,ASHOKNAGAR,,0,candidate_col_1,7,,,,,101_Form20.pdf
101,ASHOKNAGAR,,0,candidate_col_2,170,,,,,101_Form20.pdf
101,ASHOKNAGAR,,0,candidate_col_3,0,,,,,101_Form20.pdf
101,ASHOKNAGAR,,0,candidate_col_5,1,,,,,101_Form20.pdf
101,ASHOKNAGAR,,0,candidate_col_6,5,,,,,101_Form20.pdf
101,ASHOKNAGAR,,0,candidate_col_7,0,,,,,101_Form20.pdf
101,ASHOKNAGAR,,0,candidate_col_8,494,,,,,101_Form20.pdf
101,ASHOKNAGAR,,0,candidate_col_9,0,,,,,101_Form20.pdf
101,ASHOKNAGAR,,3,candidate_col_1,289,,,,,101_Form20.pdf
101,ASHOKNAGAR,,3,candidate_col_2,339,,,,,101_Form20.pdf
101,ASHOKNAGAR,,3,candidate_col_3,3,,,,,101_Form20.pdf
101,ASHOKNAGAR,,3,candidate_col_5,4,,,,,101_Form20.pdf
101,ASHOKNAGAR,,3,candidate_col_6,6,,,,,101_Form20.pdf
101,ASHOKNAGAR,,3,candidate_col_7,2,,,,,101_Form20.pdf
101,ASHOKNAGAR,,3,candidate_col_8,728,,,,,101_Form20.pdf
101,ASHOKNAGAR,,3,candidate_col_9,0,,,,,101_Form20.pdf
101,ASHOKNAGAR,,3,candidate_col_1,283,,,,,101_Form20.pdf
101,ASHOKNAGAR,,3,candidate_col_2,171,,,,,101_Form20.pdf
101,ASHOKNAGAR,,3,candidate_col_3,1,,,,,101_Form20.pdf
101,ASHOKNAGAR,,3,candidate_col_5,1,,,,,101_Form20.pdf
101,ASHOKNAGAR,,3,candidate_col_6,0,,,,,101_Form20.pdf
101,ASHOKNAGAR,,3,candidate_col_7,5,,,,,101_Form20.pdf
101,ASHOKNAGAR,,3,candidate_col_8,468,,,,,101_Form20.pdf
101,ASHOKNAGAR,,3,candidate_col_9,0,,,,,101_Form20.pdf
101,ASHOKNAGAR,,0,candidate_col_1,197,,,,,101_Form20.pdf
101,ASHOKNAGAR,,0,candidate_col_2,187,,,,,101_Form20.pdf
101,ASHOKNAGAR,,0,candidate_col_3,4,,,,,101_Form20.pdf
101,ASHOKNAGAR,,0,candidate_col_5,0,,,,,101_Form20.pdf
101,ASHOKNAGAR,,0,candidate_col_6,9,,,,,101_Form20.pdf
101,ASHOKNAGAR,,0,candidate_col_7,7,,,,,101_Form20.pdf
101,ASHOKNAGAR,,0,candidate_col_8,532,,,,,101_Form20.pdf
101,ASHOKNAGAR,,0,candidate_col_9,0,,,,,101_Form20.pdf
101,ASHOKNAGAR,,3,candidate_col_1,33,,,,,101_Form20.pdf
101,ASHOKNAGAR,,3,candidate_col_2,143,,,,,101_Form20.pdf
101,ASHOKNAGAR,,3,candidate_col_3,3,,,,,101_Form20.pdf
101,ASHOKNAGAR,,3,candidate_col_5,3,,,,,101_Form20.pdf
101,ASHOKNAGAR,,3,candidate_col_6,0,,,,,101_Form20.pdf
101,ASHOKNAGAR,,3,candidate_col_7,1,,,,,101_Form20.pdf
101,ASHOKNAGAR,,3,candidate_col_8,559,,,,,101_Form20.pdf
101,ASHOKNAGAR,,3,candidate_col_9,0,,,,,101_Form20.pdf
101,ASHOKNAGAR,,3,candidate_col_1,612,,,,,101_Form20.pdf
101,ASHOKNAGAR,,3,candidate_col_2,125,,,,,101_Form20.pdf
101,ASHOKNAGAR,,3,candidate_col_3,2,,,,,101_Form20.pdf
