ac_no,ac_name,total_electors,polling_station,candidate,votes,total_valid_votes,rejected_votes,nota_votes,total_votes_cast,source_pdf,selected_source,district,region_scope,booths,total_valid_coverage_pct,placeholder_booth_pct,booths_low_candidate_count,booths_with_placeholders,is_placeholder_candidate,candidate_needs_party_review,ac_quality_flag,form20_model_ready
37,Kushmandi (SC) AC,219921.0,161,BISWANATH KUMAR,393,689.0,0.0,13.0,702.0,37_Form20.pdf,ocr_llamacloud,Dakshin Dinajpur,North Bengal,167,0.826,0.0,2,0,False,False,,True
37,Kushmandi (SC) AC,219921.0,161,RANJIT ROYSTIC,256,689.0,0.0,13.0,702.0,37_Form20.pdf,ocr_llamacloud,Dakshin Dinajpur,North Bengal,167,0.826,0.0,2,0,False,False,,True
37,Kushmandi (SC) AC,219921.0,161,REKITA BHIMNAI,6,689.0,0.0,13.0,702.0,37_Form20.pdf,ocr_llamacloud,Dakshin Dinajpur,North Bengal,167,0.826,0.0,2,0,False,False,,True
37,Kushmandi (SC) AC,219921.0,168,NARMADA ROY,726,,,,,37_Form20.pdf,ocr_llamacloud,Dakshin Dinajpur,North Bengal,167,0.826,0.0,2,0,False,False,,True
37,Kushmandi (SC) AC,219921.0,168,"CHANDRA SARKAR, BSP",4,,,,,37_Form20.pdf,ocr_llamacloud,Dakshin Dinajpur,North Bengal,167,0.826,0.0,2,0,False,False,,True
37,Kushmandi (SC) AC,219921.0,168,BISWANATH KUMAR,167,,,,,37_Form20.pdf,ocr_llamacloud,Dakshin Dinajpur,North Bengal,167,0.826,0.0,2,0,False,False,,True
37,Kushmandi (SC) AC,219921.0,168,RANJIT ROYSTIC,485,,,,,37_Form20.pdf,ocr_llamacloud,Dakshin Dinajpur,North Bengal,167,0.826,0.0,2,0,False,False,,True
37,Kushmandi (SC) AC,219921.0,168,REKITA BHIMNAI,10,,,,,37_Form20.pdf,ocr_llamacloud,Dakshin Dinajpur,North Bengal,167,0.826,0.0,2,0,False,False,,True
37,Kushmandi (SC) AC,219921.0,169,NARMADA ROY,9,860.0,0.0,9.0,869.0,37_Form20.pdf,ocr_llamacloud,Dakshin Dinajpur,North Bengal,167,0.826,0.0,2,0,False,False,,True
37,Kushmandi (SC) AC,219921.0,169,"CHANDRA SARKAR, BSP",72,860.0,0.0,9.0,869.0,37_Form20.pdf,ocr_llamacloud,Dakshin Dinajpur,North Bengal,167,0.826,0.0,2,0,False,False,,True
37,Kushmandi (SC) AC,219921.0,169,BISWANATH KUMAR,315,860.0,0.0,9.0,869.0,37_Form20.pdf,ocr_llamacloud,Dakshin Dinajpur,North Bengal,167,0.826,0.0,2,0,False,False,,True
37,Kushmandi (SC) AC,219921.0,169,RANJIT ROYSTIC,403,860.0,0.0,9.0,869.0,37_Form20.pdf,ocr_llamacloud,Dakshin Dinajpur,North Bengal,167,0.826,0.0,2,0,False,False,,True
37,Kushmandi (SC) AC,219921.0,169,REKITA BHIMNAI,4,860.0,0.0,9.0,869.0,37_Form20.pdf,ocr_llamacloud,Dakshin Dinajpur,North Bengal,167,0.826,0.0,2,0,False,False,,True
37,Kushmandi (SC) AC,219921.0,170,NARMADA ROY,28,,,,,37_Form20.pdf,ocr_llamacloud,Dakshin Dinajpur,North Bengal,167,0.826,0.0,2,0,False,False,,True
37,Kushmandi (SC) AC,219921.0,170,"CHANDRA SARKAR, BSP",2,,,,,37_Form20.pdf,ocr_llamacloud,Dakshin Dinajpur,North Bengal,167,0.826,0.0,2,0,False,False,,True
37,Kushmandi (SC) AC,219921.0,170,BISWANATH KUMAR,327,,,,,37_Form20.pdf,ocr_llamacloud,Dakshin Dinajpur,North Bengal,167,0.826,0.0,2,0,False,False,,True
37,Kushmandi (SC) AC,219921.0,170,RANJIT ROYSTIC,707,,,,,37_Form20.pdf,ocr_llamacloud,Dakshin Dinajpur,North Bengal,167,0.826,0.0,2,0,False,False,,True
37,Kushmandi (SC) AC,219921.0,170,REKITA BHIMNAI,1,,,,,37_Form20.pdf,ocr_llamacloud,Dakshin Dinajpur,North Bengal,167,0.826,0.0,2,0,False,False,,True
37,Kushmandi (SC) AC,219921.0,171,NARMADA ROY,43,,,,,37_Form20.pdf,ocr_llamacloud,Dakshin Dinajpur,North Bengal,167,0.826,0.0,2,0,False,False,,True
37,Kushmandi (SC) AC,219921.0,171,"CHANDRA SARKAR, BSP",10,,,,,37_Form20.pdf,ocr_llamacloud,Dakshin Dinajpur,North Bengal,167,0.826,0.0,2,0,False,False,,True
37,Kushmandi (SC) AC,219921.0,171,BISWANATH KUMAR,504,,,,,37_Form20.pdf,ocr_llamacloud,Dakshin Dinajpur,North Bengal,167,0.826,0.0,2,0,False,False,,True
37,Kushmandi (SC) AC,219921.0,171,RANJIT ROYSTIC,169,,,,,37_Form20.pdf,ocr_llamacloud,Dakshin Dinajpur,North Bengal,167,0.826,0.0,2,0,False,False,,True
37,Kushmandi (SC) AC,219921.0,171,REKITA BHIMNAI,6,,,,,37_Form20.pdf,ocr_llamacloud,Dakshin Dinajpur,North Bengal,167,0.826,0.0,2,0,False,False,,True
37,Kushmandi (SC) AC,219921.0,172,NARMADA ROY,13,733.0,0.0,10.0,743.0,37_Form20.pdf,ocr_llamacloud,Dakshin Dinajpur,North Bengal,167,0.826,0.0,2,0,False,False,,True
37,Kushmandi (SC) AC,219921.0,172,"CHANDRA SARKAR, BSP",6,733.0,0.0,10.0,743.0,37_Form20.pdf,ocr_llamacloud,Dakshin Dinajpur,North Bengal,167,0.826,0.0,2,0,False,False,,True
37,Kushmandi (SC) AC,219921.0,172,BISWANATH KUMAR,455,733.0,0.0,10.0,743.0,37_Form20.pdf,ocr_llamacloud,Dakshin Dinajpur,North Bengal,167,0.826,0.0,2,0,False,False,,True
37,Kushmandi (SC) AC,219921.0,172,RANJIT ROYSTIC,224,733.0,0.0,10.0,743.0,37_Form20.pdf,ocr_llamacloud,Dakshin Dinajpur,North Bengal,167,0.826,0.0,2,0,False,False,,True
37,Kushmandi (SC) AC,219921.0,172,REKITA BHIMNAI,5,733.0,0.0,10.0,743.0,37_Form20.pdf,ocr_llamacloud,Dakshin Dinajpur,North Bengal,167,0.826,0.0,2,0,False,False,,True
37,Kushmandi (SC) AC,219921.0,172A,NARMADA ROY,9,487.0,0.0,1.0,488.0,37_Form20.pdf,ocr_llamacloud,Dakshin Dinajpur,North Bengal,167,0.826,0.0,2,0,False,False,,True
37,Kushmandi (SC) AC,219921.0,172A,"CHANDRA SARKAR, BSP",3,487.0,0.0,1.0,488.0,37_Form20.pdf,ocr_llamacloud,Dakshin Dinajpur,North Bengal,167,0.826,0.0,2,0,False,False,,True
37,Kushmandi (SC) AC,219921.0,172A,BISWANATH KUMAR,400,487.0,0.0,1.0,488.0,37_Form20.pdf,ocr_llamacloud,Dakshin Dinajpur,North Bengal,167,0.826,0.0,2,0,False,False,,True
37,Kushmandi (SC) AC,219921.0,172A,RANJIT ROYSTIC,68,487.0,0.0,1.0,488.0,37_Form20.pdf,ocr_llamacloud,Dakshin Dinajpur,North Bengal,167,0.826,0.0,2,0,False,False,,True
37,Kushmandi (SC) AC,219921.0,172A,REKITA BHIMNAI,3,487.0,0.0,1.0,488.0,37_Form20.pdf,ocr_llamacloud,Dakshin Dinajpur,North Bengal,167,0.826,0.0,2,0,False,False,,True
37,Kushmandi (SC) AC,219921.0,173,NARMADA ROY,74,462.0,0.0,6.0,468.0,37_Form20.pdf,ocr_llamacloud,Dakshin Dinajpur,North Bengal,167,0.826,0.0,2,0,False,False,,True
37,Kushmandi (SC) AC,219921.0,173,"CHANDRA SARKAR, BSP",1,462.0,0.0,6.0,468.0,37_Form20.pdf,ocr_llamacloud,Dakshin Dinajpur,North Bengal,167,0.826,0.0,2,0,False,False,,True
37,Kushmandi (SC) AC,219921.0,173,BISWANATH KUMAR,366,462.0,0.0,6.0,468.0,37_Form20.pdf,ocr_llamacloud,Dakshin Dinajpur,North Bengal,167,0.826,0.0,2,0,False,False,,True
37,Kushmandi (SC) AC,219921.0,173,RANJIT ROYSTIC,85,462.0,0.0,6.0,468.0,37_Form20.pdf,ocr_llamacloud,Dakshin Dinajpur,North Bengal,167,0.826,0.0,2,0,False,False,,True
37,Kushmandi (SC) AC,219921.0,173,REKITA BHIMNAI,1,462.0,0.0,6.0,468.0,37_Form20.pdf,ocr_llamacloud,Dakshin Dinajpur,North Bengal,167,0.826,0.0,2,0,False,False,,True
37,Kushmandi (SC) AC,219921.0,174,NARMADA ROY,7,477.0,0.0,3.0,480.0,37_Form20.pdf,ocr_llamacloud,Dakshin Dinajpur,North Bengal,167,0.826,0.0,2,0,False,False,,True
37,Kushmandi (SC) AC,219921.0,174,"CHANDRA SARKAR, BSP",8,477.0,0.0,3.0,480.0,37_Form20.pdf,ocr_llamacloud,Dakshin Dinajpur,North Bengal,167,0.826,0.0,2,0,False,False,,True
37,Kushmandi (SC) AC,219921.0,174,BISWANATH KUMAR,315,477.0,0.0,3.0,480.0,37_Form20.pdf,ocr_llamacloud,Dakshin Dinajpur,North Bengal,167,0.826,0.0,2,0,False,False,,True
37,Kushmandi (SC) AC,219921.0,174,RANJIT ROYSTIC,138,477.0,0.0,3.0,480.0,37_Form20.pdf,ocr_llamacloud,Dakshin Dinajpur,North Bengal,167,0.826,0.0,2,0,False,False,,True
37,Kushmandi (SC) AC,219921.0,174,REKITA BHIMNAI,2,477.0,0.0,3.0,480.0,37_Form20.pdf,ocr_llamacloud,Dakshin Dinajpur,North Bengal,167,0.826,0.0,2,0,False,False,,True
37,Kushmandi (SC) AC,219921.0,174A,NARMADA ROY,9,454.0,0.0,10.0,474.0,37_Form20.pdf,ocr_llamacloud,Dakshin Dinajpur,North Bengal,167,0.826,0.0,2,0,False,False,,True
37,Kushmandi (SC) AC,219921.0,174A,"CHANDRA SARKAR, BSP",4,454.0,0.0,10.0,474.0,37_Form20.pdf,ocr_llamacloud,Dakshin Dinajpur,North Bengal,167,0.826,0.0,2,0,False,False,,True
37,Kushmandi (SC) AC,219921.0,174A,BISWANATH KUMAR,297,454.0,0.0,10.0,474.0,37_Form20.pdf,ocr_llamacloud,Dakshin Dinajpur,North Bengal,167,0.826,0.0,2,0,False,False,,True
37,Kushmandi (SC) AC,219921.0,174A,RANJIT ROYSTIC,74,454.0,0.0,10.0,474.0,37_Form20.pdf,ocr_llamacloud,Dakshin Dinajpur,North Bengal,167,0.826,0.0,2,0,False,False,,True
37,Kushmandi (SC) AC,219921.0,174A,REKITA BHIMNAI,8,454.0,0.0,10.0,474.0,37_Form20.pdf,ocr_llamacloud,Dakshin Dinajpur,North Bengal,167,0.826,0.0,2,0,False,False,,True
37,Kushmandi (SC) AC,219921.0,175,NARMADA ROY,27,440.0,0.0,4.0,444.0,37_Form20.pdf,ocr_llamacloud,Dakshin Dinajpur,North Bengal,167,0.826,0.0,2,0,False,False,,True
37,Kushmandi (SC) AC,219921.0,175,"CHANDRA SARKAR, BSP",9,440.0,0.0,4.0,444.0,37_Form20.pdf,ocr_llamacloud,Dakshin Dinajpur,North Bengal,167,0.826,0.0,2,0,False,False,,True
37,Kushmandi (SC) AC,219921.0,175,BISWANATH KUMAR,294,440.0,0.0,4.0,444.0,37_Form20.pdf,ocr_llamacloud,Dakshin Dinajpur,North Bengal,167,0.826,0.0,2,0,False,False,,True
37,Kushmandi (SC) AC,219921.0,175,RANJIT ROYSTIC,125,440.0,0.0,4.0,444.0,37_Form20.pdf,ocr_llamacloud,Dakshin Dinajpur,North Bengal,167,0.826,0.0,2,0,False,False,,True
37,Kushmandi (SC) AC,219921.0,175,REKITA BHIMNAI,3,440.0,0.0,4.0,444.0,37_Form20.pdf,ocr_llamacloud,Dakshin Dinajpur,North Bengal,167,0.826,0.0,2,0,False,False,,True
37,Kushmandi (SC) AC,219921.0,175A,NARMADA ROY,15,597.0,0.0,9.0,606.0,37_Form20.pdf,ocr_llamacloud,Dakshin Dinajpur,North Bengal,167,0.826,0.0,2,0,False,False,,True
37,Kushmandi (SC) AC,219921.0,175A,"CHANDRA SARKAR, BSP",4,597.0,0.0,9.0,606.0,37_Form20.pdf,ocr_llamacloud,Dakshin Dinajpur,North Bengal,167,0.826,0.0,2,0,False,False,,True
37,Kushmandi (SC) AC,219921.0,175A,BISWANATH KUMAR,391,597.0,0.0,9.0,606.0,37_Form20.pdf,ocr_llamacloud,Dakshin Dinajpur,North Bengal,167,0.826,0.0,2,0,False,False,,True
37,Kushmandi (SC) AC,219921.0,175A,RANJIT ROYSTIC,173,597.0,0.0,9.0,606.0,37_Form20.pdf,ocr_llamacloud,Dakshin Dinajpur,North Bengal,167,0.826,0.0,2,0,False,False,,True
37,Kushmandi (SC) AC,219921.0,175A,REKITA BHIMNAI,8,597.0,0.0,9.0,606.0,37_Form20.pdf,ocr_llamacloud,Dakshin Dinajpur,North Bengal,167,0.826,0.0,2,0,False,False,,True
37,Kushmandi (SC) AC,219921.0,176,NARMADA ROY,13,,,,,37_Form20.pdf,ocr_llamacloud,Dakshin Dinajpur,North Bengal,167,0.826,0.0,2,0,False,False,,True
37,Kushmandi (SC) AC,219921.0,176,"CHANDRA SARKAR, BSP",1,,,,,37_Form20.pdf,ocr_llamacloud,Dakshin Dinajpur,North Bengal,167,0.826,0.0,2,0,False,False,,True
37,Kushmandi (SC) AC,219921.0,176,BISWANATH KUMAR,402,,,,,37_Form20.pdf,ocr_llamacloud,Dakshin Dinajpur,North Bengal,167,0.826,0.0,2,0,False,False,,True
37,Kushmandi (SC) AC,219921.0,176,RANJIT ROYSTIC,770,,,,,37_Form20.pdf,ocr_llamacloud,Dakshin Dinajpur,North Bengal,167,0.826,0.0,2,0,False,False,,True
37,Kushmandi (SC) AC,219921.0,176,REKITA BHIMNAI,5,,,,,37_Form20.pdf,ocr_llamacloud,Dakshin Dinajpur,North Bengal,167,0.826,0.0,2,0,False,False,,True
37,Kushmandi (SC) AC,219921.0,176A,NARMADA ROY,27,538.0,0.0,2.0,540.0,37_Form20.pdf,ocr_llamacloud,Dakshin Dinajpur,North Bengal,167,0.826,0.0,2,0,False,False,,True
37,Kushmandi (SC) AC,219921.0,176A,"CHANDRA SARKAR, BSP",3,538.0,0.0,2.0,540.0,37_Form20.pdf,ocr_llamacloud,Dakshin Dinajpur,North Bengal,167,0.826,0.0,2,0,False,False,,True
37,Kushmandi (SC) AC,219921.0,176A,BISWANATH KUMAR,407,538.0,0.0,2.0,540.0,37_Form20.pdf,ocr_llamacloud,Dakshin Dinajpur,North Bengal,167,0.826,0.0,2,0,False,False,,True
37,Kushmandi (SC) AC,219921.0,176A,RANJIT ROYSTIC,111,538.0,0.0,2.0,540.0,37_Form20.pdf,ocr_llamacloud,Dakshin Dinajpur,North Bengal,167,0.826,0.0,2,0,False,False,,True
37,Kushmandi (SC) AC,219921.0,176A,REKITA BHIMNAI,4,538.0,0.0,2.0,540.0,37_Form20.pdf,ocr_llamacloud,Dakshin Dinajpur,North Bengal,167,0.826,0.0,2,0,False,False,,True
37,Kushmandi (SC) AC,219921.0,177,NARMADA ROY,25,538.0,0.0,5.0,543.0,37_Form20.pdf,ocr_llamacloud,Dakshin Dinajpur,North Bengal,167,0.826,0.0,2,0,False,False,,True
37,Kushmandi (SC) AC,219921.0,177,"CHANDRA SARKAR, BSP",3,538.0,0.0,5.0,543.0,37_Form20.pdf,ocr_llamacloud,Dakshin Dinajpur,North Bengal,167,0.826,0.0,2,0,False,False,,True
37,Kushmandi (SC) AC,219921.0,177,BISWANATH KUMAR,351,538.0,0.0,5.0,543.0,37_Form20.pdf,ocr_llamacloud,Dakshin Dinajpur,North Bengal,167,0.826,0.0,2,0,False,False,,True
37,Kushmandi (SC) AC,219921.0,177,RANJIT ROYSTIC,158,538.0,0.0,5.0,543.0,37_Form20.pdf,ocr_llamacloud,Dakshin Dinajpur,North Bengal,167,0.826,0.0,2,0,False,False,,True
37,Kushmandi (SC) AC,219921.0,177,REKITA BHIMNAI,5,538.0,0.0,5.0,543.0,37_Form20.pdf,ocr_llamacloud,Dakshin Dinajpur,North Bengal,167,0.826,0.0,2,0,False,False,,True
37,Kushmandi (SC) AC,219921.0,177A,NARMADA ROY,26,,,,,37_Form20.pdf,ocr_llamacloud,Dakshin Dinajpur,North Bengal,167,0.826,0.0,2,0,False,False,,True
37,Kushmandi (SC) AC,219921.0,177A,"CHANDRA SARKAR, BSP",3,,,,,37_Form20.pdf,ocr_llamacloud,Dakshin Dinajpur,North Bengal,167,0.826,0.0,2,0,False,False,,True
37,Kushmandi (SC) AC,219921.0,177A,BISWANATH KUMAR,235,,,,,37_Form20.pdf,ocr_llamacloud,Dakshin Dinajpur,North Bengal,167,0.826,0.0,2,0,False,False,,True
37,Kushmandi (SC) AC,219921.0,177A,RANJIT ROYSTIC,745,,,,,37_Form20.pdf,ocr_llamacloud,Dakshin Dinajpur,North Bengal,167,0.826,0.0,2,0,False,False,,True
37,Kushmandi (SC) AC,219921.0,177A,REKITA BHIMNAI,0,,,,,37_Form20.pdf,ocr_llamacloud,Dakshin Dinajpur,North Bengal,167,0.826,0.0,2,0,False,False,,True
37,Kushmandi (SC) AC,219921.0,178,NARMADA ROY,96,,,,,37_Form20.pdf,ocr_llamacloud,Dakshin Dinajpur,North Bengal,167,0.826,0.0,2,0,False,False,,True
37,Kushmandi (SC) AC,219921.0,178,"CHANDRA SARKAR, BSP",1,,,,,37_Form20.pdf,ocr_llamacloud,Dakshin Dinajpur,North Bengal,167,0.826,0.0,2,0,False,False,,True
37,Kushmandi (SC) AC,219921.0,178,BISWANATH KUMAR,194,,,,,37_Form20.pdf,ocr_llamacloud,Dakshin Dinajpur,North Bengal,167,0.826,0.0,2,0,False,False,,True
37,Kushmandi (SC) AC,219921.0,178,RANJIT ROYSTIC,770,,,,,37_Form20.pdf,ocr_llamacloud,Dakshin Dinajpur,North Bengal,167,0.826,0.0,2,0,False,False,,True
37,Kushmandi (SC) AC,219921.0,178,REKITA BHIMNAI,3,,,,,37_Form20.pdf,ocr_llamacloud,Dakshin Dinajpur,North Bengal,167,0.826,0.0,2,0,False,False,,True
37,Kushmandi (SC) AC,219921.0,179,NARMADA ROY,26,543.0,0.0,17.0,554.0,37_Form20.pdf,ocr_llamacloud,Dakshin Dinajpur,North Bengal,167,0.826,0.0,2,0,False,False,,True
37,Kushmandi (SC) AC,219921.0,179,"CHANDRA SARKAR, BSP",1,543.0,0.0,17.0,554.0,37_Form20.pdf,ocr_llamacloud,Dakshin Dinajpur,North Bengal,167,0.826,0.0,2,0,False,False,,True
37,Kushmandi (SC) AC,219921.0,179,BISWANATH KUMAR,230,543.0,0.0,17.0,554.0,37_Form20.pdf,ocr_llamacloud,Dakshin Dinajpur,North Bengal,167,0.826,0.0,2,0,False,False,,True
37,Kushmandi (SC) AC,219921.0,179,RANJIT ROYSTIC,273,543.0,0.0,17.0,554.0,37_Form20.pdf,ocr_llamacloud,Dakshin Dinajpur,North Bengal,167,0.826,0.0,2,0,False,False,,True
37,Kushmandi (SC) AC,219921.0,179,REKITA BHIMNAI,3,543.0,0.0,17.0,554.0,37_Form20.pdf,ocr_llamacloud,Dakshin Dinajpur,North Bengal,167,0.826,0.0,2,0,False,False,,True
37,Kushmandi (SC) AC,219921.0,180,NARMADA ROY,44,944.0,0.0,9.0,953.0,37_Form20.pdf,ocr_llamacloud,Dakshin Dinajpur,North Bengal,167,0.826,0.0,2,0,False,False,,True
37,Kushmandi (SC) AC,219921.0,180,"CHANDRA SARKAR, BSP",5,944.0,0.0,9.0,953.0,37_Form20.pdf,ocr_llamacloud,Dakshin Dinajpur,North Bengal,167,0.826,0.0,2,0,False,False,,True
37,Kushmandi (SC) AC,219921.0,180,BISWANATH KUMAR,466,944.0,0.0,9.0,953.0,37_Form20.pdf,ocr_llamacloud,Dakshin Dinajpur,North Bengal,167,0.826,0.0,2,0,False,False,,True
37,Kushmandi (SC) AC,219921.0,180,RANJIT ROYSTIC,447,944.0,0.0,9.0,953.0,37_Form20.pdf,ocr_llamacloud,Dakshin Dinajpur,North Bengal,167,0.826,0.0,2,0,False,False,,True
37,Kushmandi (SC) AC,219921.0,180,REKITA BHIMNAI,6,944.0,0.0,9.0,953.0,37_Form20.pdf,ocr_llamacloud,Dakshin Dinajpur,North Bengal,167,0.826,0.0,2,0,False,False,,True
37,Kushmandi (SC) AC,219921.0,181,NARMADA ROY,27,935.0,0.0,5.0,940.0,37_Form20.pdf,ocr_llamacloud,Dakshin Dinajpur,North Bengal,167,0.826,0.0,2,0,False,False,,True
37,Kushmandi (SC) AC,219921.0,181,"CHANDRA SARKAR, BSP",79,935.0,0.0,5.0,940.0,37_Form20.pdf,ocr_llamacloud,Dakshin Dinajpur,North Bengal,167,0.826,0.0,2,0,False,False,,True
37,Kushmandi (SC) AC,219921.0,181,BISWANATH KUMAR,260,935.0,0.0,5.0,940.0,37_Form20.pdf,ocr_llamacloud,Dakshin Dinajpur,North Bengal,167,0.826,0.0,2,0,False,False,,True
37,Kushmandi (SC) AC,219921.0,181,RANJIT ROYSTIC,601,935.0,0.0,5.0,940.0,37_Form20.pdf,ocr_llamacloud,Dakshin Dinajpur,North Bengal,167,0.826,0.0,2,0,False,False,,True
37,Kushmandi (SC) AC,219921.0,181,REKITA BHIMNAI,11,935.0,0.0,5.0,940.0,37_Form20.pdf,ocr_llamacloud,Dakshin Dinajpur,North Bengal,167,0.826,0.0,2,0,False,False,,True
37,Kushmandi (SC) AC,219921.0,182,NARMADA ROY,27,704.0,0.0,5.0,709.0,37_Form20.pdf,ocr_llamacloud,Dakshin Dinajpur,North Bengal,167,0.826,0.0,2,0,False,False,,True
37,Kushmandi (SC) AC,219921.0,182,"CHANDRA SARKAR, BSP",5,704.0,0.0,5.0,709.0,37_Form20.pdf,ocr_llamacloud,Dakshin Dinajpur,North Bengal,167,0.826,0.0,2,0,False,False,,True
37,Kushmandi (SC) AC,219921.0,182,BISWANATH KUMAR,364,704.0,0.0,5.0,709.0,37_Form20.pdf,ocr_llamacloud,Dakshin Dinajpur,North Bengal,167,0.826,0.0,2,0,False,False,,True
37,Kushmandi (SC) AC,219921.0,182,RANJIT ROYSTIC,308,704.0,0.0,5.0,709.0,37_Form20.pdf,ocr_llamacloud,Dakshin Dinajpur,North Bengal,167,0.826,0.0,2,0,False,False,,True
37,Kushmandi (SC) AC,219921.0,182,REKITA BHIMNAI,6,704.0,0.0,5.0,709.0,37_Form20.pdf,ocr_llamacloud,Dakshin Dinajpur,North Bengal,167,0.826,0.0,2,0,False,False,,True
37,Kushmandi (SC) AC,219921.0,182A,NARMADA ROY,72,495.0,0.0,4.0,499.0,37_Form20.pdf,ocr_llamacloud,Dakshin Dinajpur,North Bengal,167,0.826,0.0,2,0,False,False,,True
37,Kushmandi (SC) AC,219921.0,182A,"CHANDRA SARKAR, BSP",6,495.0,0.0,4.0,499.0,37_Form20.pdf,ocr_llamacloud,Dakshin Dinajpur,North Bengal,167,0.826,0.0,2,0,False,False,,True
37,Kushmandi (SC) AC,219921.0,182A,BISWANATH KUMAR,287,495.0,0.0,4.0,499.0,37_Form20.pdf,ocr_llamacloud,Dakshin Dinajpur,North Bengal,167,0.826,0.0,2,0,False,False,,True
37,Kushmandi (SC) AC,219921.0,182A,RANJIT ROYSTIC,178,495.0,0.0,4.0,499.0,37_Form20.pdf,ocr_llamacloud,Dakshin Dinajpur,North Bengal,167,0.826,0.0,2,0,False,False,,True
37,Kushmandi (SC) AC,219921.0,182A,REKITA BHIMNAI,3,495.0,0.0,4.0,499.0,37_Form20.pdf,ocr_llamacloud,Dakshin Dinajpur,North Bengal,167,0.826,0.0,2,0,False,False,,True
37,Kushmandi (SC) AC,219921.0,183,NARMADA ROY,27,504.0,0.0,1.0,505.0,37_Form20.pdf,ocr_llamacloud,Dakshin Dinajpur,North Bengal,167,0.826,0.0,2,0,False,False,,True
37,Kushmandi (SC) AC,219921.0,183,"CHANDRA SARKAR, BSP",1,504.0,0.0,1.0,505.0,37_Form20.pdf,ocr_llamacloud,Dakshin Dinajpur,North Bengal,167,0.826,0.0,2,0,False,False,,True
37,Kushmandi (SC) AC,219921.0,183,BISWANATH KUMAR,350,504.0,0.0,1.0,505.0,37_Form20.pdf,ocr_llamacloud,Dakshin Dinajpur,North Bengal,167,0.826,0.0,2,0,False,False,,True
37,Kushmandi (SC) AC,219921.0,183,RANJIT ROYSTIC,138,504.0,0.0,1.0,505.0,37_Form20.pdf,ocr_llamacloud,Dakshin Dinajpur,North Bengal,167,0.826,0.0,2,0,False,False,,True
37,Kushmandi (SC) AC,219921.0,183,REKITA BHIMNAI,3,504.0,0.0,1.0,505.0,37_Form20.pdf,ocr_llamacloud,Dakshin Dinajpur,North Bengal,167,0.826,0.0,2,0,False,False,,True
37,Kushmandi (SC) AC,219921.0,181A,NARMADA ROY,19,556.0,0.0,8.0,564.0,37_Form20.pdf,ocr_llamacloud,Dakshin Dinajpur,North Bengal,167,0.826,0.0,2,0,False,False,,True
37,Kushmandi (SC) AC,219921.0,181A,"CHANDRA SARKAR, BSP",3,556.0,0.0,8.0,564.0,37_Form20.pdf,ocr_llamacloud,Dakshin Dinajpur,North Bengal,167,0.826,0.0,2,0,False,False,,True
37,Kushmandi (SC) AC,219921.0,181A,BISWANATH KUMAR,354,556.0,0.0,8.0,564.0,37_Form20.pdf,ocr_llamacloud,Dakshin Dinajpur,North Bengal,167,0.826,0.0,2,0,False,False,,True
37,Kushmandi (SC) AC,219921.0,181A,RANJIT ROYSTIC,176,556.0,0.0,8.0,564.0,37_Form20.pdf,ocr_llamacloud,Dakshin Dinajpur,North Bengal,167,0.826,0.0,2,0,False,False,,True
37,Kushmandi (SC) AC,219921.0,181A,REKITA BHIMNAI,2,556.0,0.0,8.0,564.0,37_Form20.pdf,ocr_llamacloud,Dakshin Dinajpur,North Bengal,167,0.826,0.0,2,0,False,False,,True
37,Kushmandi (SC) AC,219921.0,184,NARMADA ROY,17,538.0,0.0,3.0,541.0,37_Form20.pdf,ocr_llamacloud,Dakshin Dinajpur,North Bengal,167,0.826,0.0,2,0,False,False,,True
37,Kushmandi (SC) AC,219921.0,184,"CHANDRA SARKAR, BSP",3,538.0,0.0,3.0,541.0,37_Form20.pdf,ocr_llamacloud,Dakshin Dinajpur,North Bengal,167,0.826,0.0,2,0,False,False,,True
37,Kushmandi (SC) AC,219921.0,184,BISWANATH KUMAR,396,538.0,0.0,3.0,541.0,37_Form20.pdf,ocr_llamacloud,Dakshin Dinajpur,North Bengal,167,0.826,0.0,2,0,False,False,,True
37,Kushmandi (SC) AC,219921.0,184,RANJIT ROYSTIC,117,538.0,0.0,3.0,541.0,37_Form20.pdf,ocr_llamacloud,Dakshin Dinajpur,North Bengal,167,0.826,0.0,2,0,False,False,,True
37,Kushmandi (SC) AC,219921.0,184,REKITA BHIMNAI,3,538.0,0.0,3.0,541.0,37_Form20.pdf,ocr_llamacloud,Dakshin Dinajpur,North Bengal,167,0.826,0.0,2,0,False,False,,True
37,Kushmandi (SC) AC,219921.0,185,NARMADA ROY,27,367.0,0.0,2.0,369.0,37_Form20.pdf,ocr_llamacloud,Dakshin Dinajpur,North Bengal,167,0.826,0.0,2,0,False,False,,True
37,Kushmandi (SC) AC,219921.0,185,"CHANDRA SARKAR, BSP",2,367.0,0.0,2.0,369.0,37_Form20.pdf,ocr_llamacloud,Dakshin Dinajpur,North Bengal,167,0.826,0.0,2,0,False,False,,True
37,Kushmandi (SC) AC,219921.0,185,BISWANATH KUMAR,211,367.0,0.0,2.0,369.0,37_Form20.pdf,ocr_llamacloud,Dakshin Dinajpur,North Bengal,167,0.826,0.0,2,0,False,False,,True
