ac_no,ac_name,total_electors,polling_station,candidate,votes,total_valid_votes,rejected_votes,nota_votes,total_votes_cast,source_pdf,selected_source,district,region_scope,booths,total_valid_coverage_pct,placeholder_booth_pct,booths_low_candidate_count,booths_with_placeholders,is_placeholder_candidate,candidate_needs_party_review,ac_quality_flag,form20_model_ready
13,Falakata(SC),254022.0,28,candidate_col_7,4,648.0,,,,13_Form20.pdf,ocr_llamacloud,Alipurduar,North Bengal,338,0.527,0.482,0,163,True,True,high_placeholder_rate;,False
13,Falakata(SC),254022.0,28,DIPAK CHANDRA,4,648.0,,,,13_Form20.pdf,ocr_llamacloud,Alipurduar,North Bengal,338,0.527,0.482,0,163,False,False,high_placeholder_rate;,False
13,Falakata(SC),254022.0,29,candidate_col_1,35,688.0,,,,13_Form20.pdf,ocr_llamacloud,Alipurduar,North Bengal,338,0.527,0.482,0,163,True,True,high_placeholder_rate;,False
13,Falakata(SC),254022.0,29,KSHITISH,238,688.0,,,,13_Form20.pdf,ocr_llamacloud,Alipurduar,North Bengal,338,0.527,0.482,0,163,False,False,high_placeholder_rate;,False
13,Falakata(SC),254022.0,29,DIPAK,394,688.0,,,,13_Form20.pdf,ocr_llamacloud,Alipurduar,North Bengal,338,0.527,0.482,0,163,False,False,high_placeholder_rate;,False
13,Falakata(SC),254022.0,29,SUBHASH,6,688.0,,,,13_Form20.pdf,ocr_llamacloud,Alipurduar,North Bengal,338,0.527,0.482,0,163,False,False,high_placeholder_rate;,False
13,Falakata(SC),254022.0,29,TAPAN,3,688.0,,,,13_Form20.pdf,ocr_llamacloud,Alipurduar,North Bengal,338,0.527,0.482,0,163,False,False,high_placeholder_rate;,False
13,Falakata(SC),254022.0,29,TARANI,1,688.0,,,,13_Form20.pdf,ocr_llamacloud,Alipurduar,North Bengal,338,0.527,0.482,0,163,False,False,high_placeholder_rate;,False
13,Falakata(SC),254022.0,29,candidate_col_7,3,688.0,,,,13_Form20.pdf,ocr_llamacloud,Alipurduar,North Bengal,338,0.527,0.482,0,163,True,True,high_placeholder_rate;,False
13,Falakata(SC),254022.0,29,DIPAK CHANDRA,8,688.0,,,,13_Form20.pdf,ocr_llamacloud,Alipurduar,North Bengal,338,0.527,0.482,0,163,False,False,high_placeholder_rate;,False
13,Falakata(SC),254022.0,30,candidate_col_1,8,697.0,,,,13_Form20.pdf,ocr_llamacloud,Alipurduar,North Bengal,338,0.527,0.482,0,163,True,True,high_placeholder_rate;,False
13,Falakata(SC),254022.0,30,KSHITISH,105,697.0,,,,13_Form20.pdf,ocr_llamacloud,Alipurduar,North Bengal,338,0.527,0.482,0,163,False,False,high_placeholder_rate;,False
13,Falakata(SC),254022.0,30,DIPAK,547,697.0,,,,13_Form20.pdf,ocr_llamacloud,Alipurduar,North Bengal,338,0.527,0.482,0,163,False,False,high_placeholder_rate;,False
13,Falakata(SC),254022.0,30,SUBHASH,10,697.0,,,,13_Form20.pdf,ocr_llamacloud,Alipurduar,North Bengal,338,0.527,0.482,0,163,False,False,high_placeholder_rate;,False
13,Falakata(SC),254022.0,30,TAPAN,2,697.0,,,,13_Form20.pdf,ocr_llamacloud,Alipurduar,North Bengal,338,0.527,0.482,0,163,False,False,high_placeholder_rate;,False
13,Falakata(SC),254022.0,30,TARANI,3,697.0,,,,13_Form20.pdf,ocr_llamacloud,Alipurduar,North Bengal,338,0.527,0.482,0,163,False,False,high_placeholder_rate;,False
13,Falakata(SC),254022.0,30,candidate_col_7,18,697.0,,,,13_Form20.pdf,ocr_llamacloud,Alipurduar,North Bengal,338,0.527,0.482,0,163,True,True,high_placeholder_rate;,False
13,Falakata(SC),254022.0,30,DIPAK CHANDRA,4,697.0,,,,13_Form20.pdf,ocr_llamacloud,Alipurduar,North Bengal,338,0.527,0.482,0,163,False,False,high_placeholder_rate;,False
13,Falakata(SC),254022.0,31,candidate_col_1,19,666.0,,,,13_Form20.pdf,ocr_llamacloud,Alipurduar,North Bengal,338,0.527,0.482,0,163,True,True,high_placeholder_rate;,False
13,Falakata(SC),254022.0,31,KSHITISH,286,666.0,,,,13_Form20.pdf,ocr_llamacloud,Alipurduar,North Bengal,338,0.527,0.482,0,163,False,False,high_placeholder_rate;,False
13,Falakata(SC),254022.0,31,DIPAK,348,666.0,,,,13_Form20.pdf,ocr_llamacloud,Alipurduar,North Bengal,338,0.527,0.482,0,163,False,False,high_placeholder_rate;,False
13,Falakata(SC),254022.0,31,SUBHASH,3,666.0,,,,13_Form20.pdf,ocr_llamacloud,Alipurduar,North Bengal,338,0.527,0.482,0,163,False,False,high_placeholder_rate;,False
13,Falakata(SC),254022.0,31,TAPAN,1,666.0,,,,13_Form20.pdf,ocr_llamacloud,Alipurduar,North Bengal,338,0.527,0.482,0,163,False,False,high_placeholder_rate;,False
13,Falakata(SC),254022.0,31,TARANI,0,666.0,,,,13_Form20.pdf,ocr_llamacloud,Alipurduar,North Bengal,338,0.527,0.482,0,163,False,False,high_placeholder_rate;,False
13,Falakata(SC),254022.0,31,candidate_col_7,5,666.0,,,,13_Form20.pdf,ocr_llamacloud,Alipurduar,North Bengal,338,0.527,0.482,0,163,True,True,high_placeholder_rate;,False
13,Falakata(SC),254022.0,31,DIPAK CHANDRA,4,666.0,,,,13_Form20.pdf,ocr_llamacloud,Alipurduar,North Bengal,338,0.527,0.482,0,163,False,False,high_placeholder_rate;,False
13,Falakata(SC),254022.0,32,candidate_col_1,45,609.0,,,,13_Form20.pdf,ocr_llamacloud,Alipurduar,North Bengal,338,0.527,0.482,0,163,True,True,high_placeholder_rate;,False
13,Falakata(SC),254022.0,32,KSHITISH,258,609.0,,,,13_Form20.pdf,ocr_llamacloud,Alipurduar,North Bengal,338,0.527,0.482,0,163,False,False,high_placeholder_rate;,False
13,Falakata(SC),254022.0,32,DIPAK,286,609.0,,,,13_Form20.pdf,ocr_llamacloud,Alipurduar,North Bengal,338,0.527,0.482,0,163,False,False,high_placeholder_rate;,False
13,Falakata(SC),254022.0,32,SUBHASH,7,609.0,,,,13_Form20.pdf,ocr_llamacloud,Alipurduar,North Bengal,338,0.527,0.482,0,163,False,False,high_placeholder_rate;,False
13,Falakata(SC),254022.0,32,TAPAN,1,609.0,,,,13_Form20.pdf,ocr_llamacloud,Alipurduar,North Bengal,338,0.527,0.482,0,163,False,False,high_placeholder_rate;,False
13,Falakata(SC),254022.0,32,TARANI,4,609.0,,,,13_Form20.pdf,ocr_llamacloud,Alipurduar,North Bengal,338,0.527,0.482,0,163,False,False,high_placeholder_rate;,False
13,Falakata(SC),254022.0,32,candidate_col_7,4,609.0,,,,13_Form20.pdf,ocr_llamacloud,Alipurduar,North Bengal,338,0.527,0.482,0,163,True,True,high_placeholder_rate;,False
13,Falakata(SC),254022.0,32,DIPAK CHANDRA,4,609.0,,,,13_Form20.pdf,ocr_llamacloud,Alipurduar,North Bengal,338,0.527,0.482,0,163,False,False,high_placeholder_rate;,False
13,Falakata(SC),254022.0,33,candidate_col_1,20,676.0,,,,13_Form20.pdf,ocr_llamacloud,Alipurduar,North Bengal,338,0.527,0.482,0,163,True,True,high_placeholder_rate;,False
13,Falakata(SC),254022.0,33,KSHITISH,367,676.0,,,,13_Form20.pdf,ocr_llamacloud,Alipurduar,North Bengal,338,0.527,0.482,0,163,False,False,high_placeholder_rate;,False
13,Falakata(SC),254022.0,33,DIPAK,248,676.0,,,,13_Form20.pdf,ocr_llamacloud,Alipurduar,North Bengal,338,0.527,0.482,0,163,False,False,high_placeholder_rate;,False
13,Falakata(SC),254022.0,33,SUBHASH,8,676.0,,,,13_Form20.pdf,ocr_llamacloud,Alipurduar,North Bengal,338,0.527,0.482,0,163,False,False,high_placeholder_rate;,False
13,Falakata(SC),254022.0,33,TAPAN,1,676.0,,,,13_Form20.pdf,ocr_llamacloud,Alipurduar,North Bengal,338,0.527,0.482,0,163,False,False,high_placeholder_rate;,False
13,Falakata(SC),254022.0,33,TARANI,3,676.0,,,,13_Form20.pdf,ocr_llamacloud,Alipurduar,North Bengal,338,0.527,0.482,0,163,False,False,high_placeholder_rate;,False
13,Falakata(SC),254022.0,33,candidate_col_7,14,676.0,,,,13_Form20.pdf,ocr_llamacloud,Alipurduar,North Bengal,338,0.527,0.482,0,163,True,True,high_placeholder_rate;,False
13,Falakata(SC),254022.0,33,DIPAK CHANDRA,15,676.0,,,,13_Form20.pdf,ocr_llamacloud,Alipurduar,North Bengal,338,0.527,0.482,0,163,False,False,high_placeholder_rate;,False
13,Falakata(SC),254022.0,34,candidate_col_1,18,638.0,,,,13_Form20.pdf,ocr_llamacloud,Alipurduar,North Bengal,338,0.527,0.482,0,163,True,True,high_placeholder_rate;,False
13,Falakata(SC),254022.0,34,KSHITISH,420,638.0,,,,13_Form20.pdf,ocr_llamacloud,Alipurduar,North Bengal,338,0.527,0.482,0,163,False,False,high_placeholder_rate;,False
13,Falakata(SC),254022.0,34,DIPAK,172,638.0,,,,13_Form20.pdf,ocr_llamacloud,Alipurduar,North Bengal,338,0.527,0.482,0,163,False,False,high_placeholder_rate;,False
13,Falakata(SC),254022.0,34,SUBHASH,1,638.0,,,,13_Form20.pdf,ocr_llamacloud,Alipurduar,North Bengal,338,0.527,0.482,0,163,False,False,high_placeholder_rate;,False
13,Falakata(SC),254022.0,34,TAPAN,3,638.0,,,,13_Form20.pdf,ocr_llamacloud,Alipurduar,North Bengal,338,0.527,0.482,0,163,False,False,high_placeholder_rate;,False
13,Falakata(SC),254022.0,34,TARANI,2,638.0,,,,13_Form20.pdf,ocr_llamacloud,Alipurduar,North Bengal,338,0.527,0.482,0,163,False,False,high_placeholder_rate;,False
13,Falakata(SC),254022.0,34,candidate_col_7,5,638.0,,,,13_Form20.pdf,ocr_llamacloud,Alipurduar,North Bengal,338,0.527,0.482,0,163,True,True,high_placeholder_rate;,False
13,Falakata(SC),254022.0,34,DIPAK CHANDRA,17,638.0,,,,13_Form20.pdf,ocr_llamacloud,Alipurduar,North Bengal,338,0.527,0.482,0,163,False,False,high_placeholder_rate;,False
13,Falakata(SC),254022.0,35,candidate_col_1,10,444.0,,,,13_Form20.pdf,ocr_llamacloud,Alipurduar,North Bengal,338,0.527,0.482,0,163,True,True,high_placeholder_rate;,False
13,Falakata(SC),254022.0,35,KSHITISH,236,444.0,,,,13_Form20.pdf,ocr_llamacloud,Alipurduar,North Bengal,338,0.527,0.482,0,163,False,False,high_placeholder_rate;,False
13,Falakata(SC),254022.0,35,DIPAK,176,444.0,,,,13_Form20.pdf,ocr_llamacloud,Alipurduar,North Bengal,338,0.527,0.482,0,163,False,False,high_placeholder_rate;,False
13,Falakata(SC),254022.0,35,SUBHASH,4,444.0,,,,13_Form20.pdf,ocr_llamacloud,Alipurduar,North Bengal,338,0.527,0.482,0,163,False,False,high_placeholder_rate;,False
13,Falakata(SC),254022.0,35,TAPAN,2,444.0,,,,13_Form20.pdf,ocr_llamacloud,Alipurduar,North Bengal,338,0.527,0.482,0,163,False,False,high_placeholder_rate;,False
13,Falakata(SC),254022.0,35,TARANI,3,444.0,,,,13_Form20.pdf,ocr_llamacloud,Alipurduar,North Bengal,338,0.527,0.482,0,163,False,False,high_placeholder_rate;,False
13,Falakata(SC),254022.0,35,candidate_col_7,6,444.0,,,,13_Form20.pdf,ocr_llamacloud,Alipurduar,North Bengal,338,0.527,0.482,0,163,True,True,high_placeholder_rate;,False
13,Falakata(SC),254022.0,35,DIPAK CHANDRA,7,444.0,,,,13_Form20.pdf,ocr_llamacloud,Alipurduar,North Bengal,338,0.527,0.482,0,163,False,False,high_placeholder_rate;,False
13,Falakata(SC),254022.0,35A,candidate_col_1,11,439.0,,,,13_Form20.pdf,ocr_llamacloud,Alipurduar,North Bengal,338,0.527,0.482,0,163,True,True,high_placeholder_rate;,False
13,Falakata(SC),254022.0,35A,KSHITISH,207,439.0,,,,13_Form20.pdf,ocr_llamacloud,Alipurduar,North Bengal,338,0.527,0.482,0,163,False,False,high_placeholder_rate;,False
13,Falakata(SC),254022.0,35A,DIPAK,209,439.0,,,,13_Form20.pdf,ocr_llamacloud,Alipurduar,North Bengal,338,0.527,0.482,0,163,False,False,high_placeholder_rate;,False
13,Falakata(SC),254022.0,35A,SUBHASH,2,439.0,,,,13_Form20.pdf,ocr_llamacloud,Alipurduar,North Bengal,338,0.527,0.482,0,163,False,False,high_placeholder_rate;,False
13,Falakata(SC),254022.0,35A,TAPAN,2,439.0,,,,13_Form20.pdf,ocr_llamacloud,Alipurduar,North Bengal,338,0.527,0.482,0,163,False,False,high_placeholder_rate;,False
13,Falakata(SC),254022.0,35A,TARANI,1,439.0,,,,13_Form20.pdf,ocr_llamacloud,Alipurduar,North Bengal,338,0.527,0.482,0,163,False,False,high_placeholder_rate;,False
13,Falakata(SC),254022.0,35A,candidate_col_7,2,439.0,,,,13_Form20.pdf,ocr_llamacloud,Alipurduar,North Bengal,338,0.527,0.482,0,163,True,True,high_placeholder_rate;,False
13,Falakata(SC),254022.0,35A,DIPAK CHANDRA,5,439.0,,,,13_Form20.pdf,ocr_llamacloud,Alipurduar,North Bengal,338,0.527,0.482,0,163,False,False,high_placeholder_rate;,False
13,Falakata(SC),254022.0,36,candidate_col_1,41,815.0,,,,13_Form20.pdf,ocr_llamacloud,Alipurduar,North Bengal,338,0.527,0.482,0,163,True,True,high_placeholder_rate;,False
13,Falakata(SC),254022.0,36,KSHITISH,522,815.0,,,,13_Form20.pdf,ocr_llamacloud,Alipurduar,North Bengal,338,0.527,0.482,0,163,False,False,high_placeholder_rate;,False
13,Falakata(SC),254022.0,36,DIPAK,208,815.0,,,,13_Form20.pdf,ocr_llamacloud,Alipurduar,North Bengal,338,0.527,0.482,0,163,False,False,high_placeholder_rate;,False
13,Falakata(SC),254022.0,36,SUBHASH,8,815.0,,,,13_Form20.pdf,ocr_llamacloud,Alipurduar,North Bengal,338,0.527,0.482,0,163,False,False,high_placeholder_rate;,False
13,Falakata(SC),254022.0,36,TAPAN,5,815.0,,,,13_Form20.pdf,ocr_llamacloud,Alipurduar,North Bengal,338,0.527,0.482,0,163,False,False,high_placeholder_rate;,False
13,Falakata(SC),254022.0,36,TARANI,6,815.0,,,,13_Form20.pdf,ocr_llamacloud,Alipurduar,North Bengal,338,0.527,0.482,0,163,False,False,high_placeholder_rate;,False
13,Falakata(SC),254022.0,36,candidate_col_7,10,815.0,,,,13_Form20.pdf,ocr_llamacloud,Alipurduar,North Bengal,338,0.527,0.482,0,163,True,True,high_placeholder_rate;,False
13,Falakata(SC),254022.0,36,DIPAK CHANDRA,15,815.0,,,,13_Form20.pdf,ocr_llamacloud,Alipurduar,North Bengal,338,0.527,0.482,0,163,False,False,high_placeholder_rate;,False
13,Falakata(SC),254022.0,37,candidate_col_1,14,554.0,,,,13_Form20.pdf,ocr_llamacloud,Alipurduar,North Bengal,338,0.527,0.482,0,163,True,True,high_placeholder_rate;,False
13,Falakata(SC),254022.0,37,KSHITISH,285,554.0,,,,13_Form20.pdf,ocr_llamacloud,Alipurduar,North Bengal,338,0.527,0.482,0,163,False,False,high_placeholder_rate;,False
13,Falakata(SC),254022.0,37,DIPAK,217,554.0,,,,13_Form20.pdf,ocr_llamacloud,Alipurduar,North Bengal,338,0.527,0.482,0,163,False,False,high_placeholder_rate;,False
13,Falakata(SC),254022.0,37,SUBHASH,5,554.0,,,,13_Form20.pdf,ocr_llamacloud,Alipurduar,North Bengal,338,0.527,0.482,0,163,False,False,high_placeholder_rate;,False
13,Falakata(SC),254022.0,37,TAPAN,2,554.0,,,,13_Form20.pdf,ocr_llamacloud,Alipurduar,North Bengal,338,0.527,0.482,0,163,False,False,high_placeholder_rate;,False
13,Falakata(SC),254022.0,37,TARANI,3,554.0,,,,13_Form20.pdf,ocr_llamacloud,Alipurduar,North Bengal,338,0.527,0.482,0,163,False,False,high_placeholder_rate;,False
13,Falakata(SC),254022.0,37,candidate_col_7,13,554.0,,,,13_Form20.pdf,ocr_llamacloud,Alipurduar,North Bengal,338,0.527,0.482,0,163,True,True,high_placeholder_rate;,False
13,Falakata(SC),254022.0,37,DIPAK CHANDRA,15,554.0,,,,13_Form20.pdf,ocr_llamacloud,Alipurduar,North Bengal,338,0.527,0.482,0,163,False,False,high_placeholder_rate;,False
13,Falakata(SC),254022.0,37A,candidate_col_1,9,466.0,,,,13_Form20.pdf,ocr_llamacloud,Alipurduar,North Bengal,338,0.527,0.482,0,163,True,True,high_placeholder_rate;,False
13,Falakata(SC),254022.0,37A,KSHITISH,191,466.0,,,,13_Form20.pdf,ocr_llamacloud,Alipurduar,North Bengal,338,0.527,0.482,0,163,False,False,high_placeholder_rate;,False
13,Falakata(SC),254022.0,37A,DIPAK,239,466.0,,,,13_Form20.pdf,ocr_llamacloud,Alipurduar,North Bengal,338,0.527,0.482,0,163,False,False,high_placeholder_rate;,False
13,Falakata(SC),254022.0,37A,SUBHASH,5,466.0,,,,13_Form20.pdf,ocr_llamacloud,Alipurduar,North Bengal,338,0.527,0.482,0,163,False,False,high_placeholder_rate;,False
13,Falakata(SC),254022.0,37A,TAPAN,3,466.0,,,,13_Form20.pdf,ocr_llamacloud,Alipurduar,North Bengal,338,0.527,0.482,0,163,False,False,high_placeholder_rate;,False
13,Falakata(SC),254022.0,37A,TARANI,1,466.0,,,,13_Form20.pdf,ocr_llamacloud,Alipurduar,North Bengal,338,0.527,0.482,0,163,False,False,high_placeholder_rate;,False
13,Falakata(SC),254022.0,37A,candidate_col_7,13,466.0,,,,13_Form20.pdf,ocr_llamacloud,Alipurduar,North Bengal,338,0.527,0.482,0,163,True,True,high_placeholder_rate;,False
13,Falakata(SC),254022.0,37A,DIPAK CHANDRA,5,466.0,,,,13_Form20.pdf,ocr_llamacloud,Alipurduar,North Bengal,338,0.527,0.482,0,163,False,False,high_placeholder_rate;,False
13,Falakata(SC),254022.0,38,candidate_col_1,11,711.0,,,,13_Form20.pdf,ocr_llamacloud,Alipurduar,North Bengal,338,0.527,0.482,0,163,True,True,high_placeholder_rate;,False
13,Falakata(SC),254022.0,38,KSHITISH,306,711.0,,,,13_Form20.pdf,ocr_llamacloud,Alipurduar,North Bengal,338,0.527,0.482,0,163,False,False,high_placeholder_rate;,False
13,Falakata(SC),254022.0,38,DIPAK,359,711.0,,,,13_Form20.pdf,ocr_llamacloud,Alipurduar,North Bengal,338,0.527,0.482,0,163,False,False,high_placeholder_rate;,False
13,Falakata(SC),254022.0,38,SUBHASH,8,711.0,,,,13_Form20.pdf,ocr_llamacloud,Alipurduar,North Bengal,338,0.527,0.482,0,163,False,False,high_placeholder_rate;,False
13,Falakata(SC),254022.0,38,TAPAN,3,711.0,,,,13_Form20.pdf,ocr_llamacloud,Alipurduar,North Bengal,338,0.527,0.482,0,163,False,False,high_placeholder_rate;,False
13,Falakata(SC),254022.0,38,TARANI,2,711.0,,,,13_Form20.pdf,ocr_llamacloud,Alipurduar,North Bengal,338,0.527,0.482,0,163,False,False,high_placeholder_rate;,False
13,Falakata(SC),254022.0,38,candidate_col_7,13,711.0,,,,13_Form20.pdf,ocr_llamacloud,Alipurduar,North Bengal,338,0.527,0.482,0,163,True,True,high_placeholder_rate;,False
13,Falakata(SC),254022.0,38,DIPAK CHANDRA,9,711.0,,,,13_Form20.pdf,ocr_llamacloud,Alipurduar,North Bengal,338,0.527,0.482,0,163,False,False,high_placeholder_rate;,False
13,Falakata(SC),254022.0,39,candidate_col_1,19,881.0,,,,13_Form20.pdf,ocr_llamacloud,Alipurduar,North Bengal,338,0.527,0.482,0,163,True,True,high_placeholder_rate;,False
13,Falakata(SC),254022.0,39,KSHITISH,564,881.0,,,,13_Form20.pdf,ocr_llamacloud,Alipurduar,North Bengal,338,0.527,0.482,0,163,False,False,high_placeholder_rate;,False
13,Falakata(SC),254022.0,39,DIPAK,260,881.0,,,,13_Form20.pdf,ocr_llamacloud,Alipurduar,North Bengal,338,0.527,0.482,0,163,False,False,high_placeholder_rate;,False
13,Falakata(SC),254022.0,39,SUBHASH,9,881.0,,,,13_Form20.pdf,ocr_llamacloud,Alipurduar,North Bengal,338,0.527,0.482,0,163,False,False,high_placeholder_rate;,False
13,Falakata(SC),254022.0,39,TAPAN,0,881.0,,,,13_Form20.pdf,ocr_llamacloud,Alipurduar,North Bengal,338,0.527,0.482,0,163,False,False,high_placeholder_rate;,False
13,Falakata(SC),254022.0,39,TARANI,5,881.0,,,,13_Form20.pdf,ocr_llamacloud,Alipurduar,North Bengal,338,0.527,0.482,0,163,False,False,high_placeholder_rate;,False
13,Falakata(SC),254022.0,39,candidate_col_7,8,881.0,,,,13_Form20.pdf,ocr_llamacloud,Alipurduar,North Bengal,338,0.527,0.482,0,163,True,True,high_placeholder_rate;,False
13,Falakata(SC),254022.0,39,DIPAK CHANDRA,16,881.0,,,,13_Form20.pdf,ocr_llamacloud,Alipurduar,North Bengal,338,0.527,0.482,0,163,False,False,high_placeholder_rate;,False
13,Falakata(SC),254022.0,40,candidate_col_1,19,424.0,,,,13_Form20.pdf,ocr_llamacloud,Alipurduar,North Bengal,338,0.527,0.482,0,163,True,True,high_placeholder_rate;,False
13,Falakata(SC),254022.0,40,KSHITISH,184,424.0,,,,13_Form20.pdf,ocr_llamacloud,Alipurduar,North Bengal,338,0.527,0.482,0,163,False,False,high_placeholder_rate;,False
13,Falakata(SC),254022.0,40,DIPAK,200,424.0,,,,13_Form20.pdf,ocr_llamacloud,Alipurduar,North Bengal,338,0.527,0.482,0,163,False,False,high_placeholder_rate;,False
13,Falakata(SC),254022.0,40,SUBHASH,2,424.0,,,,13_Form20.pdf,ocr_llamacloud,Alipurduar,North Bengal,338,0.527,0.482,0,163,False,False,high_placeholder_rate;,False
13,Falakata(SC),254022.0,40,TAPAN,0,424.0,,,,13_Form20.pdf,ocr_llamacloud,Alipurduar,North Bengal,338,0.527,0.482,0,163,False,False,high_placeholder_rate;,False
13,Falakata(SC),254022.0,40,TARANI,2,424.0,,,,13_Form20.pdf,ocr_llamacloud,Alipurduar,North Bengal,338,0.527,0.482,0,163,False,False,high_placeholder_rate;,False
13,Falakata(SC),254022.0,40,candidate_col_7,4,424.0,,,,13_Form20.pdf,ocr_llamacloud,Alipurduar,North Bengal,338,0.527,0.482,0,163,True,True,high_placeholder_rate;,False
13,Falakata(SC),254022.0,40,DIPAK CHANDRA,13,424.0,,,,13_Form20.pdf,ocr_llamacloud,Alipurduar,North Bengal,338,0.527,0.482,0,163,False,False,high_placeholder_rate;,False
13,Falakata(SC),254022.0,40A,candidate_col_1,16,440.0,,,,13_Form20.pdf,ocr_llamacloud,Alipurduar,North Bengal,338,0.527,0.482,0,163,True,True,high_placeholder_rate;,False
13,Falakata(SC),254022.0,40A,KSHITISH,105,440.0,,,,13_Form20.pdf,ocr_llamacloud,Alipurduar,North Bengal,338,0.527,0.482,0,163,False,False,high_placeholder_rate;,False
13,Falakata(SC),254022.0,40A,DIPAK,304,440.0,,,,13_Form20.pdf,ocr_llamacloud,Alipurduar,North Bengal,338,0.527,0.482,0,163,False,False,high_placeholder_rate;,False
13,Falakata(SC),254022.0,40A,SUBHASH,4,440.0,,,,13_Form20.pdf,ocr_llamacloud,Alipurduar,North Bengal,338,0.527,0.482,0,163,False,False,high_placeholder_rate;,False
13,Falakata(SC),254022.0,40A,TAPAN,0,440.0,,,,13_Form20.pdf,ocr_llamacloud,Alipurduar,North Bengal,338,0.527,0.482,0,163,False,False,high_placeholder_rate;,False
13,Falakata(SC),254022.0,40A,TARANI,2,440.0,,,,13_Form20.pdf,ocr_llamacloud,Alipurduar,North Bengal,338,0.527,0.482,0,163,False,False,high_placeholder_rate;,False
13,Falakata(SC),254022.0,40A,candidate_col_7,7,440.0,,,,13_Form20.pdf,ocr_llamacloud,Alipurduar,North Bengal,338,0.527,0.482,0,163,True,True,high_placeholder_rate;,False
13,Falakata(SC),254022.0,40A,DIPAK CHANDRA,2,440.0,,,,13_Form20.pdf,ocr_llamacloud,Alipurduar,North Bengal,338,0.527,0.482,0,163,False,False,high_placeholder_rate;,False
13,Falakata(SC),254022.0,41,candidate_col_1,17,774.0,,,,13_Form20.pdf,ocr_llamacloud,Alipurduar,North Bengal,338,0.527,0.482,0,163,True,True,high_placeholder_rate;,False
13,Falakata(SC),254022.0,41,KSHITISH,481,774.0,,,,13_Form20.pdf,ocr_llamacloud,Alipurduar,North Bengal,338,0.527,0.482,0,163,False,False,high_placeholder_rate;,False
13,Falakata(SC),254022.0,41,DIPAK,232,774.0,,,,13_Form20.pdf,ocr_llamacloud,Alipurduar,North Bengal,338,0.527,0.482,0,163,False,False,high_placeholder_rate;,False
13,Falakata(SC),254022.0,41,SUBHASH,10,774.0,,,,13_Form20.pdf,ocr_llamacloud,Alipurduar,North Bengal,338,0.527,0.482,0,163,False,False,high_placeholder_rate;,False
13,Falakata(SC),254022.0,41,TAPAN,5,774.0,,,,13_Form20.pdf,ocr_llamacloud,Alipurduar,North Bengal,338,0.527,0.482,0,163,False,False,high_placeholder_rate;,False
13,Falakata(SC),254022.0,41,TARANI,4,774.0,,,,13_Form20.pdf,ocr_llamacloud,Alipurduar,North Bengal,338,0.527,0.482,0,163,False,False,high_placeholder_rate;,False
13,Falakata(SC),254022.0,41,candidate_col_7,17,774.0,,,,13_Form20.pdf,ocr_llamacloud,Alipurduar,North Bengal,338,0.527,0.482,0,163,True,True,high_placeholder_rate;,False
13,Falakata(SC),254022.0,41,DIPAK CHANDRA,8,774.0,,,,13_Form20.pdf,ocr_llamacloud,Alipurduar,North Bengal,338,0.527,0.482,0,163,False,False,high_placeholder_rate;,False
13,Falakata(SC),254022.0,42,candidate_col_1,31,895.0,,,,13_Form20.pdf,ocr_llamacloud,Alipurduar,North Bengal,338,0.527,0.482,0,163,True,True,high_placeholder_rate;,False
13,Falakata(SC),254022.0,42,KSHITISH,494,895.0,,,,13_Form20.pdf,ocr_llamacloud,Alipurduar,North Bengal,338,0.527,0.482,0,163,False,False,high_placeholder_rate;,False
13,Falakata(SC),254022.0,42,DIPAK,318,895.0,,,,13_Form20.pdf,ocr_llamacloud,Alipurduar,North Bengal,338,0.527,0.482,0,163,False,False,high_placeholder_rate;,False
13,Falakata(SC),254022.0,42,SUBHASH,5,895.0,,,,13_Form20.pdf,ocr_llamacloud,Alipurduar,North Bengal,338,0.527,0.482,0,163,False,False,high_placeholder_rate;,False
13,Falakata(SC),254022.0,42,TAPAN,11,895.0,,,,13_Form20.pdf,ocr_llamacloud,Alipurduar,North Bengal,338,0.527,0.482,0,163,False,False,high_placeholder_rate;,False
13,Falakata(SC),254022.0,42,TARANI,5,895.0,,,,13_Form20.pdf,ocr_llamacloud,Alipurduar,North Bengal,338,0.527,0.482,0,163,False,False,high_placeholder_rate;,False
13,Falakata(SC),254022.0,42,candidate_col_7,12,895.0,,,,13_Form20.pdf,ocr_llamacloud,Alipurduar,North Bengal,338,0.527,0.482,0,163,True,True,high_placeholder_rate;,False
13,Falakata(SC),254022.0,42,DIPAK CHANDRA,19,895.0,,,,13_Form20.pdf,ocr_llamacloud,Alipurduar,North Bengal,338,0.527,0.482,0,163,False,False,high_placeholder_rate;,False
13,Falakata(SC),254022.0,43,candidate_col_1,11,534.0,,,,13_Form20.pdf,ocr_llamacloud,Alipurduar,North Bengal,338,0.527,0.482,0,163,True,True,high_placeholder_rate;,False
13,Falakata(SC),254022.0,43,KSHITISH,178,534.0,,,,13_Form20.pdf,ocr_llamacloud,Alipurduar,North Bengal,338,0.527,0.482,0,163,False,False,high_placeholder_rate;,False
13,Falakata(SC),254022.0,43,DIPAK,327,534.0,,,,13_Form20.pdf,ocr_llamacloud,Alipurduar,North Bengal,338,0.527,0.482,0,163,False,False,high_placeholder_rate;,False
