ac_no,ac_name,iterations,mean_bjp_votes,mean_tmc_votes,bjp_win_probability,tmc_win_probability,expected_margin,turnout_change,sir_deletion_factor,tmc_to_bjp_swing,noise_sd,ac_noise_sd
33,Hemtabad (SC),20000,49882.315132646254,65025.49968216821,0.0501,0.9499,-15143.184549521959,0.0,0.0,0.0,0.015,0.04
34,Kaliaganj (SC),20000,129941.38898370104,104495.6110163001,0.9164,0.0836,25445.777967400943,0.0,0.0,0.0,0.015,0.04
35,Raiganj,20000,41906.77003547899,30992.68532166422,0.96915,0.03085,10914.084713814771,0.0,0.0,0.0,0.015,0.04
36,Itahar,20000,37005.665894850856,59987.3341051486,0.00115,0.99885,-22981.668210297747,0.0,0.0,0.0,0.015,0.04
37,Kushmandi (SC),20000,51517.05011518033,59938.7163518851,0.1718,0.8282,-8421.666236704772,0.0,0.0,0.0,0.015,0.04
38,Kumarganj,20000,33504.47096844075,49888.15403155944,0.0078,0.9922,-16383.68306311869,0.0,0.0,0.0,0.015,0.04
39,Balurghat,20000,53283.5396847492,43368.15167327585,0.8997,0.1003,9915.388011473358,0.0,0.0,0.0,0.015,0.04
40,Tapan (ST),20000,55531.048173940886,54456.63556099911,0.54875,0.45125,1074.4126129417778,0.0,0.0,0.0,0.015,0.04
41,Gangarampur (SC),20000,60629.86118990903,57574.653780150904,0.62975,0.37025,3055.2074097581267,0.0,0.0,0.0,0.015,0.04
42,Harirampur,20000,102935.76855851087,135084.53596823761,0.0469,0.9531,-32148.767409726737,0.0,0.0,0.0,0.015,0.04
43,Habibpur (ST),20000,107885.52314242139,85441.0959051985,0.92875,0.07125,22444.427237222884,0.0,0.0,0.0,0.015,0.04
44,Gazole (SC),20000,105901.23949880841,50837.76050119048,1.0,0.0,55063.47899761794,0.0,0.0,0.0,0.015,0.04
45,Chanchal,20000,32724.417992774408,78115.6589303031,0.0,1.0,-45391.2409375287,0.0,0.0,0.0,0.015,0.04
46,Harishchandrapur,20000,23331.50756976034,63546.99243023958,0.0,1.0,-40215.48486047924,0.0,0.0,0.0,0.015,0.04
47,Malatipur,20000,19340.194508244487,101793.80549175615,0.0,1.0,-82453.61098351167,0.0,0.0,0.0,0.015,0.04
48,Ratua,20000,145354.73321051014,128185.26678949011,0.8687,0.1313,17169.46642102003,0.0,0.0,0.0,0.015,0.04
49,Manikchak,20000,170712.57049540523,22657.429504594933,1.0,0.0,148055.1409908103,0.0,0.0,0.0,0.015,0.04
50,Maldaha,20000,49013.14406390371,40949.855936096326,0.86995,0.13005,8063.288127807379,0.0,0.0,0.0,0.015,0.04
51,English Bazar,20000,157055.31451973226,127608.34732997962,0.89955,0.10045,29446.96718975265,0.0,0.0,0.0,0.015,0.04
52,Mothabari,20000,57798.84516239303,137934.0149412342,0.0,1.0,-80135.16977884117,0.0,0.0,0.0,0.015,0.04
53,Sujapur,20000,33674.39150648318,167106.60849351634,0.0,1.0,-133432.21698703317,0.0,0.0,0.0,0.015,0.04
54,Baisnabnagar,20000,94593.57686661255,126692.4231333884,0.01435,0.98565,-32098.846266775847,0.0,0.0,0.0,0.015,0.04
