ac_no,ac_name,iterations,mean_bjp_votes,mean_tmc_votes,bjp_win_probability,tmc_win_probability,expected_margin,turnout_change,sir_deletion_factor,tmc_to_bjp_swing,noise_sd,ac_noise_sd,scenario
22,Kalimpong,20000,75434.40467476763,2857.720959034206,1.0,0.0,72576.68371573344,0.02,0.0,-0.03,0.015,0.04,tmc_consolidation
23,Darjeeling,20000,198682.5913813521,34549.5886186479,1.0,0.0,164133.00276270419,0.02,0.0,-0.03,0.015,0.04,tmc_consolidation
24,Kurseong,20000,153352.03217525536,5822.757055515464,1.0,0.0,147529.27511973988,0.02,0.0,-0.03,0.015,0.04,tmc_consolidation
25,Matigara-Naxalbari (SC),20000,125954.56218179376,70851.9193817248,0.9998,0.0002,55102.64280006896,0.02,0.0,-0.03,0.015,0.04,tmc_consolidation
26,Siliguri,20000,45391.726105523696,31013.923894475905,0.991,0.009,14377.802211047787,0.02,0.0,-0.03,0.015,0.04,tmc_consolidation
27,Phansidewa (ST),20000,54178.57733687073,45156.672663129124,0.8704,0.1296,9021.904673741608,0.02,0.0,-0.03,0.015,0.04,tmc_consolidation
28,Chopra,20000,57295.20775964888,136915.44387078602,0.0,1.0,-79620.23611113714,0.02,0.0,-0.03,0.015,0.04,tmc_consolidation
29,Islampur,20000,6068.547505877956,12970.77249412206,0.0,1.0,-6902.224988244105,0.02,0.0,-0.03,0.015,0.04,tmc_consolidation
30,Goalpokhar,20000,16520.754918895087,22861.44508110485,0.00805,0.99195,-6340.690162209761,0.02,0.0,-0.03,0.015,0.04,tmc_consolidation
31,Chakulia,20000,31366.859214499957,58772.345400884435,5e-05,0.99995,-27405.48618638448,0.02,0.0,-0.03,0.015,0.04,tmc_consolidation
32,Karandighi,20000,54294.344407855926,93480.19559214379,0.0,1.0,-39185.85118428787,0.02,0.0,-0.03,0.015,0.04,tmc_consolidation
33,Hemtabad (SC),20000,47363.78230196578,69842.18880914497,0.0071,0.9929,-22478.40650717918,0.02,0.0,-0.03,0.015,0.04,tmc_consolidation
34,Kaliaganj (SC),20000,125558.34856049997,113567.39143949993,0.7412,0.2588,11990.957121000052,0.02,0.0,-0.03,0.015,0.04,tmc_consolidation
35,Raiganj,20000,40514.182102259685,33843.26236202592,0.87015,0.12985,6670.919740233767,0.02,0.0,-0.03,0.015,0.04,tmc_consolidation
36,Itahar,20000,34777.7934127482,64155.06658725203,0.0,1.0,-29377.273174503833,0.02,0.0,-0.03,0.015,0.04,tmc_consolidation
37,Kushmandi (SC),20000,49136.844663592005,64548.03713281529,0.04345,0.95655,-15411.192469223284,0.02,0.0,-0.03,0.015,0.04,tmc_consolidation
38,Kumarganj,20000,31622.746062809336,53437.73143719075,0.00065,0.99935,-21814.985374381413,0.02,0.0,-0.03,0.015,0.04,tmc_consolidation
39,Balurghat,20000,51391.66872288846,47193.056462296525,0.70275,0.29725,4198.612260591942,0.02,0.0,-0.03,0.015,0.04,tmc_consolidation
40,Tapan (ST),20000,53276.046015130545,58911.39139450821,0.2693,0.7307,-5635.345379377663,0.02,0.0,-0.03,0.015,0.04,tmc_consolidation
41,Gangarampur (SC),20000,58225.40025562313,62343.205013837585,0.3344,0.6656,-4117.804758214462,0.02,0.0,-0.03,0.015,0.04,tmc_consolidation
42,Harirampur,20000,97711.06261116422,145069.64800612023,0.0085,0.9915,-47358.585394956004,0.02,0.0,-0.03,0.015,0.04,tmc_consolidation
43,Habibpur (ST),20000,104127.43906241267,93065.71236615915,0.7569,0.2431,11061.726696253514,0.02,0.0,-0.03,0.015,0.04,tmc_consolidation
44,Gazole (SC),20000,104176.12090836793,55697.65909163195,1.0,0.0,48478.46181673598,0.02,0.0,-0.03,0.015,0.04,tmc_consolidation
45,Chanchal,20000,29987.199998783402,83069.67846275464,0.0,1.0,-53082.47846397124,0.02,0.0,-0.03,0.015,0.04,tmc_consolidation
46,Harishchandrapur,20000,21139.65562115568,67476.41437884452,0.0,1.0,-46336.75875768885,0.02,0.0,-0.03,0.015,0.04,tmc_consolidation
47,Malatipur,20000,17064.468949141832,106492.21105085775,0.0,1.0,-89427.7421017159,0.02,0.0,-0.03,0.015,0.04,tmc_consolidation
48,Ratua,20000,142524.49753035078,136486.3024696487,0.64505,0.35495,6038.195060702062,0.02,0.0,-0.03,0.015,0.04,tmc_consolidation
49,Manikchak,20000,169286.39615667064,27951.003843328883,1.0,0.0,141335.39231334176,0.02,0.0,-0.03,0.015,0.04,tmc_consolidation
50,Maldaha,20000,47240.53914518162,44521.72085481818,0.64395,0.35605,2718.818290363437,0.02,0.0,-0.03,0.015,0.04,tmc_consolidation
51,English Bazar,20000,151485.71275752565,138871.2223291796,0.70805,0.29195,12614.490428346038,0.02,0.0,-0.03,0.015,0.04,tmc_consolidation
52,Mothabari,20000,52965.39654646918,146682.12075922923,0.0,1.0,-93716.72421276005,0.02,0.0,-0.03,0.015,0.04,tmc_consolidation
53,Sujapur,20000,31750.32800725504,173046.29199274429,0.0,1.0,-141295.96398548922,0.02,0.0,-0.03,0.015,0.04,tmc_consolidation
54,Baisnabnagar,20000,90938.02571177876,134773.69428822096,0.00195,0.99805,-43835.66857644219,0.02,0.0,-0.03,0.015,0.04,tmc_consolidation
1,Mekliganj (SC),20000,40336.69371789441,58041.586282105556,0.0112,0.9888,-17704.892564211135,-0.01,0.0,-0.05,0.015,0.04,tmc_defence
2,Mathabhanga (SC),20000,74452.38147648261,70133.60957491925,0.6447,0.3553,4318.771901563358,-0.01,0.0,-0.05,0.015,0.04,tmc_defence
3,Cooch Behar Uttar (SC),20000,58250.96742773753,62487.45257226215,0.3302,0.6698,-4236.48514452461,-0.01,0.0,-0.05,0.015,0.04,tmc_defence
4,Cooch Behar Dakshin,20000,53238.63759064478,61580.2069905069,0.1861,0.8139,-8341.569399862117,-0.01,0.0,-0.05,0.015,0.04,tmc_defence
5,Sitalkuchi (SC),20000,12895.858273356427,12764.94172664354,0.52165,0.47835,130.9165467128888,-0.01,0.0,-0.05,0.015,0.04,tmc_defence
6,Sitai (SC),20000,58541.67086283734,78355.70131107533,0.03575,0.96425,-19814.03044823799,-0.01,0.0,-0.05,0.015,0.04,tmc_defence
7,Dinhata,20000,51761.242598852936,59445.457401147614,0.1523,0.8477,-7684.214802294678,-0.01,0.0,-0.05,0.015,0.04,tmc_defence
8,Natabari,20000,69184.22695491002,66965.89318022471,0.5804,0.4196,2218.3337746852994,-0.01,0.0,-0.05,0.015,0.04,tmc_defence
9,Tufanganj,20000,82140.68603844612,73143.91580734808,0.76485,0.23515,8996.770231098031,-0.01,0.0,-0.05,0.015,0.04,tmc_defence
10,Kumargram (ST),20000,76455.72552901792,84224.3277010705,0.27225,0.72775,-7768.602172052586,-0.01,0.0,-0.05,0.015,0.04,tmc_defence
11,Kalchini (ST),20000,49966.261743456,44249.55355066138,0.77505,0.22495,5716.708192794621,-0.01,0.0,-0.05,0.015,0.04,tmc_defence
12,Alipurduars,20000,78253.55705862054,81533.57216012935,0.4005,0.5995,-3280.015101508808,-0.01,0.0,-0.05,0.015,0.04,tmc_defence
13,Falakata,20000,102784.96995730349,120891.67004269731,0.15305,0.84695,-18106.700085393823,-0.01,0.0,-0.05,0.015,0.04,tmc_defence
14,Madarihat,20000,49170.78944705293,40584.28331156795,0.8834,0.1166,8586.506135484982,-0.01,0.0,-0.05,0.015,0.04,tmc_defence
15,Dhupguri (SC),20000,71787.12424830283,84250.70634575632,0.15625,0.84375,-12463.582097453487,-0.01,0.0,-0.05,0.015,0.04,tmc_defence
16,Maynaguri (SC),20000,81429.36911206263,89244.85014641169,0.28515,0.71485,-7815.481034349048,-0.01,0.0,-0.05,0.015,0.04,tmc_defence
17,Jalpaiguri (SC),20000,50456.65456876378,62340.51136873595,0.0939,0.9061,-11883.856799972165,-0.01,0.0,-0.05,0.015,0.04,tmc_defence
18,Rajganj (SC),20000,41214.77768703522,59590.48731296457,0.01145,0.98855,-18375.70962592935,-0.01,0.0,-0.05,0.015,0.04,tmc_defence
19,Dabgram-Phulbari,20000,60768.01428451688,58512.63071548304,0.5931,0.4069,2255.3835690338374,-0.01,0.0,-0.05,0.015,0.04,tmc_defence
20,Mal (ST),20000,101066.42142374435,82572.63857625602,0.9253,0.0747,18493.78284748833,-0.01,0.0,-0.05,0.015,0.04,tmc_defence
21,Nagrakata (ST),20000,54323.45293626747,49949.57634944663,0.6994,0.3006,4373.876586820841,-0.01,0.0,-0.05,0.015,0.04,tmc_defence
22,Kalimpong,20000,71960.4445006824,4028.9715556556716,1.0,0.0,67931.47294502672,-0.01,0.0,-0.05,0.015,0.04,tmc_defence
23,Darjeeling,20000,189446.3033046495,36926.106695350405,1.0,0.0,152520.1966092991,-0.01,0.0,-0.05,0.015,0.04,tmc_defence
24,Kurseong,20000,146292.94902726103,8200.228755545533,1.0,0.0,138092.7202717155,-0.01,0.0,-0.05,0.015,0.04,tmc_defence
25,Matigara-Naxalbari (SC),20000,118429.65512256672,72588.40051261251,0.9985,0.0015,45841.254609954216,-0.01,0.0,-0.05,0.015,0.04,tmc_defence
26,Siliguri,20000,42573.50683771442,31584.91816228558,0.97025,0.02975,10988.588675428844,-0.01,0.0,-0.05,0.015,0.04,tmc_defence
27,Phansidewa (ST),20000,50656.817268139384,45756.80773186065,0.7344,0.2656,4900.009536278731,-0.01,0.0,-0.05,0.015,0.04,tmc_defence
28,Chopra,20000,51840.08311742085,136658.49052388364,0.0,1.0,-84818.40740646278,-0.01,0.0,-0.05,0.015,0.04,tmc_defence
29,Islampur,20000,5632.141303369689,12847.198696630392,0.0,1.0,-7215.057393260702,-0.01,0.0,-0.05,0.015,0.04,tmc_defence
30,Goalpokhar,20000,15524.017829367122,22699.88217063281,0.0016,0.9984,-7175.8643412656875,-0.01,0.0,-0.05,0.015,0.04,tmc_defence
31,Chakulia,20000,28694.54350095131,58793.50803751031,0.0,1.0,-30098.964536559004,-0.01,0.0,-0.05,0.015,0.04,tmc_defence
32,Karandighi,20000,51337.65519248116,92090.57480751984,0.0,1.0,-40752.91961503868,-0.01,0.0,-0.05,0.015,0.04,tmc_defence
33,Hemtabad (SC),20000,43695.55514798595,70063.18151868033,0.00205,0.99795,-26367.626370694386,-0.01,0.0,-0.05,0.015,0.04,tmc_defence
34,Kaliaganj (SC),20000,117412.82839079332,114679.80160920696,0.5564,0.4436,2733.026781586361,-0.01,0.0,-0.05,0.015,0.04,tmc_defence
35,Raiganj,20000,37879.17929494567,34291.28150862619,0.73325,0.26675,3587.8977863194823,-0.01,0.0,-0.05,0.015,0.04,tmc_defence
36,Itahar,20000,31834.455735902236,64188.614264097836,0.0,1.0,-32354.158528195596,-0.01,0.0,-0.05,0.015,0.04,tmc_defence
37,Kushmandi (SC),20000,45484.81917390884,64856.3896284863,0.01345,0.98655,-19371.570454577457,-0.01,0.0,-0.05,0.015,0.04,tmc_defence
38,Kumarganj,20000,29041.491321256268,53517.20742874373,5e-05,0.99995,-24475.716107487457,-0.01,0.0,-0.05,0.015,0.04,tmc_defence
39,Balurghat,20000,47966.44556567965,47718.728878764814,0.5134,0.4866,247.71668691483737,-0.01,0.0,-0.05,0.015,0.04,tmc_defence
40,Tapan (ST),20000,49531.347347322284,59356.459550268424,0.13245,0.86755,-9825.112202946138,-0.01,0.0,-0.05,0.015,0.04,tmc_defence
41,Gangarampur (SC),20000,54172.43908699145,62850.03073336739,0.17545,0.82455,-8677.591646375942,-0.01,0.0,-0.05,0.015,0.04,tmc_defence
42,Harirampur,20000,90124.40579885259,145515.6956826296,0.0017,0.9983,-55391.289883777,-0.01,0.0,-0.05,0.015,0.04,tmc_defence
43,Habibpur (ST),20000,97237.00026813996,94156.35258900357,0.58,0.42,3080.6476791364075,-0.01,0.0,-0.05,0.015,0.04,tmc_defence
44,Gazole (SC),20000,98544.85026172367,56626.759738276625,1.0,0.0,41918.09052344705,-0.01,0.0,-0.05,0.015,0.04,tmc_defence
45,Chanchal,20000,26910.590005154234,82821.08614869202,0.0,1.0,-55910.496143537785,-0.01,0.0,-0.05,0.015,0.04,tmc_defence
46,Harishchandrapur,20000,18797.7067440627,67212.0082559372,0.0,1.0,-48414.301511874495,-0.01,0.0,-0.05,0.015,0.04,tmc_defence
47,Malatipur,20000,15171.887672801486,104750.77232719853,0.0,1.0,-89578.88465439704,-0.01,0.0,-0.05,0.015,0.04,tmc_defence
48,Ratua,20000,134738.6969577312,136065.90304226865,0.4493,0.5507,-1327.2060845374347,-0.01,0.0,-0.05,0.015,0.04,tmc_defence
49,Manikchak,20000,160824.3685964653,30611.9314035348,1.0,0.0,130212.4371929305,-0.01,0.0,-0.05,0.015,0.04,tmc_defence
50,Maldaha,20000,44069.8441232648,44993.525876735264,0.44845,0.55155,-923.6817534704685,-0.01,0.0,-0.05,0.015,0.04,tmc_defence
51,English Bazar,20000,141393.91011297368,140423.1151182391,0.5164,0.4836,970.7949947345973,-0.01,0.0,-0.05,0.015,0.04,tmc_defence
52,Mothabari,20000,47532.080135639306,146243.45136695055,0.0,1.0,-98711.37123131125,-0.01,0.0,-0.05,0.015,0.04,tmc_defence
53,Sujapur,20000,29660.707239212687,169112.4827607881,0.0,1.0,-139451.77552157542,-0.01,0.0,-0.05,0.015,0.04,tmc_defence
54,Baisnabnagar,20000,84837.79047111345,134235.34952888696,0.0005,0.9995,-49397.55905777352,-0.01,0.0,-0.05,0.015,0.04,tmc_defence
