ac_no,ac_name,iterations,mean_bjp_votes,mean_tmc_votes,bjp_win_probability,tmc_win_probability,expected_margin,turnout_change,sir_deletion_factor,tmc_to_bjp_swing,noise_sd,ac_noise_sd,scenario_id,scenario,predicted_winner,winner_probability,confidence_pct,margin_probability_gap,confidence_bucket
18,Rajganj (SC),20000,39820.8774843902,39901.53428031519,0.4964,0.5036,-80.6567959249854,0.0,0.0,0.04,0.015,0.04,bjp_surge,BJP surge +4pp,TMC,0.5036,50.36,0.00720000000000004,competitive
19,Dabgram-Phulbari,20000,40807.72128961668,27225.35609133567,0.99425,0.00575,13582.365198281002,0.0,0.0,0.04,0.015,0.04,bjp_surge,BJP surge +4pp,BJP,0.99425,99.42,0.9884999999999999,high_confidence
20,Mal (ST),20000,48628.33034869902,38487.66965130085,0.9756,0.0244,10140.660697398174,0.0,0.0,0.04,0.015,0.04,bjp_surge,BJP surge +4pp,BJP,0.9756,97.56,0.9512,high_confidence
21,Nagrakata (ST),20000,27686.31440515013,17621.25052991474,0.9965,0.0035,10065.063875235384,0.0,0.0,0.04,0.015,0.04,bjp_surge,BJP surge +4pp,BJP,0.9965,99.65,0.9930000000000001,high_confidence
22,Kalimpong,20000,46762.92287443639,180.58416782226843,1.0,0.0,46582.33870661413,0.0,0.0,0.04,0.015,0.04,bjp_surge,BJP surge +4pp,BJP,1.0,100.0,1.0,high_confidence
23,Darjeeling,20000,194483.877557842,31237.12244215699,1.0,0.0,163246.75511568502,0.0,0.0,0.04,0.015,0.04,bjp_surge,BJP surge +4pp,BJP,1.0,100.0,1.0,high_confidence
24,Kurseong,20000,188213.7343622213,763.7769499603937,1.0,0.0,187449.95741226088,0.0,0.0,0.04,0.015,0.04,bjp_surge,BJP surge +4pp,BJP,1.0,100.0,1.0,high_confidence
25,Matigara-Naxalbari (SC),20000,112597.40445553964,45971.88056074734,1.0,0.0,66625.52389479232,0.0,0.0,0.04,0.015,0.04,bjp_surge,BJP surge +4pp,BJP,1.0,100.0,1.0,high_confidence
26,Siliguri,20000,10756.56172240558,5439.438277594347,1.0,0.0,5317.123444811232,0.0,0.0,0.04,0.015,0.04,bjp_surge,BJP surge +4pp,BJP,1.0,100.0,1.0,high_confidence
27,Phansidewa (ST),20000,9443.25099797932,5888.749002020612,0.9978,0.0022,3554.50199595871,0.0,0.0,0.04,0.015,0.04,bjp_surge,BJP surge +4pp,BJP,0.9978,99.78,0.9956,high_confidence
28,Chopra,20000,64268.37201990424,112123.147907632,0.0003,0.9997,-47854.775887727774,0.0,0.0,0.04,0.015,0.04,bjp_surge,BJP surge +4pp,TMC,0.9997,99.97,0.9994000000000001,high_confidence
29,Islampur,20000,7433.762556977364,13944.237443022674,5e-05,0.99995,-6510.47488604531,0.0,0.0,0.04,0.015,0.04,bjp_surge,BJP surge +4pp,TMC,0.99995,100.0,0.9999,high_confidence
30,Goalpokhar,20000,24225.68456609905,36347.31543390088,0.0025,0.9975,-12121.630867801836,0.0,0.0,0.04,0.015,0.04,bjp_surge,BJP surge +4pp,TMC,0.9975,99.75,0.9950000000000001,high_confidence
31,Chakulia,20000,19115.24853410235,26577.751465897694,0.01955,0.98045,-7462.502931795347,0.0,0.0,0.04,0.015,0.04,bjp_surge,BJP surge +4pp,TMC,0.98045,98.04,0.9609000000000001,high_confidence
32,Karandighi,20000,54809.01334654403,76652.98665345587,0.00025,0.99975,-21843.97330691184,0.0,0.0,0.04,0.015,0.04,bjp_surge,BJP surge +4pp,TMC,0.99975,99.98,0.9995,high_confidence
33,Hemtabad (SC),20000,64739.43778503122,71957.93258533959,0.2548,0.7452,-7218.494800308359,0.0,0.0,0.04,0.015,0.04,bjp_surge,BJP surge +4pp,TMC,0.7452,74.52,0.49039999999999995,lean
34,Kaliaganj (SC),20000,128311.5092417625,87280.49075823765,0.99235,0.00765,41031.01848352485,0.0,0.0,0.04,0.015,0.04,bjp_surge,BJP surge +4pp,BJP,0.99235,99.24,0.9846999999999999,high_confidence
35,Raiganj,20000,23811.45118923097,14926.772025054675,0.99775,0.00225,8884.679164176297,0.0,0.0,0.04,0.015,0.04,bjp_surge,BJP surge +4pp,BJP,0.99775,99.78,0.9955,high_confidence
36,Itahar,20000,26997.22374184978,37101.77625815001,0.0242,0.9758,-10104.552516300226,0.0,0.0,0.04,0.015,0.04,bjp_surge,BJP surge +4pp,TMC,0.9758,97.58,0.9516,high_confidence
37,Kushmandi (SC),20000,46149.5338061216,45658.5709842978,0.5247,0.4753,490.9628218237996,0.0,0.0,0.04,0.015,0.04,bjp_surge,BJP surge +4pp,BJP,0.5247,52.47,0.049400000000000055,competitive
38,Kumarganj,20000,28954.16435824706,36557.835641752754,0.0701,0.9299,-7603.671283505696,0.0,0.0,0.04,0.015,0.04,bjp_surge,BJP surge +4pp,TMC,0.9299,92.99,0.8597999999999999,high_confidence
39,Balurghat,20000,53002.13093388913,36655.28881919731,0.98885,0.01115,16346.842114691824,0.0,0.0,0.04,0.015,0.04,bjp_surge,BJP surge +4pp,BJP,0.98885,98.88,0.9777,high_confidence
40,Tapan (ST),20000,54025.43529487015,45128.14000633463,0.86995,0.13005,8897.295288535523,0.0,0.0,0.04,0.015,0.04,bjp_surge,BJP surge +4pp,BJP,0.86995,87.0,0.7399,likely
41,Gangarampur (SC),20000,52402.386194670966,42306.16769754446,0.9099,0.0901,10096.218497126509,0.0,0.0,0.04,0.015,0.04,bjp_surge,BJP surge +4pp,BJP,0.9099,90.99,0.8198000000000001,high_confidence
42,Harirampur,20000,73862.18941417706,82242.17684096706,0.25065,0.74935,-8379.98742679,0.0,0.0,0.04,0.015,0.04,bjp_surge,BJP surge +4pp,TMC,0.74935,74.94,0.4987,lean
43,Habibpur (ST),20000,115299.30362369034,77582.12494773856,0.9938,0.0062,37717.17867595178,0.0,0.0,0.04,0.015,0.04,bjp_surge,BJP surge +4pp,BJP,0.9938,99.38,0.9876,high_confidence
44,Gazole (SC),20000,92620.51048015256,46957.48951984756,1.0,0.0,45663.02096030502,0.0,0.0,0.04,0.015,0.04,bjp_surge,BJP surge +4pp,BJP,1.0,100.0,1.0,high_confidence
45,Chanchal,20000,46411.86412173171,91876.83271084711,5e-05,0.99995,-45464.968589115415,0.0,0.0,0.04,0.015,0.04,bjp_surge,BJP surge +4pp,TMC,0.99995,100.0,0.9999,high_confidence
46,Harishchandrapur,20000,11586.548547829596,25918.853237884632,0.0,1.0,-14332.304690055036,0.0,0.0,0.04,0.015,0.04,bjp_surge,BJP surge +4pp,TMC,1.0,100.0,1.0,high_confidence
47,Malatipur,20000,22198.568715468573,88297.43128453204,0.0,1.0,-66098.86256906347,0.0,0.0,0.04,0.015,0.04,bjp_surge,BJP surge +4pp,TMC,1.0,100.0,1.0,high_confidence
48,Ratua,20000,147014.64158287935,65261.35841711956,1.0,0.0,81753.28316575979,0.0,0.0,0.04,0.015,0.04,bjp_surge,BJP surge +4pp,BJP,1.0,100.0,1.0,high_confidence
49,Manikchak,20000,163426.00554975675,15737.994450242924,1.0,0.0,147688.01109951385,0.0,0.0,0.04,0.015,0.04,bjp_surge,BJP surge +4pp,BJP,1.0,100.0,1.0,high_confidence
50,Maldaha,20000,21420.433986347307,15190.566013652711,0.98285,0.01715,6229.867972694594,0.0,0.0,0.04,0.015,0.04,bjp_surge,BJP surge +4pp,BJP,0.98285,98.28,0.9657,high_confidence
51,English Bazar,20000,158513.1087662498,109372.5733146764,0.98845,0.01155,49140.53545157337,0.0,0.0,0.04,0.015,0.04,bjp_surge,BJP surge +4pp,BJP,0.98845,98.84,0.9769000000000001,high_confidence
52,Mothabari,20000,40161.12240239817,79770.87759760175,0.0,1.0,-39609.75519520358,0.0,0.0,0.04,0.015,0.04,bjp_surge,BJP surge +4pp,TMC,1.0,100.0,1.0,high_confidence
53,Sujapur,20000,26586.384080143493,123534.61591985692,0.0,1.0,-96948.2318397134,0.0,0.0,0.04,0.015,0.04,bjp_surge,BJP surge +4pp,TMC,1.0,100.0,1.0,high_confidence
54,Baisnabnagar,20000,43405.627268949786,86188.3727310499,0.0,1.0,-42782.74546210011,0.0,0.0,0.04,0.015,0.04,bjp_surge,BJP surge +4pp,TMC,1.0,100.0,1.0,high_confidence
1,Mekliganj (SC),20000,28936.6675935636,38354.33240643655,0.03975,0.96025,-9417.664812872952,0.0,0.0,-0.03,0.015,0.04,tmc_consolidation,TMC consolidation -3pp,TMC,0.96025,96.02,0.9205000000000001,high_confidence
2,Mathabhanga (SC),20000,68420.60544772702,59414.36885133784,0.80735,0.19265,9006.236596389186,0.0,0.0,-0.03,0.015,0.04,tmc_consolidation,TMC consolidation -3pp,BJP,0.80735,80.74,0.6147,likely
3,Cooch Behar Uttar (SC),20000,40486.114687240646,40154.29627166367,0.5218,0.4782,331.8184155769765,0.0,0.0,-0.03,0.015,0.04,tmc_consolidation,TMC consolidation -3pp,BJP,0.5218,52.18,0.04360000000000003,competitive
4,Cooch Behar Dakshin,20000,58492.559190439344,62495.6502336448,0.33875,0.66125,-4003.091043205452,0.0,0.0,-0.03,0.015,0.04,tmc_consolidation,TMC consolidation -3pp,TMC,0.66125,66.12,0.3225,lean
5,Sitalkuchi (SC),20000,14835.238300632218,12564.76169936774,0.8473,0.1527,2270.476601264477,0.0,0.0,-0.03,0.015,0.04,tmc_consolidation,TMC consolidation -3pp,BJP,0.8473,84.73,0.6946000000000001,likely
6,Sitai (SC),20000,41822.34839384408,51604.1081278951,0.09495,0.90505,-9781.759734051018,0.0,0.0,-0.03,0.015,0.04,tmc_consolidation,TMC consolidation -3pp,TMC,0.90505,90.5,0.8101,high_confidence
7,Dinhata,20000,60869.69918550711,67532.30081449277,0.21985,0.78015,-6662.601628985667,0.0,0.0,-0.03,0.015,0.04,tmc_consolidation,TMC consolidation -3pp,TMC,0.78015,78.02,0.5603,likely
8,Natabari,20000,77760.75668712781,69412.73880836704,0.7581,0.2419,8348.017878760767,0.0,0.0,-0.03,0.015,0.04,tmc_consolidation,TMC consolidation -3pp,BJP,0.7581,75.81,0.5162,likely
9,Tufanganj,20000,86031.6998852355,70697.99871289547,0.888,0.112,15333.701172340036,0.0,0.0,-0.03,0.015,0.04,tmc_consolidation,TMC consolidation -3pp,BJP,0.888,88.8,0.776,likely
10,Kumargram (ST),20000,82341.71403311806,83677.90322351927,0.46075,0.53925,-1336.1891904012084,0.0,0.0,-0.03,0.015,0.04,tmc_consolidation,TMC consolidation -3pp,TMC,0.53925,53.92,0.07850000000000001,competitive
11,Kalchini (ST),20000,24750.09562731571,20221.031823664744,0.8962,0.1038,4529.063803650966,0.0,0.0,-0.03,0.015,0.04,tmc_consolidation,TMC consolidation -3pp,BJP,0.8962,89.62,0.7924,likely
12,Alipurduars,20000,60077.44497646265,57665.20346103732,0.6039,0.3961,2412.2415154253363,0.0,0.0,-0.03,0.015,0.04,tmc_consolidation,TMC consolidation -3pp,BJP,0.6039,60.39,0.20779999999999998,lean
13,Falakata,20000,97445.9332043748,105538.06679562536,0.30825,0.69175,-8092.133591250586,0.0,0.0,-0.03,0.015,0.04,tmc_consolidation,TMC consolidation -3pp,TMC,0.69175,69.18,0.38349999999999995,lean
14,Madarihat,20000,54088.713067806006,41069.28693219361,0.957,0.043,13019.4261356124,0.0,0.0,-0.03,0.015,0.04,tmc_consolidation,TMC consolidation -3pp,BJP,0.957,95.7,0.9139999999999999,high_confidence
15,Dhupguri (SC),20000,77452.85073739586,83652.53540121808,0.31355,0.68645,-6199.684663822221,0.0,0.0,-0.03,0.015,0.04,tmc_consolidation,TMC consolidation -3pp,TMC,0.68645,68.64,0.3729,lean
16,Maynaguri (SC),20000,74509.83499481164,75338.09085264572,0.47445,0.52555,-828.2558578340769,0.0,0.0,-0.03,0.015,0.04,tmc_consolidation,TMC consolidation -3pp,TMC,0.52555,52.55,0.05109999999999998,competitive
17,Jalpaiguri (SC),20000,51558.437737076056,58662.10913792393,0.2125,0.7875,-7103.671400847876,0.0,0.0,-0.03,0.015,0.04,tmc_consolidation,TMC consolidation -3pp,TMC,0.7875,78.75,0.575,likely
18,Rajganj (SC),20000,34232.351345862044,45490.06041884405,0.04,0.96,-11257.709072982008,0.0,0.0,-0.03,0.015,0.04,tmc_consolidation,TMC consolidation -3pp,TMC,0.96,96.0,0.9199999999999999,high_confidence
19,Dabgram-Phulbari,20000,36030.32065112755,32002.75672982509,0.76955,0.23045,4027.563921302456,0.0,0.0,-0.03,0.015,0.04,tmc_consolidation,TMC consolidation -3pp,BJP,0.76955,76.96,0.5390999999999999,likely
20,Mal (ST),20000,44162.78247400191,42953.21752599807,0.58925,0.41075,1209.5649480038344,0.0,0.0,-0.03,0.015,0.04,tmc_consolidation,TMC consolidation -3pp,BJP,0.58925,58.92,0.17850000000000005,competitive
21,Nagrakata (ST),20000,24503.06808473215,20804.4968503326,0.8462,0.1538,3698.571234399551,0.0,0.0,-0.03,0.015,0.04,tmc_consolidation,TMC consolidation -3pp,BJP,0.8462,84.62,0.6923999999999999,likely
22,Kalimpong,20000,45230.86667709648,1712.640365157218,1.0,0.0,43518.22631193926,0.0,0.0,-0.03,0.015,0.04,tmc_consolidation,TMC consolidation -3pp,BJP,1.0,100.0,1.0,high_confidence
23,Darjeeling,20000,187115.35736019784,38605.64263980218,1.0,0.0,148509.71472039566,0.0,0.0,-0.03,0.015,0.04,tmc_consolidation,TMC consolidation -3pp,BJP,1.0,100.0,1.0,high_confidence
24,Kurseong,20000,182155.56377438895,6821.947537825676,1.0,0.0,175333.6162365633,0.0,0.0,-0.03,0.015,0.04,tmc_consolidation,TMC consolidation -3pp,BJP,1.0,100.0,1.0,high_confidence
25,Matigara-Naxalbari (SC),20000,101459.25306361887,57110.03195266739,0.99985,0.00015,44349.2211109515,0.0,0.0,-0.03,0.015,0.04,tmc_consolidation,TMC consolidation -3pp,BJP,0.99985,99.98,0.9997,high_confidence
26,Siliguri,20000,9629.18918933501,6566.810810664962,0.99195,0.00805,3062.378378670048,0.0,0.0,-0.03,0.015,0.04,tmc_consolidation,TMC consolidation -3pp,BJP,0.99195,99.2,0.9839,high_confidence
27,Phansidewa (ST),20000,8366.222430785714,6965.777569214281,0.8711,0.1289,1400.4448615714327,0.0,0.0,-0.03,0.015,0.04,tmc_consolidation,TMC consolidation -3pp,BJP,0.8711,87.11,0.7422,likely
28,Chopra,20000,51881.00234175302,124510.51758578252,0.0,1.0,-72629.51524402949,0.0,0.0,-0.03,0.015,0.04,tmc_consolidation,TMC consolidation -3pp,TMC,1.0,100.0,1.0,high_confidence
29,Islampur,20000,6149.693457911906,15228.30654208808,0.0,1.0,-9078.613084176171,0.0,0.0,-0.03,0.015,0.04,tmc_consolidation,TMC consolidation -3pp,TMC,1.0,100.0,1.0,high_confidence
30,Goalpokhar,20000,21210.07484435383,39362.92515564625,0.0,1.0,-18152.85031129242,0.0,0.0,-0.03,0.015,0.04,tmc_consolidation,TMC consolidation -3pp,TMC,1.0,100.0,1.0,high_confidence
31,Chakulia,20000,15909.50235723722,29783.49764276292,5e-05,0.99995,-13873.995285525698,0.0,0.0,-0.03,0.015,0.04,tmc_consolidation,TMC consolidation -3pp,TMC,0.99995,100.0,0.9999,high_confidence
32,Karandighi,20000,49560.446963049646,81901.55303695014,0.0,1.0,-32341.10607390049,0.0,0.0,-0.03,0.015,0.04,tmc_consolidation,TMC consolidation -3pp,TMC,1.0,100.0,1.0,high_confidence
33,Hemtabad (SC),20000,55202.59627767275,81494.77409269751,0.0076,0.9924,-26292.17781502477,0.0,0.0,-0.03,0.015,0.04,tmc_consolidation,TMC consolidation -3pp,TMC,0.9924,99.24,0.9847999999999999,high_confidence
34,Kaliaganj (SC),20000,113483.76570300316,102108.2342969971,0.75205,0.24795,11375.531406006065,0.0,0.0,-0.03,0.015,0.04,tmc_consolidation,TMC consolidation -3pp,BJP,0.75205,75.2,0.5041,likely
35,Raiganj,20000,21109.80918890762,17628.414025378166,0.86605,0.13395,3481.395163529456,0.0,0.0,-0.03,0.015,0.04,tmc_consolidation,TMC consolidation -3pp,BJP,0.86605,86.6,0.7321,likely
36,Itahar,20000,22517.38360960601,41581.61639039413,5e-05,0.99995,-19064.232780788123,0.0,0.0,-0.03,0.015,0.04,tmc_consolidation,TMC consolidation -3pp,TMC,0.99995,100.0,0.9999,high_confidence
37,Kushmandi (SC),20000,39712.27224940458,52095.83254101501,0.04685,0.95315,-12383.560291610438,0.0,0.0,-0.03,0.015,0.04,tmc_consolidation,TMC consolidation -3pp,TMC,0.95315,95.32,0.9063000000000001,high_confidence
38,Kumarganj,20000,24379.423697908333,41132.57630209156,0.0008,0.9992,-16753.15260418323,0.0,0.0,-0.03,0.015,0.04,tmc_consolidation,TMC consolidation -3pp,TMC,0.9992,99.92,0.9984,high_confidence
39,Balurghat,20000,46716.34014163821,42941.07961144817,0.70035,0.29965,3775.2605301900394,0.0,0.0,-0.03,0.015,0.04,tmc_consolidation,TMC consolidation -3pp,BJP,0.70035,70.04,0.4007,lean
40,Tapan (ST),20000,47086.64865420354,52066.92664700132,0.26985,0.73015,-4980.277992797775,0.0,0.0,-0.03,0.015,0.04,tmc_consolidation,TMC consolidation -3pp,TMC,0.73015,73.02,0.4603,lean
41,Gangarampur (SC),20000,45807.63392621197,48900.919966002926,0.34,0.66,-3093.286039790958,0.0,0.0,-0.03,0.015,0.04,tmc_consolidation,TMC consolidation -3pp,TMC,0.66,66.0,0.32,lean
42,Harirampur,20000,62879.37277251818,93224.99348262577,0.0079,0.9921,-30345.62071010759,0.0,0.0,-0.03,0.015,0.04,tmc_consolidation,TMC consolidation -3pp,TMC,0.9921,99.21,0.9842,high_confidence
43,Habibpur (ST),20000,101826.48230795594,91054.94626347216,0.75445,0.24555,10771.53604448378,0.0,0.0,-0.03,0.015,0.04,tmc_consolidation,TMC consolidation -3pp,BJP,0.75445,75.44,0.5088999999999999,likely
44,Gazole (SC),20000,85438.23719377157,54139.76280622816,0.99985,0.00015,31298.474387543403,0.0,0.0,-0.03,0.015,0.04,tmc_consolidation,TMC consolidation -3pp,BJP,0.99985,99.98,0.9997,high_confidence
45,Chanchal,20000,36663.47420898962,101625.22262358978,0.0,1.0,-64961.74841460018,0.0,0.0,-0.03,0.015,0.04,tmc_consolidation,TMC consolidation -3pp,TMC,1.0,100.0,1.0,high_confidence
46,Harishchandrapur,20000,8958.829422727647,28546.57236298669,0.0,1.0,-19587.74294025904,0.0,0.0,-0.03,0.015,0.04,tmc_consolidation,TMC consolidation -3pp,TMC,1.0,100.0,1.0,high_confidence
47,Malatipur,20000,15945.712982876974,94550.2870171226,0.0,1.0,-78604.57403424561,0.0,0.0,-0.03,0.015,0.04,tmc_consolidation,TMC consolidation -3pp,TMC,1.0,100.0,1.0,high_confidence
48,Ratua,20000,136798.76227935258,75477.23772064735,1.0,0.0,61321.52455870522,0.0,0.0,-0.03,0.015,0.04,tmc_consolidation,TMC consolidation -3pp,BJP,1.0,100.0,1.0,high_confidence
49,Manikchak,20000,154711.31111264115,24452.68888735899,1.0,0.0,130258.62222528216,0.0,0.0,-0.03,0.015,0.04,tmc_consolidation,TMC consolidation -3pp,BJP,1.0,100.0,1.0,high_confidence
50,Maldaha,20000,18851.38102678683,17759.618973213142,0.6423,0.3577,1091.762053573686,0.0,0.0,-0.03,0.015,0.04,tmc_consolidation,TMC consolidation -3pp,BJP,0.6423,64.23,0.28459999999999996,lean
51,English Bazar,20000,139619.2865843637,128266.3954965617,0.70315,0.29685,11352.891087802003,0.0,0.0,-0.03,0.015,0.04,tmc_consolidation,TMC consolidation -3pp,BJP,0.70315,70.32,0.40630000000000005,lean
52,Mothabari,20000,31840.255476778955,88091.74452322123,0.0,1.0,-56251.48904644227,0.0,0.0,-0.03,0.015,0.04,tmc_consolidation,TMC consolidation -3pp,TMC,1.0,100.0,1.0,high_confidence
53,Sujapur,20000,20952.76664359394,129168.23335640616,0.0,1.0,-108215.46671281224,0.0,0.0,-0.03,0.015,0.04,tmc_consolidation,TMC consolidation -3pp,TMC,1.0,100.0,1.0,high_confidence
54,Baisnabnagar,20000,35293.855739515355,94300.14426048425,0.0,1.0,-59006.28852096889,0.0,0.0,-0.03,0.015,0.04,tmc_consolidation,TMC consolidation -3pp,TMC,1.0,100.0,1.0,high_confidence
1,Mekliganj (SC),20000,27613.14641946699,39677.85358053316,0.0134,0.9866,-12064.707161066168,0.0,0.0,-0.05,0.015,0.04,tmc_defence,TMC defence -5pp,TMC,0.9866,98.66,0.9732000000000001,high_confidence
2,Mathabhanga (SC),20000,65923.64810152444,61911.32619754042,0.6524,0.3476,4012.32190398401,0.0,0.0,-0.05,0.015,0.04,tmc_defence,TMC defence -5pp,BJP,0.6524,65.24,0.30479999999999996,lean
3,Cooch Behar Uttar (SC),20000,38908.59641203928,41731.81454686484,0.33085,0.66915,-2823.218134825569,0.0,0.0,-0.05,0.015,0.04,tmc_defence,TMC defence -5pp,TMC,0.66915,66.92,0.33830000000000005,lean
4,Cooch Behar Dakshin,20000,56111.19223531876,64877.01718876466,0.1812,0.8188,-8765.8249534459,0.0,0.0,-0.05,0.015,0.04,tmc_defence,TMC defence -5pp,TMC,0.8188,81.88,0.6376,likely
5,Sitalkuchi (SC),20000,14302.756345240172,13097.243654759826,0.70855,0.29145,1205.512690480347,0.0,0.0,-0.05,0.015,0.04,tmc_defence,TMC defence -5pp,BJP,0.70855,70.86,0.4171,lean
6,Sitai (SC),20000,39913.77341401994,53512.683107719145,0.03465,0.96535,-13598.909693699205,0.0,0.0,-0.05,0.015,0.04,tmc_defence,TMC defence -5pp,TMC,0.96535,96.54,0.9307000000000001,high_confidence
7,Dinhata,20000,58673.348831031166,69728.65116896894,0.09975,0.90025,-11055.302337937772,0.0,0.0,-0.05,0.015,0.04,tmc_defence,TMC defence -5pp,TMC,0.90025,90.02,0.8005,high_confidence
8,Natabari,20000,74837.3585766041,72336.13691889135,0.5834,0.4166,2501.2216577127574,0.0,0.0,-0.05,0.015,0.04,tmc_defence,TMC defence -5pp,BJP,0.5834,58.34,0.1668,competitive
9,Tufanganj,20000,82948.22150188983,73781.47709624156,0.7667,0.2333,9166.744405648256,0.0,0.0,-0.05,0.015,0.04,tmc_defence,TMC defence -5pp,BJP,0.7667,76.67,0.5334000000000001,likely
10,Kumargram (ST),20000,78940.99214939552,87078.62510724188,0.27155,0.72845,-8137.632957846367,0.0,0.0,-0.05,0.015,0.04,tmc_defence,TMC defence -5pp,TMC,0.72845,72.84,0.45690000000000003,lean
11,Kalchini (ST),20000,23839.10997390766,21132.01747707269,0.7759,0.2241,2707.0924968349664,0.0,0.0,-0.05,0.015,0.04,tmc_defence,TMC defence -5pp,BJP,0.7759,77.59,0.5518000000000001,likely
12,Alipurduars,20000,57722.470416209246,60020.17802129068,0.401,0.599,-2297.707605081439,0.0,0.0,-0.05,0.015,0.04,tmc_defence,TMC defence -5pp,TMC,0.599,59.9,0.19799999999999995,competitive
13,Falakata,20000,93351.92237858592,109632.07762141371,0.1573,0.8427,-16280.155242827785,0.0,0.0,-0.05,0.015,0.04,tmc_defence,TMC defence -5pp,TMC,0.8427,84.27,0.6854,likely
14,Madarihat,20000,52126.27348118112,43031.72651881894,0.88145,0.11855,9094.546962362176,0.0,0.0,-0.05,0.015,0.04,tmc_defence,TMC defence -5pp,BJP,0.88145,88.14,0.7628999999999999,likely
15,Dhupguri (SC),20000,74183.50595508634,86921.88018352748,0.1632,0.8368,-12738.374228441144,0.0,0.0,-0.05,0.015,0.04,tmc_defence,TMC defence -5pp,TMC,0.8368,83.68,0.6736,likely
16,Maynaguri (SC),20000,71464.63467215619,78383.29117530168,0.28425,0.71575,-6918.656503145492,0.0,0.0,-0.05,0.015,0.04,tmc_defence,TMC defence -5pp,TMC,0.71575,71.58,0.4315,lean
17,Jalpaiguri (SC),20000,49335.187441228685,60885.35943377092,0.0977,0.9023,-11550.171992542231,0.0,0.0,-0.05,0.015,0.04,tmc_defence,TMC defence -5pp,TMC,0.9023,90.23,0.8046,high_confidence
18,Rajganj (SC),20000,32648.903047104453,47073.50871760126,0.01205,0.98795,-14424.605670496803,0.0,0.0,-0.05,0.015,0.04,tmc_defence,TMC defence -5pp,TMC,0.98795,98.8,0.9759,high_confidence
19,Dabgram-Phulbari,20000,34692.244713824955,33340.83266712721,0.5981,0.4019,1351.4120466977477,0.0,0.0,-0.05,0.015,0.04,tmc_defence,TMC defence -5pp,BJP,0.5981,59.81,0.19619999999999999,competitive
20,Mal (ST),20000,42856.876100228845,44259.12389977115,0.3918,0.6082,-1402.247799542302,0.0,0.0,-0.05,0.015,0.04,tmc_defence,TMC defence -5pp,TMC,0.6082,60.82,0.21639999999999998,lean
21,Nagrakata (ST),20000,23590.796505866983,21716.768429197724,0.69795,0.30205,1874.0280766692576,0.0,0.0,-0.05,0.015,0.04,tmc_defence,TMC defence -5pp,BJP,0.69795,69.8,0.3959,lean
22,Kalimpong,20000,44475.26855176789,2468.2384904855526,1.0,0.0,42007.030061282334,0.0,0.0,-0.05,0.015,0.04,tmc_defence,TMC defence -5pp,BJP,1.0,100.0,1.0,high_confidence
23,Darjeeling,20000,183704.19468931487,42016.80531068439,1.0,0.0,141687.38937863047,0.0,0.0,-0.05,0.015,0.04,tmc_defence,TMC defence -5pp,BJP,1.0,100.0,1.0,high_confidence
24,Kurseong,20000,179172.58248063675,9804.928831579222,1.0,0.0,169367.6536490575,0.0,0.0,-0.05,0.015,0.04,tmc_defence,TMC defence -5pp,BJP,1.0,100.0,1.0,high_confidence
25,Matigara-Naxalbari (SC),20000,98345.03666317643,60224.24835310973,0.99895,0.00105,38120.7883100667,0.0,0.0,-0.05,0.015,0.04,tmc_defence,TMC defence -5pp,BJP,0.99895,99.9,0.9979,high_confidence
26,Siliguri,20000,9296.449382937812,6899.550617062179,0.96605,0.03395,2396.8987658756346,0.0,0.0,-0.05,0.015,0.04,tmc_defence,TMC defence -5pp,BJP,0.96605,96.6,0.9320999999999999,high_confidence
27,Phansidewa (ST),20000,8056.453535595391,7275.546464404621,0.7355,0.2645,780.9070711907715,0.0,0.0,-0.05,0.015,0.04,tmc_defence,TMC defence -5pp,BJP,0.7355,73.55,0.47100000000000003,lean
28,Chopra,20000,48354.99488130471,128036.5250462314,0.0,1.0,-79681.53016492668,0.0,0.0,-0.05,0.015,0.04,tmc_defence,TMC defence -5pp,TMC,1.0,100.0,1.0,high_confidence
29,Islampur,20000,5854.486279057688,15523.513720942196,0.0,1.0,-9669.02744188451,0.0,0.0,-0.05,0.015,0.04,tmc_defence,TMC defence -5pp,TMC,1.0,100.0,1.0,high_confidence
30,Goalpokhar,20000,20536.605736560938,40036.394263438815,0.0,1.0,-19499.78852687788,0.0,0.0,-0.05,0.015,0.04,tmc_defence,TMC defence -5pp,TMC,1.0,100.0,1.0,high_confidence
31,Chakulia,20000,14991.30772901862,30701.69227098145,0.0,1.0,-15710.384541962829,0.0,0.0,-0.05,0.015,0.04,tmc_defence,TMC defence -5pp,TMC,1.0,100.0,1.0,high_confidence
32,Karandighi,20000,48318.106685945255,83143.89331405461,0.0,1.0,-34825.78662810935,0.0,0.0,-0.05,0.015,0.04,tmc_defence,TMC defence -5pp,TMC,1.0,100.0,1.0,high_confidence
33,Hemtabad (SC),20000,52514.65469888551,84182.71567148475,0.0024,0.9976,-31668.060972599236,0.0,0.0,-0.05,0.015,0.04,tmc_defence,TMC defence -5pp,TMC,0.9976,99.76,0.9952000000000001,high_confidence
34,Kaliaganj (SC),20000,109347.16920479284,106244.83079520708,0.57135,0.42865,3102.338409585738,0.0,0.0,-0.05,0.015,0.04,tmc_defence,TMC defence -5pp,BJP,0.57135,57.14,0.14270000000000005,competitive
